Year,20 Year Payback ECM Package,Business as Usual,,,,,,
Natural Gas Cost: BAU,5.791929853588161,6.146442296066584,6.394758564827674,6.786168947063646,7.060330172525018,7.795175007738616,8.272302079612281,8.606503083628617
Electricity Cost: BAU,9.051547344903828,10.1817597525779,11.012591348388257,12.38766755451341,13.398501226961706,16.301325405592927,18.336774101036884,19.833054867681497
Natural Gas Cost: ECMs,5.791929853588161,6.146442296066584,6.394758564827674,2.295278106895474,2.388007342414051,2.636553064660003,2.797931204641712,2.910967625309237
Electricity Cost: ECMs,9.051547344903828,10.1817597525779,11.012591348388257,6.859993201390925,7.419768646624425,9.02728305905213,10.154465730937615,10.983070134582125
Total: BAU,14.843477198491989,16.328202048644485,17.40734991321593,19.173836501577057,20.458831399486723,24.096500413331544,26.609076180649165,28.439557951310114
Total: ECM,14.843477198491989,16.328202048644485,17.40734991321593,14.682945661408883,15.786508569375757,18.93787847025293,21.134705305678597,22.744022492990734
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,2015.0,2018.0,2020.0,2023.0,2025.0,2030.0,2033.0,2035.0
Total: BAU,3435181.3976154057,3787865.2958506937,3904294.5120352013,3889451.0820179093,4031801.445065449,4748673.239954834,5243824.03384435,5604555.245906733
Total: ECM,3435181.3976154057,3787865.2958506937,3904294.5120352013,2978464.8933081147,3111031.457258311,3732068.7722542747,4164995.2398847756,4482141.768671191
