baseline_id,building_name ,vintage_name ,measure_id ,actual_floor_area,Total Floor Area M2,Electricity-Heating KWh/m2,Natural Gas-Heating KWh/m2,Electricity-Cooling KWh/m2,Electricity-Water Systems KWh/m2,Natural Gas-Water Systems KWh/m2,Electricity-Interior Lighting KWh/m2,Electricity-Interior Equipment KWh/m2,District Heating-Interior Equipment KWh/m2,Electricity-Fans KWh/m2,Electricity-Pumps KWh/m2,Electricity-Heat Recovery KWh/m2,baseline-Electricity-Heating KWh/m2,baseline-Natural Gas-Heating KWh/m2,baseline-Electricity-Cooling KWh/m2,baseline-Electricity-Water Systems KWh/m2,baseline-Natural Gas-Water Systems KWh/m2,baseline-Electricity-Interior Lighting KWh/m2,baseline-Electricity-Interior Equipment KWh/m2,baseline-District Heating-Interior Equipment KWh/m2,baseline-Electricity-Fans KWh/m2,baseline-Electricity-Pumps KWh/m2,baseline-Electricity-Heat Recovery KWh/m2,Baseline Total Energy kWh/m2,Gas Energy Savings KWh/m2,Elec Energy Savings KWh/m2,Total Energy Savings %,Baseline Total Cost $/m2,Gas Cost Savings $/m2,Elec Cost Savings $/m2,Total Cost Savings %,Vintage Score,Capital Cost,Payback Period,GHG Baseline g/m2,GHG Savings g/m2,GHG Savings %,%base Area ,Electricity-Heating KWh/m2,Natural Gas-Heating KWh/m2,Electricity-Cooling KWh/m2,Electricity-Water Systems KWh/m2,Natural Gas-Water Systems KWh/m2,Electricity-Interior Lighting KWh/m2,Electricity-Interior Equipment KWh/m2,District Heating-Interior Equipment KWh/m2,Electricity-Fans KWh/m2,Electricity-Pumps KWh/m2,Electricity-Heat Recovery KWh/m2,% base area,Area for Base (m2),Saving $
1.0,Barracks,1959-pre,solar_dhw,3989.0,5495.7245916,0.0,87.28419505648782,0.8815881265687898,0.0,12.680558783110472,10.412131760361559,2.875525483165283,0.0,5.788471685810389,4.21981476954733,0.0,0.0,87.28419505648782,0.8815881265687898,0.0,22.260558783110472,10.412131760361559,2.875525483165283,0.0,5.788471685810389,3.93981476954733,0.0,133.44228566505163,9.579999999999998,-0.28000000000000114,6.969305084704238,4.475046108477721,0.15519599999999997,-0.031640000000000126,2.7609994848082127,0.0,126230.0,256.11481786963776,40399.36362543251,1471.2199999999987,3.641691026721582,0.0867098480298323,0.0,7.568399288754298,0.07644237247968433,0.0,1.099529325016864,0.902834362607541,0.24933637765117178,0.0,0.501917500201606,0.3658994973814908,0.0,0.08650202816585698,20018.904872339783,2473.455810406811
2.0,Fire Hall,1959-pre,solar_dhw,911.7335331,911.733533071535,0.0,536.8288192344888,1.4776502686079858,20.254591104066808,0.0,92.18709655162976,26.469743368383877,0.0,40.37488940122274,15.55068363155726,0.0,0.0,536.8288192344888,1.4776502686079858,23.654591104066807,0.0,92.18709655162976,26.469743368383877,0.0,40.37488940122274,15.44068363155726,0.0,736.4334735599572,0.0,3.289999999999992,0.44674775361526725,31.25195281037665,0.0,0.3717699999999991,1.189589662622809,0.0,11619.0,34.278868819195885,269748.407906131,2862.299999999993,1.0610998679169357,0.005569790905987633,0.0,2.990024275444335,0.008230203028322941,0.11281383733592931,0.0,0.5134628520226713,0.14743093589705097,0.0,0.22487969181718687,0.08661405627293836,0.0,0.00555644163580952,1285.91061845049,478.06299062133746
3.0,Food Service,1959-pre,solar_dhw,2568.0,2693.60503738445,0.0,593.7383463412318,2.87968117016936,35.63358753857145,0.0,77.14281438585479,11.925753702340163,0.0,33.777509826677544,14.074011045282841,0.0,0.0,593.7383463412318,2.87968117016936,51.87358753857145,0.0,77.14281438585479,11.925753702340163,0.0,33.777509826677544,13.60401104528284,0.0,784.9417040101279,0.0,15.77000000000001,2.009066395559553,31.224540627313225,0.0,1.7820100000000012,5.707081558923602,0.0,138243.0,30.20911438501109,272626.08516702015,13719.900000000009,5.0324971624027555,0.04326202214953311,0.0,25.686321490441532,0.12458083056746029,1.541581053361005,0.0,3.3373541446381716,0.5159322208205167,0.0,1.4612833782777963,0.6088701775737999,0.0,0.04326202214953311,10012.0,17841.484120000012
4.0,Food Service,2005-2014,solar_dhw,2568.0,2693.60503738445,0.0,312.9915533922008,2.0616904792916175,35.6316212147953,0.0,77.14281438585479,11.925753702340163,0.0,24.54070388822035,6.88808080534844,0.0,0.0,312.9915533922008,2.0616904792916175,51.871621214795304,0.0,77.14281438585479,11.925753702340163,0.0,24.54070388822035,6.41808080534844,0.0,486.9522178680514,0.0,15.77000000000001,3.2385107658084804,24.72801825072478,0.0,1.7820100000000012,7.206440815158207,0.0,138243.0,30.20911438501109,207371.26615119402,13719.900000000009,6.616104658394116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Hangar,1959-pre,solar_dhw,6423.0,6276.57984849578,0.0,454.518087404582,0.35415746914651736,0.0,3.0226924673391564,57.20277168221121,6.365776708853515,0.0,10.585322923735998,9.198875500339037,0.0,0.0,454.518087404582,0.35415746914651736,0.0,5.842692467339156,57.20277168221121,6.365776708853515,0.0,10.585322923735998,9.118875500339037,0.0,543.9876841562075,2.819999999999993,-0.0800000000000125,0.5036878737889188,16.907684818049468,0.045683999999999884,-0.009040000000001413,0.216729850327467,0.0,58447.0,248.32556248989096,155159.98632440294,435.1799999999879,0.2804717957954245,0.2686635526537526,0.0,122.11244410750383,0.09514920385976512,0.0,0.8120872968550747,15.368299861784338,1.7102521860010982,0.0,2.8438904626781203,2.4714025723406516,0.0,0.24428083092295555,56533.179858006835,2071.601842716716
6.0,Hangar,1960-1979,solar_dhw,6423.0,6276.57984849578,0.0,441.2865469716093,0.2866773375572193,0.0,3.0226924673391564,57.20277168221121,6.365776708853515,0.0,10.044123210654044,8.681225900294958,0.0,0.0,441.2865469716093,0.2866773375572193,0.0,5.842692467339156,57.20277168221121,6.365776708853515,0.0,10.044123210654044,8.601225900294958,0.0,529.6298142785193,2.819999999999993,-0.0799999999999983,0.5173424769775321,16.566058635782483,0.045683999999999884,-0.009039999999999807,0.2211992653512012,0.0,58447.0,248.32556248988007,151811.6339699985,435.1800000000003,0.2866578724039041,0.02692425689310236,0.0,11.88131235413369,0.007718574281821194,0.0,0.08138374849948486,1.5401421197693355,0.1713938074332997,0.0,0.27043055358962154,0.23373555628659526,0.0,0.026859726790325153,6216.065991904579,227.78152220735188
7.0,Hangar,1980-2004,solar_dhw,6423.0,6276.57984849578,0.0,279.4406595527536,0.22916071533009946,0.0,3.0226924673391564,57.20277168221121,6.365776708853515,0.0,7.06820411888708,5.4693527913600475,0.0,0.0,279.4406595527536,0.22916071533009946,0.0,5.842692467339156,57.20277168221121,6.365776708853515,0.0,7.06820411888708,5.389352791360047,0.0,361.5386180367347,2.819999999999993,-0.0799999999999983,0.7578720123673186,13.238435362606044,0.045683999999999884,-0.009039999999999807,0.27680008245918986,0.0,58447.0,248.32556248988007,117407.8014460751,435.1800000000003,0.370656800178544,0.031409472533455475,0.0,8.777083720952895,0.007197817193907768,0.0,0.094941176029972,1.7967088859899376,0.19994568869084506,0.0,0.2220085631330406,0.17178948627600144,0.0,0.028239138212713864,6535.299039153731,239.47949799074985
10.0,Maintenance Shop-Small,1959-pre,solar_dhw,927.0,923.717954,0.0,757.1413574265174,0.8781966981593966,0.0,1.8206443431191484,55.14230264181614,6.60609131364577,0.0,27.14865119120939,40.854101793299016,0.0,0.0,757.1413574265174,0.8781966981593966,0.0,4.840644343119148,55.14230264181614,6.60609131364577,0.0,27.14865119120939,40.744101793299016,0.0,892.5013454077663,3.019999999999982,-0.10999999999998522,0.326049928660945,27.09279425977677,0.048923999999999704,-0.01242999999999833,0.13470002263362726,0.0,11619.0,343.4531863463529,249946.6072819378,444.8800000000096,0.17799001348243487,0.006758070579491589,0.0,5.116814732140472,0.005934915268837673,0.0,0.012304042970951307,0.37265557316907894,0.04464443135218442,0.0,0.18347250088819145,0.27609490338084863,0.0,0.006758070579491589,1564.0,57.07661600000215
11.0,Maintenance Shop-Small,1960-1979,solar_dhw,927.0,923.717954,0.0,704.0843947105711,0.7242859366263065,0.0,1.8206443431191484,55.14230264181614,6.60609131364577,0.0,25.21118631073402,38.16217239550458,0.0,0.0,704.0843947105711,0.7242859366263065,0.0,4.840644343119148,55.14230264181614,6.60609131364577,0.0,25.21118631073402,38.05217239550458,0.0,834.6610776520171,3.019999999999982,-0.10999999999998522,0.34864450708377465,25.69275799428071,0.048923999999999704,-0.01242999999999833,0.14204002547381273,0.0,11619.0,343.4531863463529,236287.93557115487,444.8800000000096,0.18827876206402425,0.003128416304061324,0.0,2.202669099847699,0.002265867932944064,0.0,0.005695733446910963,0.17250807862814144,0.020666603771727316,0.0,0.07887108629922797,0.11938716232049551,0.0,0.003128416304061324,724.0,26.421656000000993
12.0,Maintenance Shop-Small,1980-2004,solar_dhw,927.0,923.717954,0.0,374.9839543979238,0.5613216008853876,0.0,1.8206443431191484,55.14230264181614,6.60609131364577,0.0,14.552111610050208,21.434185117506175,0.0,0.0,374.9839543979238,0.5613216008853876,0.0,4.840644343119148,55.14230264181614,6.60609131364577,0.0,14.552111610050208,21.324185117506175,0.0,478.01061102494657,3.019999999999982,-0.10999999999999943,0.6087730968482861,17.248177887686012,0.048923999999999704,-0.012429999999999936,0.2115817696085679,0.0,11619.0,343.45318634636794,153410.4338616429,444.87999999999727,0.2899933132326733,0.02103903174651186,0.0,7.8892993210104745,0.01180966298103053,0.0,0.03830459413399099,1.1601406558569345,0.1389857648681496,0.0,0.3061623381426301,0.4509545011478244,0.0,0.02103903174651186,4869.0,177.68928599999887
