sim_annual_output_index,baseline_id,building_name ,vintage_name ,measure_id ,Simulation Total Capitol Costs $,Total Floor Area M2,Conditioned Floor Area M2,Electricity-Heating KWh,Natural Gas-Heating KWh,Electricity-Cooling KWh,Electricity-Water Systems KWh,Natural Gas-Water Systems KWh,Electricity-Interior Lighting KWh,Electricity-Interior Equipment KWh,District Heating-Interior Equipment KWh,Electricity-Fans KWh,Electricity-Pumps KWh,Electricity-Heat Recovery KWh
130.0,6.0,Hangar,1960-1979,lights_reduce_70p,129818.45,6276.57984849578,6146.53,0.0,2777718.88884,1411.11224,0.0,35836.13978,245597.4187,39044.47568,0.0,61961.16068,53619.48734,0.0
131.0,6.0,Hangar,1960-1979,load_reduce,131574.76,6276.57984849578,6146.53,0.0,1136350.90908,1444.4456,0.0,35836.13978,350853.05846,39044.47568,0.0,36613.91818,1769.44586,0.0
132.0,6.0,Hangar,1960-1979,occupancy_setback,36687.38,6276.57984849578,6146.53,0.0,2348490.76768,1255.55656,0.0,35836.13978,350853.05846,39044.47568,0.0,52244.48624,42577.81184,0.0
133.0,6.0,Hangar,1960-1979,payback_less_than_20,396174.76,6276.57984849578,6146.53,0.0,959553.54542,10588.89736,0.0,35836.13978,245597.4187,39044.47568,0.0,31452.80294,666.6672,0.0
134.0,6.0,Hangar,1960-1979,plug_loads_90_percent,21212.62,6276.57984849578,6146.53,0.0,2677485.47532,2213.89066,0.0,35836.13978,350853.05846,39044.47568,0.0,61869.49394,52741.70886,0.0
135.0,6.0,Hangar,1960-1979,pumps_to_variable,3425.24,6276.57984849578,6146.53,0.0,2676379.91888,2269.44626,0.0,35936.13986,350853.05846,39044.47568,0.0,61836.16058,52594.48652,0.0
136.0,6.0,Hangar,1960-1979,pump_fan_eff_,6655.34,6276.57984849578,6146.53,0.0,2676379.91888,2269.44626,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,41213.92186,0.0
137.0,7.0,Hangar,1980-2004,air_temp_reset_enabled,7032.04,6276.57984849578,6146.53,0.0,1734993.05466,16738.90228,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,37572.25228,0.0
138.0,7.0,Hangar,1980-2004,baseline,0.0,6276.57984849578,6146.53,0.0,1713948.59338,1405.55668,0.0,35836.13978,350853.05846,39044.47568,0.0,43352.81246,33055.582,0.0
139.0,7.0,Hangar,1980-2004,boiler_eff_upgrade,65332.04,6276.57984849578,6146.53,0.0,1702043.0283,1972.2238,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,33230.58214,0.0
140.0,7.0,Hangar,1980-2004,boiler_reset,929.13,6276.57984849578,6146.53,0.0,1384106.66284,1972.2238,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,1813.89034,0.0
141.0,7.0,Hangar,1980-2004,cooling_cop_3_0,16104.85,6276.57984849578,6146.53,0.0,1702043.0283,1691.66802,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,33230.58214,0.0
142.0,7.0,Hangar,1980-2004,dcv_enabled,64066.99,6276.57984849578,6146.53,0.0,1321026.05682,2944.4468,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,31052.80262,0.0
143.0,7.0,Hangar,1980-2004,ecm_cold_deck_reset_control,7032.04,6276.57984849578,6146.53,0.0,1656767.99208,8494.45124,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,33558.36018,0.0
144.0,7.0,Hangar,1980-2004,economizers_enabled,2747.57,6276.57984849578,6146.53,0.0,1702093.02834,1877.77928,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,33216.69324,0.0
145.0,7.0,Hangar,1980-2004,elec_reduce,225412.62,6276.57984849578,6146.53,0.0,1414073.35348,1561.11236,0.0,35836.13978,245597.4187,39044.47568,0.0,38508.36414,25180.5757,0.0
146.0,7.0,Hangar,1980-2004,envelope_ecm_roof,1116538.83,6276.57984849578,6146.53,0.0,1591792.9401,1830.55702,0.0,35836.13978,350853.05846,39044.47568,0.0,41725.03338,31283.35836,0.0
147.0,7.0,Hangar,1980-2004,envelope_ecm_wall,895777.67,6276.57984849578,6146.53,0.0,1670093.00274,1930.5571,0.0,35836.13978,350853.05846,39044.47568,0.0,42405.58948,31977.80336,0.0
148.0,7.0,Hangar,1980-2004,envelope_ecm_windows,187541.75,6276.57984849578,6146.53,0.0,1680634.67784,1975.00158,0.0,35836.13978,350853.05846,39044.47568,0.0,42736.1453,32250.0258,0.0
149.0,7.0,Hangar,1980-2004,exhaust_fans_occ_control,3659.22,6276.57984849578,6146.53,0.0,1702031.91718,1977.77936,0.0,35836.13978,350853.05846,39044.47568,0.0,38338.91956,33230.58214,0.0
150.0,7.0,Hangar,1980-2004,fans_to_variable,2189.32,6276.57984849578,6146.53,0.0,1702565.25094,1966.66824,0.0,35836.13978,350853.05846,39044.47568,0.0,43280.59018,33241.69326,0.0
151.0,7.0,Hangar,1980-2004,hrv_enabled,181615.53,6276.57984849578,6146.53,0.0,1386895.55396,3450.00276,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,31836.13658,8761.11812
152.0,7.0,Hangar,1980-2004,infil_reduce,86236.89,6276.57984849578,6146.53,0.0,1358681.6425,2244.44624,0.0,35836.13978,350853.05846,39044.47568,0.0,37961.14148,26952.79934,0.0
153.0,7.0,Hangar,1980-2004,infil_reduce_plus_setback,122924.27,6276.57984849578,6146.53,0.0,1156120.36934,1366.66776,0.0,35836.13978,350853.05846,39044.47568,0.0,32275.02582,20922.23896,0.0
154.0,7.0,Hangar,1980-2004,lights_reduce_70p,129818.45,6276.57984849578,6146.53,0.0,1795754.21438,1011.11192,0.0,35836.13978,245597.4187,39044.47568,0.0,43788.92392,34183.36068,0.0
155.0,7.0,Hangar,1980-2004,load_reduce,123853.4,6276.57984849578,6146.53,0.0,944861.867,1366.66776,0.0,35836.13978,350853.05846,39044.47568,0.0,32275.02582,1608.33462,0.0
156.0,7.0,Hangar,1980-2004,occupancy_setback,36687.38,6276.57984849578,6146.53,0.0,1473328.95644,1180.5565,0.0,35836.13978,350853.05846,39044.47568,0.0,37488.91888,26358.35442,0.0
157.0,7.0,Hangar,1980-2004,payback_less_than_20,388453.4,6276.57984849578,6146.53,0.0,768983.94852,8411.11784,0.0,35836.13978,245597.4187,39044.47568,0.0,27125.0217,583.3338,0.0
158.0,7.0,Hangar,1980-2004,plug_loads_90_percent,21212.62,6276.57984849578,6146.53,0.0,1702254.13958,1922.22376,0.0,35836.13978,350853.05846,39044.47568,0.0,43680.5905,33269.47106,0.0
159.0,7.0,Hangar,1980-2004,pumps_to_variable,3425.24,6276.57984849578,6146.53,0.0,1702043.0283,1972.2238,0.0,35936.13986,350853.05846,39044.47568,0.0,43650.03492,33130.58206,0.0
160.0,7.0,Hangar,1980-2004,pump_fan_eff_,6655.34,6276.57984849578,6146.53,0.0,1702043.0283,1972.2238,0.0,35836.13978,350853.05846,39044.47568,0.0,43650.03492,25991.68746,0.0
161.0,10.0,Maintenance Shop-Small,1959-pre,air_temp_reset_enabled,3515.53,923.717954,898.218,0.0,711289.45792,7380.56146,0.0,4455.55912,50755.59616,6080.56042,0.0,26041.6875,38194.475,0.0
162.0,10.0,Maintenance Shop-Small,1959-pre,baseline,0.0,923.717954,898.218,0.0,696908.89086,808.33398,0.0,4455.55912,50755.59616,6080.56042,0.0,24988.90888,37502.80778,0.0
163.0,10.0,Maintenance Shop-Small,1959-pre,boiler_eff_upgrade,65332.04,923.717954,898.218,0.0,692678.33192,1119.44534,0.0,4455.55912,50755.59616,6080.56042,0.0,24972.2422,37508.36334,0.0
164.0,10.0,Maintenance Shop-Small,1959-pre,boiler_reset,929.13,923.717954,898.218,0.0,430800.34464,1119.44534,0.0,4455.55912,50755.59616,6080.56042,0.0,24972.2422,37508.36334,0.0
165.0,10.0,Maintenance Shop-Small,1959-pre,cooling_cop_3_0,10048.54,923.717954,898.218,0.0,692678.33192,800.00064,0.0,4455.55912,50755.59616,6080.56042,0.0,24972.2422,37508.36334,0.0
166.0,10.0,Maintenance Shop-Small,1959-pre,dcv_enabled,7488.35,923.717954,898.218,0.0,692678.33192,1119.44534,0.0,4455.55912,50755.59616,6080.56042,0.0,24972.2422,37508.36334,0.0
167.0,10.0,Maintenance Shop-Small,1959-pre,ecm_cold_deck_reset_control,3515.53,923.717954,898.218,0.0,690564.44134,4161.11444,0.0,4455.55912,50755.59616,6080.56042,0.0,26644.46576,37105.58524,0.0
168.0,10.0,Maintenance Shop-Small,1959-pre,economizers_enabled,1373.79,923.717954,898.218,0.0,692797.77646,1044.44528,0.0,4455.55912,50755.59616,6080.56042,0.0,24975.01998,37427.80772,0.0
169.0,10.0,Maintenance Shop-Small,1959-pre,elec_reduce,38549.51,923.717954,898.218,0.0,713903.3489,644.44496,0.0,4455.55912,35530.58398,6080.56042,0.0,25250.0202,29661.13484,0.0
170.0,10.0,Maintenance Shop-Small,1959-pre,envelope_ecm_roof,104998.06,923.717954,898.218,0.0,647231.07334,983.33412,0.0,4455.55912,50755.59616,6080.56042,0.0,23491.68546,35100.02808,0.0
171.0,10.0,Maintenance Shop-Small,1959-pre,envelope_ecm_wall,257193.2,923.717954,898.218,0.0,604222.7056,1097.2231,0.0,4455.55912,50755.59616,6080.56042,0.0,22030.57318,33169.47098,0.0
172.0,10.0,Maintenance Shop-Small,1959-pre,envelope_ecm_windows,6686.41,923.717954,898.218,0.0,691508.88654,1119.44534,0.0,4455.55912,50755.59616,6080.56042,0.0,24958.3533,37455.58552,0.0
173.0,10.0,Maintenance Shop-Small,1959-pre,exhaust_fans_occ_control,732.04,923.717954,898.218,0.0,692678.33192,1119.44534,0.0,4455.55912,50755.59616,6080.56042,0.0,24972.2422,37508.36334,0.0
174.0,10.0,Maintenance Shop-Small,1959-pre,fans_to_variable,2628.16,923.717954,898.218,0.0,692794.99868,1113.88978,0.0,4455.55912,50755.59616,6080.56042,0.0,24886.13102,37513.9189,0.0
175.0,10.0,Maintenance Shop-Small,1959-pre,hrv_enabled,47432.04,923.717954,898.218,0.0,680308.87758,1213.88986,0.0,4455.55912,50755.59616,6080.56042,0.0,24930.5755,37430.5855,2211.11288
176.0,10.0,Maintenance Shop-Small,1959-pre,infil_reduce,45733.98,923.717954,898.218,0.0,384350.30748,1422.22336,0.0,4455.55912,50755.59616,6080.56042,0.0,14883.34524,21750.0174,0.0
177.0,10.0,Maintenance Shop-Small,1959-pre,infil_reduce_plus_setback,50022.33,923.717954,898.218,0.0,335789.15752,1391.66778,0.0,4455.55912,50755.59616,6080.56042,0.0,15597.2347,21833.3508,0.0
178.0,10.0,Maintenance Shop-Small,1959-pre,lights_reduce_70p,23465.05,923.717954,898.218,0.0,713706.12652,663.88942,0.0,4455.55912,35530.58398,6080.56042,0.0,25244.46464,37916.697,0.0
179.0,10.0,Maintenance Shop-Small,1959-pre,load_reduce,50951.46,923.717954,898.218,0.0,207264.0547,1391.66778,0.0,4455.55912,50755.59616,6080.56042,0.0,15597.2347,21833.3508,0.0
180.0,10.0,Maintenance Shop-Small,1959-pre,occupancy_setback,4288.35,923.717954,898.218,0.0,610378.26608,1027.7786,0.0,4455.55912,50755.59616,6080.56042,0.0,26858.35482,38405.58628,0.0
181.0,10.0,Maintenance Shop-Small,1959-pre,payback_less_than_20,99045.63,923.717954,898.218,0.0,231891.85218,4936.11506,0.0,4455.55912,35530.58398,6080.56042,0.0,17416.6806,16980.56914,0.0
182.0,10.0,Maintenance Shop-Small,1959-pre,plug_loads_90_percent,2479.61,923.717954,898.218,0.0,692836.66538,1088.88976,0.0,4455.55912,50755.59616,6080.56042,0.0,24975.01998,37519.47446,0.0
183.0,10.0,Maintenance Shop-Small,1959-pre,pump_fan_eff_,4384.47,923.717954,898.218,0.0,692678.33192,1119.44534,0.0,4455.55912,50755.59616,6080.56042,0.0,24972.2422,29336.13458,0.0
184.0,11.0,Maintenance Shop-Small,1960-1979,air_temp_reset_enabled,3515.53,923.717954,898.218,0.0,656414.41402,6730.56094,0.0,4455.55912,50755.59616,6080.56042,0.0,24138.9082,35769.47306,0.0
185.0,11.0,Maintenance Shop-Small,1960-1979,baseline,0.0,923.717954,898.218,0.0,648072.74068,666.6672,0.0,4455.55912,50755.59616,6080.56042,0.0,23205.57412,35025.02802,0.0
186.0,11.0,Maintenance Shop-Small,1960-1979,boiler_eff_upgrade,65332.04,923.717954,898.218,0.0,642142.18038,1125.0009,0.0,4455.55912,50755.59616,6080.56042,0.0,23244.46304,35088.91696,0.0
187.0,11.0,Maintenance Shop-Small,1960-1979,boiler_reset,929.13,923.717954,898.218,0.0,398955.87472,1125.0009,0.0,4455.55912,50755.59616,6080.56042,0.0,23244.46304,35088.91696,0.0
188.0,11.0,Maintenance Shop-Small,1960-1979,cooling_cop_3_0,10048.54,923.717954,898.218,0.0,642142.18038,802.77842,0.0,4455.55912,50755.59616,6080.56042,0.0,23244.46304,35088.91696,0.0
189.0,11.0,Maintenance Shop-Small,1960-1979,dcv_enabled,7488.35,923.717954,898.218,0.0,642142.18038,1125.0009,0.0,4455.55912,50755.59616,6080.56042,0.0,23244.46304,35088.91696,0.0
190.0,11.0,Maintenance Shop-Small,1960-1979,ecm_cold_deck_reset_control,3515.53,923.717954,898.218,0.0,639467.17824,4016.66988,0.0,4455.55912,50755.59616,6080.56042,0.0,24783.35316,34627.80548,0.0
191.0,11.0,Maintenance Shop-Small,1960-1979,economizers_enabled,1373.79,923.717954,898.218,0.0,642306.0694,1047.22306,0.0,4455.55912,50755.59616,6080.56042,0.0,23247.24082,34975.02798,0.0
192.0,11.0,Maintenance Shop-Small,1960-1979,elec_reduce,38549.51,923.717954,898.218,0.0,663047.75266,633.33384,0.0,4455.55912,35530.58398,6080.56042,0.0,23513.9077,27783.35556,0.0
193.0,11.0,Maintenance Shop-Small,1960-1979,envelope_ecm_roof,153754.37,923.717954,898.218,0.0,570233.78952,919.44518,0.0,4455.55912,50755.59616,6080.56042,0.0,20911.12784,31311.13616,0.0
194.0,11.0,Maintenance Shop-Small,1960-1979,envelope_ecm_wall,257193.2,923.717954,898.218,0.0,604925.48394,1155.55648,0.0,4455.55912,50755.59616,6080.56042,0.0,21966.68424,33152.8043,0.0
195.0,11.0,Maintenance Shop-Small,1960-1979,envelope_ecm_windows,6686.41,923.717954,898.218,0.0,640992.17946,1125.0009,0.0,4455.55912,50755.59616,6080.56042,0.0,23230.57414,35030.58358,0.0
196.0,11.0,Maintenance Shop-Small,1960-1979,exhaust_fans_occ_control,732.04,923.717954,898.218,0.0,642142.18038,1125.0009,0.0,4455.55912,50755.59616,6080.56042,0.0,23244.46304,35088.91696,0.0
197.0,11.0,Maintenance Shop-Small,1960-1979,fans_to_variable,2628.16,923.717954,898.218,0.0,642253.29158,1119.44534,0.0,4455.55912,50755.59616,6080.56042,0.0,23163.90742,35091.69474,0.0
198.0,11.0,Maintenance Shop-Small,1960-1979,hrv_enabled,47432.04,923.717954,898.218,0.0,629728.28156,1227.77876,0.0,4455.55912,50755.59616,6080.56042,0.0,23205.57412,35030.58358,2211.11288
199.0,11.0,Maintenance Shop-Small,1960-1979,infil_reduce,45733.98,923.717954,898.218,0.0,364544.73608,1383.33444,0.0,4455.55912,50755.59616,6080.56042,0.0,14202.78914,20844.46112,0.0
200.0,11.0,Maintenance Shop-Small,1960-1979,infil_reduce_plus_setback,50022.33,923.717954,898.218,0.0,314186.36246,1358.33442,0.0,4455.55912,50755.59616,6080.56042,0.0,14855.56744,20705.57212,0.0
201.0,11.0,Maintenance Shop-Small,1960-1979,lights_reduce_70p,23465.05,923.717954,898.218,0.0,662794.97468,652.7783,0.0,4455.55912,35530.58398,6080.56042,0.0,23508.35214,35522.25064,0.0
202.0,11.0,Maintenance Shop-Small,1960-1979,load_reduce,50951.46,923.717954,898.218,0.0,193552.93262,1358.33442,0.0,4455.55912,50755.59616,6080.56042,0.0,14855.56744,20705.57212,0.0
203.0,11.0,Maintenance Shop-Small,1960-1979,occupancy_setback,4288.35,923.717954,898.218,0.0,560889.3376,1036.11194,0.0,4455.55912,50755.59616,6080.56042,0.0,24961.13108,35763.9175,0.0
204.0,11.0,Maintenance Shop-Small,1960-1979,payback_less_than_20,99045.63,923.717954,898.218,0.0,216727.95116,4683.33708,0.0,4455.55912,35530.58398,6080.56042,0.0,16636.12442,16175.01294,0.0
205.0,11.0,Maintenance Shop-Small,1960-1979,plug_loads_90_percent,2479.61,923.717954,898.218,0.0,642344.95832,1094.44532,0.0,4455.55912,50755.59616,6080.56042,0.0,23247.24082,35102.80586,0.0
206.0,11.0,Maintenance Shop-Small,1960-1979,pump_fan_eff_,4384.47,923.717954,898.218,0.0,642142.18038,1125.0009,0.0,4455.55912,50755.59616,6080.56042,0.0,23244.46304,27441.68862,0.0
207.0,12.0,Maintenance Shop-Small,1980-2004,air_temp_reset_enabled,3515.53,923.717954,898.218,0.0,349491.94626,3458.3361,0.0,4455.55912,50755.59616,6080.56042,0.0,13750.011,19902.7937,0.0
208.0,12.0,Maintenance Shop-Small,1980-2004,baseline,0.0,923.717954,898.218,0.0,345153.0539,516.66708,0.0,4455.55912,50755.59616,6080.56042,0.0,13394.45516,19627.79348,0.0
209.0,12.0,Maintenance Shop-Small,1980-2004,boiler_eff_upgrade,32923.3,923.717954,898.218,0.0,342828.05204,988.88968,0.0,4455.55912,50755.59616,6080.56042,0.0,13522.23304,19730.57134,0.0
210.0,12.0,Maintenance Shop-Small,1980-2004,boiler_reset,929.13,923.717954,898.218,0.0,212439.05884,988.88968,0.0,4455.55912,50755.59616,6080.56042,0.0,13522.23304,19730.57134,0.0
211.0,12.0,Maintenance Shop-Small,1980-2004,cooling_cop_3_0,10048.54,923.717954,898.218,0.0,342828.05204,847.2229,0.0,4455.55912,50755.59616,6080.56042,0.0,13522.23304,19730.57134,0.0
212.0,12.0,Maintenance Shop-Small,1980-2004,dcv_enabled,7488.35,923.717954,898.218,0.0,342828.05204,988.88968,0.0,4455.55912,50755.59616,6080.56042,0.0,13522.23304,19730.57134,0.0
213.0,12.0,Maintenance Shop-Small,1980-2004,ecm_cold_deck_reset_control,3515.53,923.717954,898.218,0.0,342161.38484,2547.22426,0.0,4455.55912,50755.59616,6080.56042,0.0,14113.90018,19316.68212,0.0
214.0,12.0,Maintenance Shop-Small,1980-2004,economizers_enabled,1373.79,923.717954,898.218,0.0,343189.16344,858.33402,0.0,4455.55912,50755.59616,6080.56042,0.0,13525.01082,19427.79332,0.0
215.0,12.0,Maintenance Shop-Small,1980-2004,elec_reduce,38549.51,923.717954,898.218,0.0,362533.623359999,427.77812,0.0,4455.55912,35530.58398,6080.56042,0.0,13819.4555,15911.12384,0.0
216.0,12.0,Maintenance Shop-Small,1980-2004,envelope_ecm_roof,133337.86,923.717954,898.218,0.0,326411.37224,947.22298,0.0,4455.55912,50755.59616,6080.56042,0.0,12977.78816,18861.1262,0.0
217.0,12.0,Maintenance Shop-Small,1980-2004,envelope_ecm_wall,257193.2,923.717954,898.218,0.0,332416.9326,1011.11192,0.0,4455.55912,50755.59616,6080.56042,0.0,13161.12164,19152.7931,0.0
218.0,12.0,Maintenance Shop-Small,1980-2004,envelope_ecm_windows,6686.41,923.717954,898.218,0.0,341933.60688,994.44524,0.0,4455.55912,50755.59616,6080.56042,0.0,13511.12192,19686.12686,0.0
219.0,12.0,Maintenance Shop-Small,1980-2004,exhaust_fans_occ_control,732.04,923.717954,898.218,0.0,342828.05204,988.88968,0.0,4455.55912,50755.59616,6080.56042,0.0,13522.23304,19730.57134,0.0
220.0,12.0,Maintenance Shop-Small,1980-2004,fans_to_variable,2628.16,923.717954,898.218,0.0,342886.38542,986.1119,0.0,4455.55912,50755.59616,6080.56042,0.0,13477.78856,19733.34912,0.0
221.0,12.0,Maintenance Shop-Small,1980-2004,hrv_enabled,47432.04,923.717954,898.218,0.0,330350.26428,1141.66758,0.0,4455.55912,50755.59616,6080.56042,0.0,13466.67744,19630.57126,2211.11288
222.0,12.0,Maintenance Shop-Small,1980-2004,infil_reduce,41941.75,923.717954,898.218,0.0,251039.08972,1194.4454,0.0,4455.55912,50755.59616,6080.56042,0.0,10488.89728,14927.78972,0.0
223.0,12.0,Maintenance Shop-Small,1980-2004,infil_reduce_plus_setback,46230.1,923.717954,898.218,0.0,215889.0616,1105.55644,0.0,4455.55912,50755.59616,6080.56042,0.0,10672.23076,14575.01166,0.0
224.0,12.0,Maintenance Shop-Small,1980-2004,lights_reduce_70p,23465.05,923.717954,898.218,0.0,362472.5122,447.22258,0.0,4455.55912,35530.58398,6080.56042,0.0,13816.67772,20333.3496,0.0
225.0,12.0,Maintenance Shop-Small,1980-2004,load_reduce,47159.22,923.717954,898.218,0.0,133813.99594,1105.55644,0.0,4455.55912,50755.59616,6080.56042,0.0,10672.23076,14575.01166,0.0
226.0,12.0,Maintenance Shop-Small,1980-2004,occupancy_setback,4288.35,923.717954,898.218,0.0,296797.45966,880.55626,0.0,4455.55912,50755.59616,6080.56042,0.0,13991.67786,19530.57118,0.0
227.0,12.0,Maintenance Shop-Small,1980-2004,payback_less_than_20,95253.4,923.717954,898.218,0.0,150097.3423,2630.55766,0.0,4455.55912,35530.58398,6080.56042,0.0,11977.78736,11372.23132,0.0
228.0,12.0,Maintenance Shop-Small,1980-2004,plug_loads_90_percent,2479.61,923.717954,898.218,0.0,342864.16318,961.11188,0.0,4455.55912,50755.59616,6080.56042,0.0,13522.23304,19738.90468,0.0
229.0,12.0,Maintenance Shop-Small,1980-2004,pump_fan_eff_,4384.47,923.717954,898.218,0.0,342828.05204,988.88968,0.0,4455.55912,50755.59616,6080.56042,0.0,13522.23304,15430.5679,0.0
230.0,8.0,Maintenance Shop,1959-pre,air_temp_reset_enabled,3515.53,2388.5449741514,2388.54,0.0,1645137.42722,2216.66844,6425.00514,0.0,84158.40066,12063.89854,0.0,100897.30294,85863.95758,0.0
231.0,8.0,Maintenance Shop,1959-pre,baseline,0.0,2388.5449741514,2388.54,0.0,1652142.98838,1130.55646,6427.78292,0.0,84158.40066,12063.89854,0.0,92950.07436,85244.51264,0.0
232.0,8.0,Maintenance Shop,1959-pre,boiler_eff_upgrade,65332.04,2388.5449741514,2388.54,0.0,1647884.65164,1258.33434,6427.78292,0.0,84158.40066,12063.89854,0.0,93130.63006,85863.95758,0.0
233.0,8.0,Maintenance Shop,1959-pre,boiler_reset,929.13,2388.5449741514,2388.54,0.0,1039209.1647,1258.33434,6427.78292,0.0,84158.40066,12063.89854,0.0,93130.63006,85863.95758,0.0
234.0,8.0,Maintenance Shop,1959-pre,cooling_cop_3_0,4939.81,2388.5449741514,2388.54,0.0,1647884.65164,897.22294,6427.78292,0.0,84158.40066,12063.89854,0.0,93130.63006,85863.95758,0.0
235.0,8.0,Maintenance Shop,1959-pre,dcv_enabled,9152.43,2388.5449741514,2388.54,0.0,1264956.56752,1369.44554,6425.00514,0.0,84158.40066,12063.89854,0.0,92566.74072,85861.1798,0.0
236.0,8.0,Maintenance Shop,1959-pre,ecm_cold_deck_reset_control,3515.53,2388.5449741514,2388.54,0.0,1649037.43034,1927.77932,6427.78292,0.0,84158.40066,12063.89854,0.0,93075.07446,85863.95758,0.0
237.0,8.0,Maintenance Shop,1959-pre,economizers_enabled,1172.82,2388.5449741514,2388.54,0.0,1648170.76298,950.00076,6427.78292,0.0,84158.40066,12063.89854,0.0,93136.18562,85863.95758,0.0
238.0,8.0,Maintenance Shop,1959-pre,elec_reduce,63743.69,2388.5449741514,2388.54,0.0,1296337.14818,1163.88982,6425.00514,0.0,58911.15824,12063.89854,0.0,88838.95996,66941.72022,0.0
239.0,8.0,Maintenance Shop,1959-pre,envelope_ecm_roof,257973.79,2388.5449741514,2388.54,0.0,1558223.4688,1247.22322,6427.78292,0.0,84158.40066,12063.89854,0.0,87552.84782,80547.28666,0.0
240.0,8.0,Maintenance Shop,1959-pre,envelope_ecm_wall,500845.63,2388.5449741514,2388.54,0.0,1463592.83754,1269.44546,6427.78292,0.0,84158.40066,12063.89854,0.0,82591.73274,75311.17136,0.0
241.0,8.0,Maintenance Shop,1959-pre,envelope_ecm_windows,72702.91,2388.5449741514,2388.54,0.0,1636040.19772,1333.3344,6427.78292,0.0,84158.40066,12063.89854,0.0,92925.0743399999,85511.17952,0.0
242.0,8.0,Maintenance Shop,1959-pre,exhaust_fans_occ_control,2195.15,2388.5449741514,2388.54,0.0,1645945.7612,1258.33434,6427.78292,0.0,84158.40066,12063.89854,0.0,90569.5169,85863.95758,0.0
243.0,8.0,Maintenance Shop,1959-pre,fans_to_variable,1179.61,2388.5449741514,2388.54,0.0,1649081.87482,1255.55656,6427.78292,0.0,84158.40066,12063.89854,0.0,92408.40726,85863.95758,0.0
244.0,8.0,Maintenance Shop,1959-pre,hrv_enabled,134183.5,2388.5449741514,2388.54,0.0,1424548.36186,1525.00122,6427.78292,0.0,84158.40066,12063.89854,0.0,92538.96292,85863.95758,26280.57658
245.0,8.0,Maintenance Shop,1959-pre,infil_reduce,71863.11,2388.5449741514,2388.54,0.0,1058589.73576,1433.33448,6425.00514,0.0,84158.40066,12063.89854,0.0,60202.82594,54836.15498,0.0
246.0,8.0,Maintenance Shop,1959-pre,infil_reduce_plus_setback,77103.88,2388.5449741514,2388.54,0.0,925031.29558,825.00066,6425.00514,0.0,84158.40066,12063.89854,0.0,67069.4981,61172.27116,0.0
247.0,8.0,Maintenance Shop,1959-pre,lights_reduce_70p,44253.4,2388.5449741514,2388.54,0.0,1682054.12342,1080.55642,6427.78292,0.0,58911.15824,12063.89854,0.0,92486.1851,85588.95736,0.0
248.0,8.0,Maintenance Shop,1959-pre,load_reduce,78033.01,2388.5449741514,2388.54,0.0,578792.1297,825.00066,6425.00514,0.0,84158.40066,12063.89854,0.0,67069.4981,61172.27116,0.0
249.0,8.0,Maintenance Shop,1959-pre,occupancy_setback,5240.78,2388.5449741514,2388.54,0.0,1443342.82134,711.11168,6427.78292,0.0,84158.40066,12063.89854,0.0,105458.4177,96063.96574,0.0
250.0,8.0,Maintenance Shop,1959-pre,payback_less_than_20,155592.23,2388.5449741514,2388.54,0.0,403250.3226,2113.89058,6425.00514,0.0,58911.15824,12063.89854,0.0,62105.60524,46369.48154,0.0
251.0,8.0,Maintenance Shop,1959-pre,plug_loads_90_percent,3030.1,2388.5449741514,2388.54,0.0,1649054.09702,1238.88988,6427.78292,0.0,84158.40066,12063.89854,0.0,93044.51888,85872.29092,0.0
252.0,8.0,Maintenance Shop,1959-pre,pump_fan_eff_,5112.62,2388.5449741514,2388.54,0.0,1647884.65164,1258.33434,6427.78292,0.0,84158.40066,12063.89854,0.0,93130.63006,67155.60928,0.0
253.0,9.0,Maintenance Shop,1980-2004,air_temp_reset_enabled,3515.53,2388.5449741514,2388.54,0.0,987578.56784,1866.66816,6425.00514,0.0,84158.40066,12063.89854,0.0,55083.3774,48283.37196,0.0
254.0,9.0,Maintenance Shop,1980-2004,baseline,0.0,2388.5449741514,2388.54,0.0,959995.21244,1044.44528,6425.00514,0.0,84158.40066,12063.89854,0.0,52863.93118,47638.927,0.0
255.0,9.0,Maintenance Shop,1980-2004,boiler_eff_upgrade,32923.3,2388.5449741514,2388.54,0.0,959128.54508,1166.6676,6425.00514,0.0,84158.40066,12063.89854,0.0,53527.8206,48283.37196,0.0
256.0,9.0,Maintenance Shop,1980-2004,boiler_reset,929.13,2388.5449741514,2388.54,0.0,611811.60056,1166.6676,6425.00514,0.0,84158.40066,12063.89854,0.0,53527.8206,48283.37196,0.0
257.0,9.0,Maintenance Shop,1980-2004,cooling_cop_3_0,4939.81,2388.5449741514,2388.54,0.0,959128.54508,1000.0008,6425.00514,0.0,84158.40066,12063.89854,0.0,53527.8206,48283.37196,0.0
