sim_annual_output_index,baseline_id,building_name ,vintage_name ,measure_id ,Simulation Total Capitol Costs $,Total Floor Area M2,Conditioned Floor Area M2,Electricity-Heating KWh,Natural Gas-Heating KWh,Electricity-Cooling KWh,Electricity-Water Systems KWh,Natural Gas-Water Systems KWh,Electricity-Interior Lighting KWh,Electricity-Interior Equipment KWh,District Heating-Interior Equipment KWh,Electricity-Fans KWh,Electricity-Pumps KWh,Electricity-Heat Recovery KWh
16.0,1.0,Barracks,1959-pre,infil_reduce_plus_setback,189926.21,5495.7245916,3894.8,0.0,346969.72202,12811.12136,0.0,168544.57928,78836.17418,21772.23964,0.0,25730.57614,12483.34332,0.0
17.0,1.0,Barracks,1959-pre,lights_reduce_70p,89577.67,5495.7245916,3894.8,0.0,680856.10024,6200.00496,0.0,168547.35706,55183.37748,21772.23964,0.0,43975.03518,30575.02446,0.0
18.0,1.0,Barracks,1959-pre,load_reduce,190855.34,5495.7245916,3894.8,0.0,246394.64156,12811.12136,0.0,168544.57928,78836.17418,21772.23964,0.0,25730.57614,691.66722,0.0
19.0,1.0,Barracks,1959-pre,occupancy_setback,35733.98,5495.7245916,3894.8,0.0,697303.33562,8808.34038,0.0,168547.35706,78836.17418,21772.23964,0.0,37466.69664,26033.35416,0.0
20.0,1.0,Barracks,1959-pre,payback_less_than_20,386016.5,5495.7245916,3894.8,0.0,257975.20638,16988.90248,0.0,168541.8015,55183.37748,21772.23964,0.0,25858.35402,611.1116,0.0
21.0,1.0,Barracks,1959-pre,plug_loads_90_percent,20661.17,5495.7245916,3894.8,0.0,651650.52132,8033.33976,0.0,168547.35706,78836.17418,21772.23964,0.0,44938.92484,30536.13554,0.0
22.0,1.0,Barracks,1959-pre,pump_fan_eff_,9902.91,5495.7245916,3894.8,0.0,650750.5206,8158.33986,0.0,168547.35706,78836.17418,21772.23964,0.0,44933.36928,23861.1302,0.0
23.0,2.0,Fire Hall,1959-pre,air_temp_reset_enabled,2679.61,911.733533071535,911.734,0.0,474355.93504,6308.33838,21566.68392,0.0,84050.06724,24133.35264,0.0,36722.2515999999,12633.34344,0.0
24.0,2.0,Fire Hall,1959-pre,baseline,0.0,911.733533071535,911.734,0.0,489444.836,1347.2233,21566.68392,0.0,84050.06724,24133.35264,0.0,36811.14056,14077.78904,0.0
25.0,2.0,Fire Hall,1959-pre,boiler_eff_upgrade,32923.3,911.733533071535,911.734,0.0,483664.27582,1400.00112,21566.68392,0.0,84050.06724,24133.35264,0.0,36697.25158,14016.67788,0.0
26.0,2.0,Fire Hall,1959-pre,boiler_reset,929.13,911.733533071535,911.734,0.0,354739.17268,1400.00112,21566.68392,0.0,84050.06724,24133.35264,0.0,36697.25158,14016.67788,0.0
27.0,2.0,Fire Hall,1959-pre,cooling_cop_3_0,9825.24,911.733533071535,911.734,0.0,483664.27582,1000.0008,21566.68392,0.0,84050.06724,24133.35264,0.0,36697.25158,14016.67788,0.0
28.0,2.0,Fire Hall,1959-pre,dcv_enabled,8415.53,911.733533071535,911.734,0.0,483664.27582,1400.00112,21566.68392,0.0,84050.06724,24133.35264,0.0,36697.25158,14016.67788,0.0
29.0,2.0,Fire Hall,1959-pre,ecm_cold_deck_reset_control,3515.53,911.733533071535,911.734,0.0,430644.78896,4144.44776,21566.68392,0.0,84050.06724,24133.35264,0.0,36722.2515999999,12355.56544,0.0
30.0,2.0,Fire Hall,1959-pre,economizers_enabled,1071.84,911.733533071535,911.734,0.0,484342.05414,1338.88996,21566.68392,0.0,84050.06724,24133.35264,0.0,36697.25158,13405.56628,0.0
31.0,2.0,Fire Hall,1959-pre,elec_reduce,34528.16,911.733533071535,911.734,0.0,513030.96598,941.66742,21566.68392,0.0,58833.3804,24133.35264,0.0,37077.80744,11177.78672,0.0
32.0,2.0,Fire Hall,1959-pre,envelope_ecm_roof,173732.04,911.733533071535,911.734,0.0,476569.8257,1361.1122,21566.68392,0.0,84050.06724,24133.35264,0.0,36416.6958,13844.45552,0.0
33.0,2.0,Fire Hall,1959-pre,envelope_ecm_wall,271844.66,911.733533071535,911.734,0.0,471578.15504,1402.7789,21566.68392,0.0,84050.06724,24133.35264,0.0,36191.69562,13663.89982,0.0
34.0,2.0,Fire Hall,1959-pre,envelope_ecm_windows,59461.17,911.733533071535,911.734,0.0,474286.49054,1427.77892,21566.68392,0.0,84050.06724,24133.35264,0.0,36322.25128,13713.89986,0.0
35.0,2.0,Fire Hall,1959-pre,fans_to_variable,1056.31,911.733533071535,911.734,0.0,483794.83148,1394.44556,21566.68392,0.0,84050.06724,24133.35264,0.0,36586.14038,14019.45566,0.0
36.0,2.0,Fire Hall,1959-pre,hrv_enabled,70786.41,911.733533071535,911.734,0.0,420011.44712,2388.8908,21566.68392,0.0,84050.06724,24133.35264,0.0,36683.36268,13366.67736,4380.55906
37.0,2.0,Fire Hall,1959-pre,infil_reduce,65454.37,911.733533071535,911.734,0.0,219483.50892,2461.11308,21566.68392,0.0,84050.06724,24133.35264,0.0,26547.24346,7250.0058,0.0
38.0,2.0,Fire Hall,1959-pre,infil_reduce_plus_setback,70372.82,911.733533071535,911.734,0.0,260089.09696,2569.4465,21566.68392,0.0,84050.06724,24133.35264,0.0,28100.02248,7780.56178,0.0
39.0,2.0,Fire Hall,1959-pre,lights_reduce_70p,15305.83,911.733533071535,911.734,0.0,512717.07684,930.5563,21566.68392,0.0,58833.3804,24133.35264,0.0,37058.36298,14291.6781,0.0
40.0,2.0,Fire Hall,1959-pre,load_reduce,71301.94,911.733533071535,911.734,0.0,188861.2622,2569.4465,21566.68392,0.0,84050.06724,24133.35264,0.0,28100.02248,7780.56178,0.0
41.0,2.0,Fire Hall,1959-pre,occupancy_setback,4918.45,911.733533071535,911.734,0.0,563394.89516,1725.00138,21566.68392,0.0,84050.06724,24133.35264,0.0,40458.3657,15338.90116,0.0
42.0,2.0,Fire Hall,1959-pre,payback_less_than_20,120900.97,911.733533071535,911.734,0.0,168547.35706,2911.11344,21566.68392,0.0,58833.3804,24133.35264,0.0,28569.4673,5525.00442,0.0
43.0,2.0,Fire Hall,1959-pre,plug_loads_90_percent,2669.9,911.733533071535,911.734,0.0,483978.16496,1413.89002,21566.68392,0.0,84050.06724,24133.35264,0.0,36713.91826,14016.67788,0.0
44.0,2.0,Fire Hall,1959-pre,pump_fan_eff_,5941.75,911.733533071535,911.734,0.0,483664.27582,1400.00112,21566.68392,0.0,84050.06724,24133.35264,0.0,36697.25158,10963.89766,0.0
45.0,3.0,Food Service,1959-pre,air_temp_reset_enabled,14063.11,2693.60503738445,2210.07,0.0,1760948.63098,27791.6889,146555.6728,0.0,217955.72992,33694.4714,0.0,95752.85438,39475.03158,0.0
46.0,3.0,Food Service,1959-pre,baseline,0.0,2693.60503738445,2210.07,0.0,1677520.78646,8136.11762,146561.22836,0.0,217955.72992,33694.4714,0.0,95433.40968,38436.14186,0.0
47.0,3.0,Food Service,1959-pre,boiler_eff_upgrade,65332.04,2693.60503738445,2210.07,0.0,1653040.21132,11319.4535,146558.45058,0.0,217955.72992,33694.4714,0.0,95819.5211,39030.58678,0.0
48.0,3.0,Food Service,1959-pre,boiler_reset,929.13,2693.60503738445,2210.07,0.0,1327234.39512,11319.4535,146558.45058,0.0,217955.72992,33694.4714,0.0,95819.5211,2083.335,0.0
49.0,3.0,Food Service,1959-pre,cooling_cop_3_0,19757.28,2693.60503738445,2210.07,0.0,1653040.21132,8086.11758,146558.45058,0.0,217955.72992,33694.4714,0.0,95819.5211,39030.58678,0.0
50.0,3.0,Food Service,1959-pre,dcv_enabled,7488.35,2693.60503738445,2210.07,0.0,1154262.03452,16955.56912,146558.45058,0.0,217955.72992,33694.4714,0.0,95827.85444,38194.475,0.0
51.0,3.0,Food Service,1959-pre,ecm_cold_deck_reset_control,14063.11,2693.60503738445,2210.07,0.0,1597920.72278,15061.12316,146552.89502,0.0,217955.72992,33694.4714,0.0,96058.41018,38655.58648,0.0
52.0,3.0,Food Service,1959-pre,economizers_enabled,4689.32,2693.60503738445,2210.07,0.0,1653045.76688,10280.56378,146558.45058,0.0,217955.72992,33694.4714,0.0,95819.5211,38983.36452,0.0
53.0,3.0,Food Service,1959-pre,elec_reduce,135295.15,2693.60503738445,2210.07,0.0,1231556.5408,10919.45318,146561.22836,0.0,152569.5665,33694.4714,0.0,63572.27308,30116.69076,0.0
54.0,3.0,Food Service,1959-pre,envelope_ecm_roof,445117.48,2693.60503738445,2210.07,0.0,1593265.1635,11077.78664,146558.45058,0.0,217955.72992,33694.4714,0.0,93672.29716,37369.47434,0.0
55.0,3.0,Food Service,1959-pre,envelope_ecm_wall,407709.71,2693.60503738445,2210.07,0.0,1628451.30276,11361.1202,146558.45058,0.0,217955.72992,33694.4714,0.0,94847.2981,38213.91946,0.0
56.0,3.0,Food Service,1959-pre,envelope_ecm_windows,269689.32,2693.60503738445,2210.07,0.0,1593704.05274,11416.6758,146558.45058,0.0,217955.72992,33694.4714,0.0,93869.51954,37558.36338,0.0
57.0,3.0,Food Service,1959-pre,exhaust_fans_occ_control,6586.41,2693.60503738445,2210.07,0.0,1653034.65576,11319.4535,146558.45058,0.0,217955.72992,33694.4714,0.0,63300.05064,39025.03122,0.0
58.0,3.0,Food Service,1959-pre,fans_to_variable,4038.83,2693.60503738445,2210.07,0.0,1653715.21186,11294.45348,146558.45058,0.0,217955.72992,33694.4714,0.0,95300.07624,39030.58678,0.0
59.0,3.0,Food Service,1959-pre,hrv_enabled,287379.61,2693.60503738445,2210.07,0.0,1037595.27452,17136.12482,146558.45058,0.0,217955.72992,33694.4714,0.0,95813.96554,37580.58562,17519.45846
60.0,3.0,Food Service,1959-pre,infil_reduce,81355.34,2693.60503738445,2210.07,0.0,923961.85028,14519.45606,146555.6728,0.0,217955.72992,33694.4714,0.0,78836.17418,22944.4628,0.0
61.0,3.0,Food Service,1959-pre,infil_reduce_plus_setback,85643.69,2693.60503738445,2210.07,0.0,841017.33948,6800.00544,146555.6728,0.0,217955.72992,33694.4714,0.0,79361.1746,22438.90684,0.0
62.0,3.0,Food Service,1959-pre,lights_reduce_70p,108414.56,2693.60503738445,2210.07,0.0,1734084.7206,7588.89496,146561.22836,0.0,152569.5665,33694.4714,0.0,96050.07684,39438.92044,0.0
63.0,3.0,Food Service,1959-pre,load_reduce,86572.82,2693.60503738445,2210.07,0.0,661692.19602,6800.00544,146555.6728,0.0,217955.72992,33694.4714,0.0,79361.1746,1213.88986,0.0
64.0,3.0,Food Service,1959-pre,occupancy_setback,4288.35,2693.60503738445,2210.07,0.0,1547387.34902,4888.8928,146558.45058,0.0,217955.72992,33694.4714,0.0,104436.19466,41438.92204,0.0
65.0,3.0,Food Service,1959-pre,payback_less_than_20,251509.71,2693.60503738445,2210.07,0.0,406655.88088,20263.9051,146552.89502,0.0,152569.5665,33694.4714,0.0,41863.92238,491.66706,0.0
66.0,3.0,Food Service,1959-pre,plug_loads_90_percent,2479.61,2693.60503738445,2210.07,0.0,1654851.32388,11122.23112,146558.45058,0.0,217955.72992,33694.4714,0.0,95847.2989,38933.36448,0.0
67.0,3.0,Food Service,1959-pre,pump_fan_eff_,10326.21,2693.60503738445,2210.07,0.0,1653040.21132,11319.4535,146558.45058,0.0,217955.72992,33694.4714,0.0,95819.5211,30525.02442,0.0
68.0,4.0,Food Service,2005-2014,air_temp_reset_enabled,14063.11,2693.60503738445,2210.07,0.0,1108434.22008,14727.78956,146552.89502,0.0,217955.72992,33694.4714,0.0,76180.6165,24583.353,0.0
69.0,4.0,Food Service,2005-2014,baseline,0.0,2693.60503738445,2210.07,0.0,884311.81856,5825.00466,146555.6728,0.0,217955.72992,33694.4714,0.0,69336.16658,18133.34784,0.0
70.0,4.0,Food Service,2005-2014,boiler_eff_upgrade,32923.3,2693.60503738445,2210.07,0.0,892445.1584,10363.89718,146555.6728,0.0,217955.72992,33694.4714,0.0,76313.94994,22208.3511,0.0
71.0,4.0,Food Service,2005-2014,boiler_reset,929.13,2693.60503738445,2210.07,0.0,698803.33682,10363.89718,146555.6728,0.0,217955.72992,33694.4714,0.0,76313.94994,1308.33438,0.0
72.0,4.0,Food Service,2005-2014,cooling_cop_3_0,19757.28,2693.60503738445,2210.07,0.0,892445.1584,10363.89718,146555.6728,0.0,217955.72992,33694.4714,0.0,76313.94994,22208.3511,0.0
73.0,4.0,Food Service,2005-2014,dcv_enabled,7488.35,2693.60503738445,2210.07,0.0,419939.22484,18902.7929,146555.6728,0.0,217955.72992,33694.4714,0.0,76319.5055,19575.01566,0.0
74.0,4.0,Food Service,2005-2014,ecm_cold_deck_reset_control,14063.11,2693.60503738445,2210.07,0.0,877709.0355,11036.11994,146552.89502,0.0,217955.72992,33694.4714,0.0,76338.94996,22352.79566,0.0
75.0,4.0,Food Service,2005-2014,economizers_enabled,4689.32,2693.60503738445,2210.07,0.0,892461.82508,8755.56256,146555.6728,0.0,217955.72992,33694.4714,0.0,76313.94994,22177.79552,0.0
76.0,4.0,Food Service,2005-2014,elec_reduce,135295.15,2693.60503738445,2210.07,0.0,448155.91408,12361.121,146555.6728,0.0,152569.5665,33694.4714,0.0,38030.58598,14102.78906,0.0
77.0,4.0,Food Service,2005-2014,envelope_ecm_roof,0.0,2693.60503738445,2210.07,0.0,853025.68242,10358.34162,146555.6728,0.0,217955.72992,33694.4714,0.0,75466.72704,21216.68364,0.0
78.0,4.0,Food Service,2005-2014,envelope_ecm_wall,0.0,2693.60503738445,2210.07,0.0,884161.81844,10391.67498,146555.6728,0.0,217955.72992,33694.4714,0.0,76294.50548,22011.12872,0.0
79.0,4.0,Food Service,2005-2014,envelope_ecm_windows,269689.32,2693.60503738445,2210.07,0.0,864628.46948,10666.6752,146555.6728,0.0,217955.72992,33694.4714,0.0,76352.83886,21811.12856,0.0
80.0,4.0,Food Service,2005-2014,exhaust_fans_occ_control,6586.41,2693.60503738445,2210.07,0.0,892442.38062,10363.89718,146555.6728,0.0,217955.72992,33694.4714,0.0,43794.47948,22208.3511,0.0
81.0,4.0,Food Service,2005-2014,fans_to_variable,4038.83,2693.60503738445,2210.07,0.0,892845.15872,10350.00828,146555.6728,0.0,217955.72992,33694.4714,0.0,75986.1719,22211.12888,0.0
82.0,4.0,Food Service,2005-2014,hrv_enabled,287379.61,2693.60503738445,2210.07,0.0,298155.79408,20247.23842,146555.6728,0.0,217955.72992,33694.4714,0.0,76300.06104,19222.2376,17516.68068
83.0,4.0,Food Service,2005-2014,lights_reduce_70p,108414.56,2693.60503738445,2210.07,0.0,916467.39984,6541.6719,146555.6728,0.0,152569.5665,33694.4714,0.0,70522.27864,19819.4603,0.0
84.0,4.0,Food Service,2005-2014,load_reduce,5217.48,2693.60503738445,2210.07,0.0,625750.5006,4897.22614,146555.6728,0.0,217955.72992,33694.4714,0.0,76380.61666,1175.00094,0.0
85.0,4.0,Food Service,2005-2014,occupancy_setback,4288.35,2693.60503738445,2210.07,0.0,799420.08398,4897.22614,146555.6728,0.0,217955.72992,33694.4714,0.0,76380.61666,21825.01746,0.0
86.0,4.0,Food Service,2005-2014,payback_less_than_20,170154.37,2693.60503738445,2210.07,0.0,372208.6311,14491.67826,146552.89502,0.0,152569.5665,33694.4714,0.0,39080.58682,475.00038,0.0
87.0,4.0,Food Service,2005-2014,plug_loads_90_percent,2479.61,2693.60503738445,2210.07,0.0,892034.04696,10141.67478,146555.6728,0.0,217955.72992,33694.4714,0.0,76294.50548,22191.68442,0.0
88.0,4.0,Food Service,2005-2014,pump_fan_eff_,10326.21,2693.60503738445,2210.07,0.0,892445.1584,10363.89718,146555.6728,0.0,217955.72992,33694.4714,0.0,76313.94994,17369.45834,0.0
89.0,5.0,Hangar,1959-pre,air_temp_reset_enabled,7032.04,6276.57984849578,6146.53,0.0,2810866.13758,29638.9126,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,63533.38416,0.0
90.0,5.0,Hangar,1959-pre,baseline,0.0,6276.57984849578,6146.53,0.0,2787785.56356,2172.22396,0.0,35836.13978,350853.05846,39044.47568,0.0,64925.05194,55930.6003,0.0
91.0,5.0,Hangar,1959-pre,boiler_eff_upgrade,169937.86,6276.57984849578,6146.53,0.0,2765213.32328,2700.00216,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,55916.7114,0.0
92.0,5.0,Hangar,1959-pre,boiler_reset,929.13,6276.57984849578,6146.53,0.0,2280968.49144,2700.00216,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,2386.11302,0.0
93.0,5.0,Hangar,1959-pre,cooling_cop_3_0,16104.85,6276.57984849578,6146.53,0.0,2765213.32328,1927.77932,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,55916.7114,0.0
94.0,5.0,Hangar,1959-pre,dcv_enabled,64066.99,6276.57984849578,6146.53,0.0,2374085.2326,3327.78044,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,54458.3769,0.0
95.0,5.0,Hangar,1959-pre,ecm_cold_deck_reset_control,7032.04,6276.57984849578,6146.53,0.0,2719763.28692,14191.67802,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,55797.26686,0.0
96.0,5.0,Hangar,1959-pre,economizers_enabled,2747.57,6276.57984849578,6146.53,0.0,2765263.32332,2619.44654,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,55902.8225,0.0
97.0,5.0,Hangar,1959-pre,elec_reduce,225412.62,6276.57984849578,6146.53,0.0,2478210.3159,2147.22394,0.0,35836.13978,245597.4187,39044.47568,0.0,60030.60358,43475.03478,0.0
98.0,5.0,Hangar,1959-pre,envelope_ecm_roof,1116538.83,6276.57984849578,6146.53,0.0,2569113.1664,2425.00194,0.0,35836.13978,350853.05846,39044.47568,0.0,61880.60506,52466.70864,0.0
99.0,5.0,Hangar,1959-pre,envelope_ecm_wall,895777.67,6276.57984849578,6146.53,0.0,2654668.7904,2541.6687,0.0,35836.13978,350853.05846,39044.47568,0.0,60925.04874,51569.4857,0.0
100.0,5.0,Hangar,1959-pre,envelope_ecm_windows,187541.75,6276.57984849578,6146.53,0.0,2734493.85426,2644.44656,0.0,35836.13978,350853.05846,39044.47568,0.0,63944.4956,54552.82142,0.0
101.0,5.0,Hangar,1959-pre,exhaust_fans_occ_control,3659.22,6276.57984849578,6146.53,0.0,2765202.21216,2708.3355,0.0,35836.13978,350853.05846,39044.47568,0.0,59875.0479,55916.7114,0.0
102.0,5.0,Hangar,1959-pre,fans_to_variable,2189.32,6276.57984849578,6146.53,0.0,2766113.324,2686.11326,0.0,35836.13978,350853.05846,39044.47568,0.0,64597.2739,55919.48918,0.0
103.0,5.0,Hangar,1959-pre,hrv_enabled,181615.53,6276.57984849578,6146.53,0.0,2441946.398,3805.5586,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,54419.48798,8761.11812
104.0,5.0,Hangar,1959-pre,infil_reduce,93958.25,6276.57984849578,6146.53,0.0,1596437.38826,2900.00232,0.0,35836.13978,350853.05846,39044.47568,0.0,44075.03526,33336.13778,0.0
105.0,5.0,Hangar,1959-pre,infil_reduce_plus_setback,130645.63,6276.57984849578,6146.53,0.0,1380506.65996,1786.11254,0.0,35836.13978,350853.05846,39044.47568,0.0,37830.58582,26397.24334,0.0
106.0,5.0,Hangar,1959-pre,lights_reduce_70p,129818.45,6276.57984849578,6146.53,0.0,2868477.29478,1761.11252,0.0,35836.13978,245597.4187,39044.47568,0.0,65311.16336,56852.82326,0.0
107.0,5.0,Hangar,1959-pre,load_reduce,131574.76,6276.57984849578,6146.53,0.0,1121112.008,1786.11254,0.0,35836.13978,350853.05846,39044.47568,0.0,37830.58582,1783.33476,0.0
108.0,5.0,Hangar,1959-pre,occupancy_setback,36687.38,6276.57984849578,6146.53,0.0,2445082.51162,1466.66784,0.0,35836.13978,350853.05846,39044.47568,0.0,55150.04412,45500.0364,0.0
109.0,5.0,Hangar,1959-pre,payback_less_than_20,396174.76,6276.57984849578,6146.53,0.0,947200.75776,11636.12042,0.0,35836.13978,245597.4187,39044.47568,0.0,32669.47058,680.5561,0.0
110.0,5.0,Hangar,1959-pre,plug_loads_90_percent,21212.62,6276.57984849578,6146.53,0.0,2766066.10174,2638.891,0.0,35836.13978,350853.05846,39044.47568,0.0,65219.49662,55952.82254,0.0
111.0,5.0,Hangar,1959-pre,pumps_to_variable,3425.24,6276.57984849578,6146.53,0.0,2765213.32328,2700.00216,0.0,35936.13986,350853.05846,39044.47568,0.0,65186.16326,55816.71132,0.0
112.0,5.0,Hangar,1959-pre,pump_fan_eff_,6655.34,6276.57984849578,6146.53,0.0,2765213.32328,2700.00216,0.0,35836.13978,350853.05846,39044.47568,0.0,65186.16326,43733.36832,0.0
113.0,6.0,Hangar,1960-1979,air_temp_reset_enabled,7032.04,6276.57984849578,6146.53,0.0,2717154.9515,27986.1335,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,59686.15886,0.0
114.0,6.0,Hangar,1960-1979,baseline,0.0,6276.57984849578,6146.53,0.0,2706629.94308,1758.33474,0.0,35836.13978,350853.05846,39044.47568,0.0,61605.60484,52755.59776,0.0
115.0,6.0,Hangar,1960-1979,boiler_eff_upgrade,169937.86,6276.57984849578,6146.53,0.0,2676379.91888,2269.44626,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,52694.4866,0.0
116.0,6.0,Hangar,1960-1979,boiler_reset,929.13,6276.57984849578,6146.53,0.0,2213046.21488,2269.44626,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,2319.4463,0.0
117.0,6.0,Hangar,1960-1979,cooling_cop_3_0,16104.85,6276.57984849578,6146.53,0.0,2676379.91888,1619.44574,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,52694.4866,0.0
118.0,6.0,Hangar,1960-1979,dcv_enabled,64066.99,6276.57984849578,6146.53,0.0,2286535.16256,2750.0022,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,51308.37438,0.0
119.0,6.0,Hangar,1960-1979,ecm_cold_deck_reset_control,7032.04,6276.57984849578,6146.53,0.0,2628588.21398,13294.45508,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,52555.5976,0.0
120.0,6.0,Hangar,1960-1979,economizers_enabled,2747.57,6276.57984849578,6146.53,0.0,2676427.14114,2197.22398,0.0,35836.13978,350853.05846,39044.47568,0.0,61836.16058,52666.7088,0.0
121.0,6.0,Hangar,1960-1979,elec_reduce,225412.62,6276.57984849578,6146.53,0.0,2388668.5776,1694.4458,0.0,35836.13978,245597.4187,39044.47568,0.0,56683.37868,40972.255,0.0
122.0,6.0,Hangar,1960-1979,envelope_ecm_roof,1208261.17,6276.57984849578,6146.53,0.0,2433260.27994,1944.446,0.0,35836.13978,350853.05846,39044.47568,0.0,57644.49056,48350.03868,0.0
123.0,6.0,Hangar,1960-1979,envelope_ecm_wall,895777.67,6276.57984849578,6146.53,0.0,2613604.86866,2211.11288,0.0,35836.13978,350853.05846,39044.47568,0.0,59338.93636,50180.5957,0.0
124.0,6.0,Hangar,1960-1979,envelope_ecm_windows,187541.75,6276.57984849578,6146.53,0.0,2645999.33902,2208.3351,0.0,35836.13978,350853.05846,39044.47568,0.0,60600.04848,51363.92998,0.0
125.0,6.0,Hangar,1960-1979,exhaust_fans_occ_control,3659.22,6276.57984849578,6146.53,0.0,2676368.80776,2275.00182,0.0,35836.13978,350853.05846,39044.47568,0.0,56525.04522,52694.4866,0.0
126.0,6.0,Hangar,1960-1979,fans_to_variable,2189.32,6276.57984849578,6146.53,0.0,2677221.58622,2258.33514,0.0,35836.13978,350853.05846,39044.47568,0.0,61280.60458,52705.59772,0.0
127.0,6.0,Hangar,1960-1979,hrv_enabled,181615.53,6276.57984849578,6146.53,0.0,2354624.10592,3255.55816,0.0,35838.91756,350853.05846,39044.47568,0.0,61836.16058,51322.26328,8761.11812
128.0,6.0,Hangar,1960-1979,infil_reduce,93958.25,6276.57984849578,6146.53,0.0,1622087.40878,2302.77962,0.0,35836.13978,350853.05846,39044.47568,0.0,42772.25644,32419.47038,0.0
129.0,6.0,Hangar,1960-1979,infil_reduce_plus_setback,130645.63,6276.57984849578,6146.53,0.0,1387317.77652,1444.4456,0.0,35836.13978,350853.05846,39044.47568,0.0,36613.91818,25458.3537,0.0
