id,building_type,space_type,lighting_space_type_name,ventilation_space_type_name
56,Office,WholeBuilding - Sm Office,bam_office,office_buildings_office_space
57,Office,WholeBuilding - Md Office,bam_office,office_buildings_office_space
58,Office,WholeBuilding - Lg Office,bam_office,office_buildings_office_space
59,Office,WholeBuilding - Lg Office-basement,bam_office,office_buildings_office_space
60,Office,Attic,,
61,Office,General,bam_office,office_buildings_office_space
62,Office,Vending,corridor_general,general_conference_corridors
63,Office,Storage,storage_ all_other_small,office_buildings_occupiable_storage_rooms
64,Office,Stair,stairway,general_conference_corridors
65,Office,Restroom,restroom_visually_impaired,general_conference_corridors
66,Office,PrintRoom,office_enclosed_small,general_conference_corridors
67,Office,OpenOffice,office_open,office_buildings_office_space
68,Office,Lobby,lobby_general,public_assembly_spaces_lobbies
69,Office,IT_Room,office_enclosed_small,general_conference_corridors
70,Office,Elec/MechRoom,electrical_mechanical,general_conference_corridors
71,Office,Corridor,corridor_general,general_conference_corridors
72,Office,Conference,conference_meeting_multipurpose,general_conference_meeting
73,Office,ClosedOffice,office_enclosed_small,office_buildings_office_space
74,Office,BreakRoom,lounge_breakroom_general,office_buildings_reception_areas
75,Office,Elevator Lobby,lobby_general,public_assembly_spaces_lobbies
76,Office,Elevator Machine Room,electrical_mechanical,general_conference_corridors
77,Office,Main Electrical,electrical_mechanical,general_conference_corridors
78,Office,Main Mechanical,electrical_mechanical,general_conference_corridors
79,Office,Dining,dining_general,food_beverage_service_cafeteria_fast_food_dining
80,Office,Classroom,classroom_lecture_training_general,educational_facilities_lecture_classroom
81,Office,MediumOffice - Storage,storage_ all_other_small,office_buildings_occupiable_storage_rooms
82,Office,MediumOffice - Stair,stairway,general_conference_corridors
83,Office,MediumOffice - Restroom,restroom_visually_impaired,general_conference_corridors
84,Office,MediumOffice - OpenOffice,office_open,office_buildings_office_space
85,Office,MediumOffice - Lobby,lobby_general,public_assembly_spaces_lobbies
86,Office,MediumOffice - Elec/MechRoom,electrical_mechanical,general_conference_corridors
87,Office,MediumOffice - Corridor,corridor_general,general_conference_corridors
88,Office,MediumOffice - Conference,conference_meeting_multipurpose,general_conference_meeting
89,Office,MediumOffice - ClosedOffice,office_enclosed_small,office_buildings_office_space
90,Office,MediumOffice - Breakroom,lounge_breakroom_general,office_buildings_reception_areas
91,Office,MediumOffice - Dining,dining_general,food_beverage_service_cafeteria_fast_food_dining
92,Office,MediumOffice - Classroom,classroom_lecture_training_general,educational_facilities_lecture_classroom
93,Office,SmallOffice - Attic,,
94,Office,SmallOffice - Storage,storage_ all_other_small,office_buildings_occupiable_storage_rooms
95,Office,SmallOffice - Stair,stairway,general_conference_corridors
96,Office,SmallOffice - Restroom,restroom_visually_impaired,general_conference_corridors
97,Office,SmallOffice - OpenOffice,office_open,office_buildings_office_space
98,Office,SmallOffice - Lobby,lobby_general,public_assembly_spaces_lobbies
99,Office,SmallOffice - Elec/MechRoom,electrical_mechanical,general_conference_corridors
100,Office,SmallOffice - Corridor,corridor_general,general_conference_corridors
101,Office,SmallOffice - Conference,conference_meeting_multipurpose,general_conference_meeting
102,Office,SmallOffice - ClosedOffice,office_enclosed_small,office_buildings_office_space
103,Office,SmallOffice - Breakroom,lounge_breakroom_general,office_buildings_reception_areas
104,Office,SmallOffice - Dining,dining_general,food_beverage_service_cafeteria_fast_food_dining
105,Office,SmallOffice - Classroom,classroom_lecture_training_general,educational_facilities_lecture_classroom
106,Office,WholeBuilding - Lg Office-others,bam_office,office_buildings_office_space
107,Office,WholeBuilding - Lg Office-basement,bam_office,office_buildings_office_space
108,Office,Elevator Shaft,electrical_mechanical,general_conference_corridors
109,Outpatient,Anesthesia,exam_treatment,outpatient_health_care_facilities_general_examination_room
110,Outpatient,BioHazard,storage_hospital_small,office_buildings_occupiable_storage_rooms
111,Outpatient,Cafe,dining_general,food_beverage_service_cafeteria_fast_food_dining
112,Outpatient,CleanWork,exam_treatment,outpatient_health_care_facilities_general_examination_room
113,Outpatient,Conference,conference_meeting_multipurpose,general_conference_meeting
114,Outpatient,DressingRoom,office_enclosed_small,office_buildings_office_space
115,Outpatient,Elec/MechRoom,electrical_mechanical,general_conference_corridors
116,Outpatient,ElevatorPumpRoom,electrical_mechanical,general_conference_corridors
117,Outpatient,Exam,exam_treatment,outpatient_health_care_facilities_general_examination_room
118,Outpatient,Hall,corridor_hospital,general_conference_corridors
119,Outpatient,Hall_infil,corridor_hospital,general_conference_corridors
120,Outpatient,IT_Room,office_enclosed_small,office_buildings_office_space
121,Outpatient,Janitor,storage_hospital_small,office_buildings_occupiable_storage_rooms
122,Outpatient,Lobby,lobby_general,public_assembly_spaces_lobbies
123,Outpatient,LockerRoom,lounge_breakroom_healthcare_facility,public_assembly_spaces_lobbies
124,Outpatient,Lounge,lounge_breakroom_healthcare_facility,public_assembly_spaces_lobbies
125,Outpatient,MedGas,storage_hospital_small,office_buildings_occupiable_storage_rooms
126,Outpatient,MRI,imaging,outpatient_health_care_facilities_class_1_imaging_rooms
127,Outpatient,MRI_Control,imaging,outpatient_health_care_facilities_class_1_imaging_rooms
128,Outpatient,NurseStation,nurses_station,outpatient_health_care_facilities_psychiatric_consultation_room
129,Outpatient,OutpatientFloor2Work,office_enclosed_small,office_buildings_office_space
130,Outpatient,Office,office_enclosed_small,office_buildings_office_space
131,Outpatient,OR,operating_room,outpatient_health_care_facilities_general_examination_room
132,Outpatient,PACU,recovery,outpatient_health_care_facilities_physical_therapy_exercise_area
133,Outpatient,PhysicalTherapy,physical_therapy,outpatient_health_care_facilities_physical_therapy_exercise_area
134,Outpatient,PreOp,patient_room,outpatient_health_care_facilities_physical_therapy_individual_room
135,Outpatient,ProcedureRoom,emergency_room,outpatient_health_care_facilities_general_examination_room
136,Outpatient,Reception,lobby_general,public_assembly_spaces_lobbies
137,Outpatient,Stair,stairway,general_conference_corridors
138,Outpatient,Soil Work,exam_treatment,outpatient_health_care_facilities_general_examination_room
139,Outpatient,Toilet,restroom_visually_impaired,general_conference_corridors
140,Outpatient,Undeveloped,storage_hospital_small,office_buildings_occupiable_storage_rooms
141,Outpatient,Xray,imaging,outpatient_health_care_facilities_class_1_imaging_rooms
142,PrimarySchool,Cafeteria,dining_general,food_beverage_service_cafeteria_fast_food_dining
143,PrimarySchool,Classroom,classroom_lecture_training_general,educational_facilities_classroom_young
144,PrimarySchool,ComputerRoom,classroom_lecture_training_general,educational_facilities_computer_lab
145,PrimarySchool,Corridor,corridor_general,general_conference_corridors
146,PrimarySchool,Gym,gymnasium_exercise_area,sports_entertainment_gym_stadium
147,PrimarySchool,Kitchen,kitchen,food_beverage_service_kitchen
148,PrimarySchool,Library,library_reading,educational_facilities_libraries
149,PrimarySchool,Lobby,lobby_general,public_assembly_spaces_lobbies
150,PrimarySchool,Mechanical,electrical_mechanical,general_conference_corridors
151,PrimarySchool,Office,office_enclosed_small,office_buildings_office_space
152,PrimarySchool,Restroom,restroom_visually_impaired,general_conference_corridors
153,QuickServiceRestaurant,Dining,dining_general,food_beverage_service_cafeteria_fast_food_dining
154,QuickServiceRestaurant,Attic,,
155,QuickServiceRestaurant,Kitchen,kitchen,food_beverage_service_kitchen
156,Retail,Back_Space,storage_ all_other_small,retail_sales
157,Retail,Entry,lobby_general,retail_sales
158,Retail,Point_of_Sale,sales,retail_sales
159,Retail,Retail,sales,retail_sales
160,Retail,Core_Retail,sales,retail_sales
161,Retail,Front_Retail,sales,retail_sales
162,SecondarySchool,Auditorium,audience_seating_general,public_assembly_spaces_auditorium_seating_area
163,SecondarySchool,Cafeteria,dining_general,food_beverage_service_cafeteria_fast_food_dining
164,SecondarySchool,Classroom,classroom_lecture_training_general,educational_facilities_classroom_old
165,SecondarySchool,ComputerRoom,classroom_lecture_training_general,educational_facilities_computer_lab
166,SecondarySchool,Corridor,corridor_general,general_conference_corridors
167,SecondarySchool,Gym,gymnasium_exercise_area,sports_entertainment_gym_stadium
168,SecondarySchool,Library,library_reading,educational_facilities_libraries
169,SecondarySchool,Lobby,lobby_general,public_assembly_spaces_lobbies
170,SecondarySchool,Mechanical,electrical_mechanical,general_conference_corridors
171,SecondarySchool,Office,office_enclosed_small,office_buildings_office_space
172,SecondarySchool,Restroom,restroom_visually_impaired,general_conference_corridors
173,SecondarySchool,Kitchen,kitchen,food_beverage_service_kitchen
174,SmallHotel,GuestRoom,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
175,SmallHotel,Corridor,corridor_general,general_conference_corridors
176,SmallHotel,Corridor4,corridor_general,general_conference_corridors
177,SmallHotel,Elec/MechRoom,electrical_mechanical,general_conference_corridors
178,SmallHotel,ElevatorCore,lobby_general,general_conference_corridors
179,SmallHotel,ElevatorCore4,lobby_general,general_conference_corridors
180,SmallHotel,Exercise,gymnasium_exercise_area,sports_entertainment_gym_stadium
181,SmallHotel,GuestRoom123Occ,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
182,SmallHotel,GuestRoom123Vac,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
183,SmallHotel,GuestRoom4Occ,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
184,SmallHotel,GuestRoom4Vac,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
185,SmallHotel,Laundry,laundry_washing,hotels_motels_resorts_dormitories_laundry_rooms
186,SmallHotel,Mechanical,electrical_mechanical,general_conference_corridors
187,SmallHotel,Meeting,conference_meeting_multipurpose,general_conference_meeting
188,SmallHotel,Office,office_enclosed_small,office_buildings_office_space
189,SmallHotel,PublicRestroom,restroom_visually_impaired,general_conference_corridors
190,SmallHotel,StaffLounge,lounge_breakroom_general,general_conference_meeting
191,SmallHotel,Stair,stairway,general_conference_corridors
192,SmallHotel,Stair4,stairway,general_conference_corridors
193,SmallHotel,Storage,storage_ all_other_small,office_buildings_occupiable_storage_rooms
194,SmallHotel,Storage4Front,storage_ all_other_small,office_buildings_occupiable_storage_rooms
195,SmallHotel,Storage4Rear,storage_ all_other_small,office_buildings_occupiable_storage_rooms
196,SmallHotel,GuestLounge,lounge_breakroom_general,public_assembly_spaces_lobbies
197,StripMall,Strip mall - type 0A,sales,retail_sales
198,StripMall,Strip mall - type 0B,sales,retail_sales
199,StripMall,Strip mall - type 1,bam_retail,retail_sales
200,StripMall,Strip mall - type 2,bam_retail,retail_sales
201,StripMall,Strip mall - type 3,bam_retail,retail_sales
202,SuperMarket,Meeting,conference_meeting_multipurpose,general_conference_meeting
203,SuperMarket,Dining,dining_general,food_beverage_service_cafeteria_fast_food_dining
204,SuperMarket,Restroom,restroom_visually_impaired,general_conference_corridors
205,SuperMarket,Elec/MechRoom,electrical_mechanical,general_conference_corridors
206,SuperMarket,Corridor,corridor_general,general_conference_corridors
207,SuperMarket,Deli,sales,retail_supermarket
208,SuperMarket,Bakery,kitchen,retail_supermarket
209,SuperMarket,Vestibule,lobby_general,office_buildings_main_entry_lobbies
210,SuperMarket,Sales,sales,retail_supermarket
211,SuperMarket,Produce,sales,retail_supermarket
212,SuperMarket,DryStorage,storage_ all_other_small,office_buildings_occupiable_storage_rooms
213,SuperMarket,Office,office_enclosed_small,office_buildings_office_space
214,Warehouse,Office,office_enclosed_small,office_buildings_office_space
215,Warehouse,Fine,warehouse_fine_storage,miscellaneous_spaces_warehouses
216,Warehouse,Bulk,warehouse_bulk_storage,miscellaneous_spaces_warehouses
217,LargeHotel,GuestRoom5,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
218,LargeHotel,GuestRoom6,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
219,LargeHotel,GuestRoom7,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
220,LargeHotel,GuestRoom8,guest_room,hotels_motels_resorts_dormitories_bedroom_living_room
