template,climate_zone_set,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,asssembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,annotation
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (all other),Residential,U 1.22 SHGC 0.17 Simple Glazing Window,,40.001,100,1.22,TRUE,TRUE,,,0.17,,
90.1-2004,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,ExteriorWindow,Metal framing (all other),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.17 Simple Glazing Window,,40.001,100,1.22,TRUE,TRUE,,,0.17,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.39 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.25 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.25 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.25 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.17 Simple Glazing Window,,40.001,100,1.22,TRUE,TRUE,,,0.17,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,GlassDoor,Metal framing (entrance door),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2004,ClimateZone 2,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2004,ClimateZone 2,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2004,ClimateZone 2,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2004,ClimateZone 2,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2004,ClimateZone 2,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2004,ClimateZone 2,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 2,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2004,ClimateZone 2,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2004,ClimateZone 2,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2004,ClimateZone 2,Skylight,Glass with Curb,Nonresidential,U 1.98 SHGC 0.45 Simple Glazing Skylight,,0,2,1.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,Skylight,Glass with Curb,Residential,U 1.98 SHGC 0.19 Simple Glazing Skylight,,0,2,1.98,TRUE,TRUE,,,0.36,,
90.1-2004,ClimateZone 2,Skylight,Glass with Curb,Semiheated,U 1.98 SHGC 0.19 Simple Glazing Skylight,,0,2,1.98,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 2,Skylight,Plastic with Curb,Nonresidential,U 1.90 SHGC 0.34 Simple Glazing Skylight,,0,2,1.9,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 2,Skylight,Plastic with Curb,Residential,U 1.90 SHGC 0.27 Simple Glazing Skylight,,0,2,1.9,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,Skylight,Plastic with Curb,Semiheated,U 1.90 SHGC 0.39 Simple Glazing Skylight,,0,2,1.9,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 2,Skylight,Without Curb,Nonresidential,U 1.36 SHGC 0.36 Simple Glazing Skylight,,0,2,1.36,TRUE,TRUE,,,0.36,,
90.1-2004,ClimateZone 2,Skylight,Without Curb,Residential,U 1.36 SHGC 0.19 Simple Glazing Skylight,,0,2,1.36,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 2,Skylight,Without Curb,Semiheated,U 1.36 SHGC 0.36 Simple Glazing Skylight,,0,2,1.36,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3B,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3C,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2004,ClimateZone 3B,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2004,ClimateZone 3C,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2004,ClimateZone 3,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2004,ClimateZone 3B,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2004,ClimateZone 3C,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2004,ClimateZone 3,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3A,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3B,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3C,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 3A,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.107,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.087,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.322,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.069,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.282,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.065,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof,,,,0.063,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.034,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,IEAD,Residential,Typical IEAD Roof,,,,0.063,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.218,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.081,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.065,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.097,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.151,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.113,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.124,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.123,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.113,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.084,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.58,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.184,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.352,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Residential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Residential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,ExteriorWindow,Metal framing (all other),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,1,10,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Residential,U 0.57 SHGC 0.39 Simple Glazing Window,,10.001,20,0.57,TRUE,TRUE,,,0.39,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,20.001,30,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,30.001,40,0.57,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Residential,U 0.46 SHGC 0.19 Simple Glazing Window,,40.001,100,0.46,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 3A,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
