template,climate_zone_set,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,asssembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,annotation
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,1,10,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,1,10,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,1,10,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,1,10,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Residential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Residential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,ExteriorWindow,Metal framing (all other),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,1,10,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,1,10,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,10.001,20,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,20.001,30,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Residential,U 0.46 SHGC 0.45 Simple Glazing Window,,30.001,40,0.46,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Residential,U 0.35 SHGC 0.45 Simple Glazing Window,,40.001,100,0.35,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GlassDoor,Metal framing (entrance door),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.54,,,,
90.1-2004,ClimateZone 8,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.78,,,,
90.1-2004,ClimateZone 8,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.52,,,,
90.1-2004,ClimateZone 8,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.78,,,,
90.1-2004,ClimateZone 8,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2004,ClimateZone 8,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.95,,,,
90.1-2004,ClimateZone 8,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 8,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.119,,,
90.1-2004,ClimateZone 8,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.119,,,
90.1-2004,ClimateZone 8,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2004,ClimateZone 8,Skylight,Glass with Curb,Nonresidential,U 0.98 SHGC 0.62 Simple Glazing Skylight,,0,2,0.98,TRUE,TRUE,,,0.62,,
90.1-2004,ClimateZone 8,Skylight,Glass with Curb,Residential,U 0.98 SHGC 0.27 Simple Glazing Skylight,,0,2,0.98,TRUE,TRUE,,,0.27,,
90.1-2004,ClimateZone 8,Skylight,Glass with Curb,Semiheated,U 1.30 SHGC 0.65 Simple Glazing Skylight,,0,2,1.3,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,Skylight,Plastic with Curb,Nonresidential,U 0.61 SHGC 0.77 Simple Glazing Skylight,,0,2,0.61,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,Skylight,Plastic with Curb,Residential,U 0.61 SHGC 0.77 Simple Glazing Skylight,,0,2,0.61,TRUE,TRUE,,,0.49,,
90.1-2004,ClimateZone 8,Skylight,Plastic with Curb,Semiheated,U 1.10 SHGC 0.77 Simple Glazing Skylight,,0,2,1.1,TRUE,TRUE,,,0.36,,
90.1-2004,ClimateZone 8,Skylight,Without Curb,Nonresidential,U 0.58 SHGC 0.19 Simple Glazing Skylight,,0,2,0.58,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 8,Skylight,Without Curb,Residential,U 0.58 SHGC 0.45 Simple Glazing Skylight,,0,2,0.58,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 8,Skylight,Without Curb,Semiheated,U 0.81 SHGC 0.65 Simple Glazing Skylight,,0,2,0.81,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,ExteriorWindow,Nonmetal framing (all),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,ExteriorWindow,Metal framing (all other),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,ExteriorWindow,Metal framing (all other),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.25 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Nonresidential,U 1.22 SHGC 0.19 Simple Glazing Window,,40.001,100,1.22,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.25 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.25 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.25 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.25 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,0.25,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Residential,U 1.22 SHGC 0.19 Simple Glazing Window,,40.001,100,1.22,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,1,10,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,10.001,20,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,20.001,30,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Semiheated,U 1.22 SHGC 0.45 Simple Glazing Window,,30.001,40,1.22,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,GlassDoor,Metal framing (entrance door),Semiheated,U 0.98 SHGC 0.45 Simple Glazing Window,,40.001,100,0.98,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2004,ClimateZone 1,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2004,ClimateZone 1,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2004,ClimateZone 1,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2004,ClimateZone 1,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2004,ClimateZone 1,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2004,ClimateZone 1,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2004,ClimateZone 1,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2004,ClimateZone 1,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2004,ClimateZone 1,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2004,ClimateZone 1,Skylight,Glass with Curb,Nonresidential,U 1.98 SHGC 0.36 Simple Glazing Skylight,,0,2,1.98,TRUE,TRUE,,,0.36,,
90.1-2004,ClimateZone 1,Skylight,Glass with Curb,Residential,U 1.98 SHGC 0.19 Simple Glazing Skylight,,0,2,1.98,TRUE,TRUE,,,0.19,,
90.1-2004,ClimateZone 1,Skylight,Glass with Curb,Semiheated,U 1.98 SHGC 0.16 Simple Glazing Skylight,,0,2,1.98,TRUE,TRUE,,,0.16,,
90.1-2004,ClimateZone 1,Skylight,Plastic with Curb,Nonresidential,U 1.90 SHGC 0.34 Simple Glazing Skylight,,0,2,1.9,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,Skylight,Plastic with Curb,Residential,U 1.90 SHGC 0.27 Simple Glazing Skylight,,0,2,1.9,TRUE,TRUE,,,,,
90.1-2004,ClimateZone 1,Skylight,Plastic with Curb,Semiheated,U 1.90 SHGC 0.39 Simple Glazing Skylight,,0,2,1.9,TRUE,TRUE,,,0.34,,
90.1-2004,ClimateZone 1,Skylight,Without Curb,Nonresidential,U 1.36 SHGC 0.36 Simple Glazing Skylight,,0,2,1.36,TRUE,TRUE,,,0.27,,
90.1-2004,ClimateZone 1,Skylight,Without Curb,Residential,U 1.36 SHGC 0.19 Simple Glazing Skylight,,0,2,1.36,TRUE,TRUE,,,0.27,,
90.1-2004,ClimateZone 1,Skylight,Without Curb,Semiheated,U 1.36 SHGC 0.36 Simple Glazing Skylight,,0,2,1.36,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.322,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.35,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.282,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.322,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.35,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.282,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.322,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.35,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.282,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof - Highly Reflective,,,,0.065,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof - Highly Reflective,,,,0.063,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.034,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,IEAD,Residential,Typical IEAD Roof - Highly Reflective,,,,0.048,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.218,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.081,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof - Highly Reflective,,,,0.65,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,1.28,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2007,ClimateZone 1,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.58,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.113,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 1,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.124,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.107,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.087,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.322,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.069,TRUE,TRUE,,,,,
90.1-2007,ClimateZone 2,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.066,TRUE,TRUE,,,,,
