template,cooling_type,heating_type,subcategory,minimum_capacity,maximum_capacity,start_date,end_date,minimum_seasonal_efficiency,minimum_energy_efficiency_ratio,minimum_integrated_part_load_value,minimum_integrated_energy_efficiency_ratio,ptac_eer_coefficient_1,ptac_eer_coefficient_2,minimum_scop,cool_cap_ft,cool_cap_fflow,cool_eir_ft,cool_eir_fflow,cool_plf_fplr,annotation
90.1-2016,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,9/9/2999,,11,,11.2,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2016,AirCooled,Electric Resistance or None,Split System,240000,759999,9/9/1919,9/9/2999,,10,,10.1,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2016,AirCooled,Electric Resistance or None,Split System,760000,9999999,9/9/1919,9/9/2999,,9.7,,9.8,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2016,WaterCooled,All Other,CRAC,0,64999,9/9/1919,9/9/2999,,,,,,,2.5,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2016 Table 6.8.1-11. capacity here is sensible only. SCOP for water cooled downflow units
90.1-2016,WaterCooled,All Other,CRAC,65000,239999,9/9/1919,9/9/2999,,,,,,,2.4,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2016 Table 6.8.1-11. capacity here is sensible only. SCOP for water cooled downflow units
90.1-2016,WaterCooled,All Other,CRAC,240000,9999999,9/9/1919,9/9/2999,,,,,,,2.25,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2016 Table 6.8.1-11. capacity here is sensible only. SCOP for water cooled downflow units
90.1-2019,AirCooled,All Other,PTAC,0,6999,9/9/1919,9/9/2999,,11.9,,,,,,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,PTAC,6999,14999,9/9/1919,9/9/2999,,,,,14,0.3,,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,PTAC,14999,9999999,9/9/1919,9/9/2999,,9.5,,,,,,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Single Package,0,64999,9/9/1919,9/9/2999,14,,,,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Single Package,65000,134999,9/9/1919,9/9/2999,,11,,12.7,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Single Package,135000,239999,9/9/1919,9/9/2999,,10.8,,12.2,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Single Package,240000,759999,9/9/1919,9/9/2999,,9.8,,11.4,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Single Package,760000,9999999,9/9/1919,9/9/2999,,9.5,,11,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Split System,0,64999,9/9/1919,9/9/2999,13,,,,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Split System,65000,134999,9/9/1919,9/9/2999,,11,,12.7,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Split System,135000,239999,9/9/1919,9/9/2999,,10.8,,12.2,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Split System,240000,759999,9/9/1919,9/9/2999,,9.8,,11.4,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,All Other,Split System,760000,9999999,9/9/1919,9/9/2999,,9.5,,11,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,CRAC,0,79999,9/9/1919,9/9/2999,,,,,,,2.7,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2019 Table 6.8.1-10. capacity here is sensible only. SCOP for downflow units
90.1-2019,AirCooled,Electric Resistance or None,CRAC,80000,294999,9/9/1919,9/9/2999,,,,,,,2.58,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2019 Table 6.8.1-10. capacity here is sensible only. SCOP for downflow units
90.1-2019,AirCooled,Electric Resistance or None,CRAC,295000,9999999,9/9/1919,9/9/2999,,,,,,,2.36,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2019 Table 6.8.1-10. capacity here is sensible only. SCOP for downflow units
90.1-2019,AirCooled,Electric Resistance or None,PTAC,0,6999,9/9/1919,9/9/2999,,11.9,,,,,,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,PTAC,6999,14999,9/9/1919,9/9/2999,,,,,14,0.3,,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,PTAC,14999,9999999,9/9/1919,9/9/2999,,9.5,,,,,,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,0,64999,9/9/1919,9/9/2999,14,,,,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,65000,134999,9/9/1919,9/9/2999,,11.2,,12.9,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,135000,239999,9/9/1919,9/9/2999,,11,,12.4,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,240000,759999,9/9/1919,9/9/2999,,10,,11.6,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,760000,9999999,9/9/1919,9/9/2999,,9.7,,11.2,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,13,,,,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,65000,134999,9/9/1919,9/9/2999,,11.2,,12.9,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,9/9/2999,,11,,12.4,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,240000,759999,9/9/1919,9/9/2999,,10,,11.6,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,760000,9999999,9/9/1919,9/9/2999,,9.7,,11.2,,,,PSZ-AC_Unitary_PackagecoolCapFT,PSZ-AC_Unitary_PackagecoolFFF,PSZ-AC DX Unitary Package EIRFT,PSZ-AC_Unitary_PackagecoolEIRFFF,PSZ-AC_Unitary_PackagecoolPLR,
90.1-2019,WaterCooled,All Other,CRAC,0,79999,9/9/1919,9/9/2999,,,,,,,2.82,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2019 Table 6.8.1-10. capacity here is sensible only. SCOP for water cooled downflow units
90.1-2019,WaterCooled,All Other,CRAC,80000,294999,9/9/1919,9/9/2999,,,,,,,2.73,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2019 Table 6.8.1-10. capacity here is sensible only. SCOP for water cooled downflow units
90.1-2019,WaterCooled,All Other,CRAC,295000,9999999,9/9/1919,9/9/2999,,,,,,,2.67,PSZ-Fine Storage DX Coil Cap-FT,DX Coil Cap-FF,PSZ-AC DX Coil EIR-FT,Split DX Coil EIR-FF,HPACCOOLPLFFPLR,ASHRAE 90.1-2019 Table 6.8.1-10. capacity here is sensible only. SCOP for water cooled downflow units
