ventilation_space_type_name,level_3_ventilation_definition_table,level_3_ventilation_definition_id
airport_concourse_ventilation,level_3_ventilation_62_1_2019,63
atrium_ventilation,level_3_ventilation_62_1_2019,60
attic_ventilation,level_3_ventilation_62_1_2019,110
audience_seating_ventilation,level_3_ventilation_62_1_2019,83
baggage_carousel_ventilation,level_3_ventilation_62_1_2019,63
banking_ventilation,level_3_ventilation_62_1_2019,46
classroom_lecture_training_ventilation,level_3_ventilation_62_1_2019,18
computer_room_ventilation,level_3_ventilation_62_1_2019,19
conference_meeting_multipurpose_ventilation,level_3_ventilation_62_1_2019,37
confinement_cells_ventilation,level_3_ventilation_62_1_2019,13
copy_print_ventilation,level_3_ventilation_62_1_2019,64
corridor_ventilation,level_3_ventilation_62_1_2019,38
courtroom_ventilation,level_3_ventilation_62_1_2019,84
datacenterhighite_ventilation,level_3_ventilation_62_1_2019,110
datacenterlowite_ventilation,level_3_ventilation_62_1_2019,110
dining_ventilation,level_3_ventilation_62_1_2019,34
dressing_room_ventilation,level_3_ventilation_62_1_2019,95
electrical_mechanical_ventilation,level_3_ventilation_62_1_2019,110
emergency_room_ventilation,level_3_ventilation_62_1_2019,79
exam_treatment_ventilation,level_3_ventilation_62_1_2019,68
exercise_area_ventilation,level_3_ventilation_62_1_2019,103
exhibit_ventilation,level_3_ventilation_62_1_2019,89
guest_room_ventilation,level_3_ventilation_62_1_2019,41
imaging_ventilation,level_3_ventilation_62_1_2019,66
judges_chambers_ventilation,level_3_ventilation_62_1_2019,85
food_preparation_ventilation,level_3_ventilation_62_1_2019,33
laboratory_ventilation,level_3_ventilation_62_1_2019,28
laundry_washing_ventilation,level_3_ventilation_62_1_2019,42
library_ventilation,level_3_ventilation_62_1_2019,86
living_quarters_ventilation,level_3_ventilation_62_1_2019,40
loading_dock_ventilation,level_3_ventilation_62_1_2019,54
lobby_ventilation,level_3_ventilation_62_1_2019,60
locker_room_ventilation,level_3_ventilation_62_1_2019,35
lounge_breakroom_ventilation,level_3_ventilation_62_1_2019,35
manufacturing_ventilation,level_3_ventilation_62_1_2019,50
medical_supply_ventilation,level_3_ventilation_62_1_2019,52
multifamily_ventilation,level_3_ventilation_62_1_2019,41
nursery_ventilation,level_3_ventilation_62_1_2019,65
nurses_station_ventilation,level_3_ventilation_62_1_2019,63
office_ventilation,level_3_ventilation_62_1_2019,62
office_enclosed_ventilation,level_3_ventilation_62_1_2019,62
operating_room_ventilation,level_3_ventilation_62_1_2019,81
patient_room_ventilation,level_3_ventilation_62_1_2019,80
pharmacy_ventilation,level_3_ventilation_62_1_2019,52
physical_therapy_ventilation,level_3_ventilation_62_1_2019,70
playing_area_ventilation,level_3_ventilation_62_1_2019,102
plenum_ventilation,level_3_ventilation_62_1_2019,110
post_office_ventilation,level_3_ventilation_62_1_2019,54
recovery_ventilation,level_3_ventilation_62_1_2019,80
recreation_common_living_ventilation,level_3_ventilation_62_1_2019,45
retail_sales_ventilation,level_3_ventilation_62_1_2019,91
shaft_ventilation,level_3_ventilation_62_1_2019,110
sleeping_quarters_ventilation,level_3_ventilation_62_1_2019,40
sports_arena_ventilation,level_3_ventilation_62_1_2019,102
stairwell_ventilation,level_3_ventilation_62_1_2019,110
storage_ventilation,level_3_ventilation_62_1_2019,61
transportation_ventilation,level_3_ventilation_62_1_2019,57
workshop_ventilation,level_3_ventilation_62_1_2019,50
worship_ventilation,level_3_ventilation_62_1_2019,90
correctional_facilities_booking_waiting_ventilation,level_3_ventilation_62_1_2019,12
correctional_facilities_day_room_ventilation,level_3_ventilation_62_1_2019,14
correctional_facilities_guard_stations_ventilation,level_3_ventilation_62_1_2019,15
educational_facilities_art_classroom_ventilation,level_3_ventilation_62_1_2019,16
educational_facilities_classrooms_ages_5-8_ventilation,level_3_ventilation_62_1_2019,17
educational_facilities_daycare_through_age_4_ventilation,level_3_ventilation_62_1_2019,21
educational_facilities_lecture_classroom_ventilation,level_3_ventilation_62_1_2019,22
educational_facilities_lecture_hall_fixed_seats_ventilation,level_3_ventilation_62_1_2019,23
educational_facilities_media_center_ventilation,level_3_ventilation_62_1_2019,25
educational_facilities_multi-use_assembly_ventilation,level_3_ventilation_62_1_2019,26
educational_facilities_music_theater_dance_ventilation,level_3_ventilation_62_1_2019,27
educational_facilities_science_laboratories_ventilation,level_3_ventilation_62_1_2019,29
educational_facilities_wood_metal_shop_ventilation,level_3_ventilation_62_1_2019,30
food_and_beverage_service_bars_cocktail_lounges_ventilation,level_3_ventilation_62_1_2019,31
food_and_beverage_service_cafeteria_fast_food_dining_ventilation,level_3_ventilation_62_1_2019,32
hotels_motels_resorts_dormitories_lobbies_prefunction_ventilation,level_3_ventilation_62_1_2019,44
miscellaneous_spaces_bank_vaults_safe_deposit_ventilation,level_3_ventilation_62_1_2019,47
miscellaneous_spaces_computer_not_printing_ventilation,level_3_ventilation_62_1_2019,48
miscellaneous_spaces_photo_studios_ventilation,level_3_ventilation_62_1_2019,53
miscellaneous_spaces_warehouses_ventilation,level_3_ventilation_62_1_2019,58
public_assembly_spaces_lobbies_ventilation,level_3_ventilation_62_1_2019,87
public_assembly_spaces_museums_childrens_ventilation,level_3_ventilation_62_1_2019,88
retail_barber_shop_ventilation,level_3_ventilation_62_1_2019,92
retail_beauty_and_nail_salons_ventilation,level_3_ventilation_62_1_2019,93
retail_coin-operated_laundries_ventilation,level_3_ventilation_62_1_2019,94
retail_pet_shops_animal_areas_ventilation,level_3_ventilation_62_1_2019,96
retail_supermarket_ventilation,level_3_ventilation_62_1_2019,97
sports_and_entertainment_bowling_alley_seating_ventilation,level_3_ventilation_62_1_2019,98
sports_and_entertainment_disco_dance_floors_ventilation,level_3_ventilation_62_1_2019,99
sports_and_entertainment_gambling_casinos_ventilation,level_3_ventilation_62_1_2019,100
sports_and_entertainment_game_arcades_ventilation,level_3_ventilation_62_1_2019,101
sports_and_entertainment_health_club_weight_rooms_ventilation,level_3_ventilation_62_1_2019,104
sports_and_entertainment_spectator_areas_ventilation,level_3_ventilation_62_1_2019,105
sports_and_entertainment_stages_studios_ventilation,level_3_ventilation_62_1_2019,106
sports_and_entertainment_swimming_pool_deck_ventilation,level_3_ventilation_62_1_2019,107
airport_concourse_ventilation,level_3_ventilation_62_1_2016,50
atrium_ventilation,level_3_ventilation_62_1_2016,47
attic_ventilation,level_3_ventilation_62_1_2016,79
audience_seating_ventilation,level_3_ventilation_62_1_2016,52
baggage_carousel_ventilation,level_3_ventilation_62_1_2016,50
banking_ventilation,level_3_ventilation_62_1_2016,35
classroom_lecture_training_ventilation,level_3_ventilation_62_1_2016,8
computer_room_ventilation,level_3_ventilation_62_1_2016,15
conference_meeting_multipurpose_ventilation,level_3_ventilation_62_1_2016,25
confinement_cells_ventilation,level_3_ventilation_62_1_2016,1
copy_print_ventilation,level_3_ventilation_62_1_2016,51
corridor_ventilation,level_3_ventilation_62_1_2016,26
courtroom_ventilation,level_3_ventilation_62_1_2016,54
datacenterhighite_ventilation,level_3_ventilation_62_1_2016,79
datacenterlowite_ventilation,level_3_ventilation_62_1_2016,79
dining_ventilation,level_3_ventilation_62_1_2016,19
dressing_room_ventilation,level_3_ventilation_62_1_2016,63
electrical_mechanical_ventilation,level_3_ventilation_62_1_2016,79
exercise_area_ventilation,level_3_ventilation_62_1_2016,73
exhibit_ventilation,level_3_ventilation_62_1_2016,59
guest_room_ventilation,level_3_ventilation_62_1_2016,28
judges_chambers_ventilation,level_3_ventilation_62_1_2016,55
food_preparation_ventilation,level_3_ventilation_62_1_2016,22
laboratory_ventilation,level_3_ventilation_62_1_2016,12
laundry_washing_ventilation,level_3_ventilation_62_1_2016,30
library_ventilation,level_3_ventilation_62_1_2016,56
living_quarters_ventilation,level_3_ventilation_62_1_2016,29
loading_dock_ventilation,level_3_ventilation_62_1_2016,41
lobby_ventilation,level_3_ventilation_62_1_2016,47
locker_room_ventilation,level_3_ventilation_62_1_2016,23
lounge_breakroom_ventilation,level_3_ventilation_62_1_2016,23
medical_supply_ventilation,level_3_ventilation_62_1_2016,39
multifamily_ventilation,level_3_ventilation_62_1_2016,28
nurses_station_ventilation,level_3_ventilation_62_1_2016,50
office_ventilation,level_3_ventilation_62_1_2016,49
office_enclosed_ventilation,level_3_ventilation_62_1_2016,49
pharmacy_ventilation,level_3_ventilation_62_1_2016,39
playing_area_ventilation,level_3_ventilation_62_1_2016,69
plenum_ventilation,level_3_ventilation_62_1_2016,79
post_office_ventilation,level_3_ventilation_62_1_2016,41
recreation_common_living_ventilation,level_3_ventilation_62_1_2016,33
retail_sales_ventilation,level_3_ventilation_62_1_2016,62
shaft_ventilation,level_3_ventilation_62_1_2016,79
sleeping_quarters_ventilation,level_3_ventilation_62_1_2016,29
sports_arena_ventilation,level_3_ventilation_62_1_2016,69
stairwell_ventilation,level_3_ventilation_62_1_2016,79
storage_ventilation,level_3_ventilation_62_1_2016,48
transportation_ventilation,level_3_ventilation_62_1_2016,44
worship_ventilation,level_3_ventilation_62_1_2016,53
correctional_facilities_booking_waiting_ventilation,level_3_ventilation_62_1_2016,4
correctional_facilities_day_room_ventilation,level_3_ventilation_62_1_2016,2
correctional_facilities_guard_stations_ventilation,level_3_ventilation_62_1_2016,3
educational_facilities_art_classroom_ventilation,level_3_ventilation_62_1_2016,11
educational_facilities_classrooms_ages_5-8_ventilation,level_3_ventilation_62_1_2016,7
educational_facilities_daycare_through_age_4_ventilation,level_3_ventilation_62_1_2016,5
educational_facilities_lecture_classroom_ventilation,level_3_ventilation_62_1_2016,9
educational_facilities_lecture_hall_fixed_seats_ventilation,level_3_ventilation_62_1_2016,10
educational_facilities_media_center_ventilation,level_3_ventilation_62_1_2016,16
educational_facilities_multi-use_assembly_ventilation,level_3_ventilation_62_1_2016,18
educational_facilities_music_theater_dance_ventilation,level_3_ventilation_62_1_2016,17
educational_facilities_science_laboratories_ventilation,level_3_ventilation_62_1_2016,13
educational_facilities_wood_metal_shop_ventilation,level_3_ventilation_62_1_2016,14
food_and_beverage_service_bars_cocktail_lounges_ventilation,level_3_ventilation_62_1_2016,21
food_and_beverage_service_cafeteria_fast_food_dining_ventilation,level_3_ventilation_62_1_2016,20
hotels_motels_resorts_dormitories_lobbies_prefunction_ventilation,level_3_ventilation_62_1_2016,32
miscellaneous_spaces_bank_vaults_safe_deposit_ventilation,level_3_ventilation_62_1_2016,34
miscellaneous_spaces_computer_not_printing_ventilation,level_3_ventilation_62_1_2016,36
miscellaneous_spaces_photo_studios_ventilation,level_3_ventilation_62_1_2016,40
miscellaneous_spaces_warehouses_ventilation,level_3_ventilation_62_1_2016,45
public_assembly_spaces_lobbies_ventilation,level_3_ventilation_62_1_2016,57
public_assembly_spaces_museums_childrens_ventilation,level_3_ventilation_62_1_2016,58
retail_barber_shop_ventilation,level_3_ventilation_62_1_2016,64
retail_beauty_and_nail_salons_ventilation,level_3_ventilation_62_1_2016,65
retail_coin-operated_laundries_ventilation,level_3_ventilation_62_1_2016,68
retail_pet_shops_animal_areas_ventilation,level_3_ventilation_62_1_2016,66
retail_supermarket_ventilation,level_3_ventilation_62_1_2016,67
sports_and_entertainment_bowling_alley_seating_ventilation,level_3_ventilation_62_1_2016,75
sports_and_entertainment_disco_dance_floors_ventilation,level_3_ventilation_62_1_2016,72
sports_and_entertainment_gambling_casinos_ventilation,level_3_ventilation_62_1_2016,76
sports_and_entertainment_game_arcades_ventilation,level_3_ventilation_62_1_2016,77
sports_and_entertainment_health_club_weight_rooms_ventilation,level_3_ventilation_62_1_2016,74
sports_and_entertainment_spectator_areas_ventilation,level_3_ventilation_62_1_2016,70
sports_and_entertainment_stages_studios_ventilation,level_3_ventilation_62_1_2016,78
sports_and_entertainment_swimming_pool_deck_ventilation,level_3_ventilation_62_1_2016,71
airport_concourse_ventilation,level_3_ventilation_62_1_2013,50
atrium_ventilation,level_3_ventilation_62_1_2013,47
attic_ventilation,level_3_ventilation_62_1_2013,79
audience_seating_ventilation,level_3_ventilation_62_1_2013,52
baggage_carousel_ventilation,level_3_ventilation_62_1_2013,50
banking_ventilation,level_3_ventilation_62_1_2013,35
classroom_lecture_training_ventilation,level_3_ventilation_62_1_2013,8
computer_room_ventilation,level_3_ventilation_62_1_2013,15
conference_meeting_multipurpose_ventilation,level_3_ventilation_62_1_2013,25
confinement_cells_ventilation,level_3_ventilation_62_1_2013,1
copy_print_ventilation,level_3_ventilation_62_1_2013,51
corridor_ventilation,level_3_ventilation_62_1_2013,26
courtroom_ventilation,level_3_ventilation_62_1_2013,54
datacenterhighite_ventilation,level_3_ventilation_62_1_2013,79
datacenterlowite_ventilation,level_3_ventilation_62_1_2013,79
dining_ventilation,level_3_ventilation_62_1_2013,19
dressing_room_ventilation,level_3_ventilation_62_1_2013,63
electrical_mechanical_ventilation,level_3_ventilation_62_1_2013,79
exercise_area_ventilation,level_3_ventilation_62_1_2013,73
exhibit_ventilation,level_3_ventilation_62_1_2013,59
guest_room_ventilation,level_3_ventilation_62_1_2013,28
judges_chambers_ventilation,level_3_ventilation_62_1_2013,55
food_preparation_ventilation,level_3_ventilation_62_1_2013,22
laboratory_ventilation,level_3_ventilation_62_1_2013,12
laundry_washing_ventilation,level_3_ventilation_62_1_2013,30
library_ventilation,level_3_ventilation_62_1_2013,56
living_quarters_ventilation,level_3_ventilation_62_1_2013,29
loading_dock_ventilation,level_3_ventilation_62_1_2013,41
lobby_ventilation,level_3_ventilation_62_1_2013,47
locker_room_ventilation,level_3_ventilation_62_1_2013,23
lounge_breakroom_ventilation,level_3_ventilation_62_1_2013,23
medical_supply_ventilation,level_3_ventilation_62_1_2013,39
multifamily_ventilation,level_3_ventilation_62_1_2013,28
nurses_station_ventilation,level_3_ventilation_62_1_2013,50
office_ventilation,level_3_ventilation_62_1_2013,49
office_enclosed_ventilation,level_3_ventilation_62_1_2013,49
pharmacy_ventilation,level_3_ventilation_62_1_2013,39
playing_area_ventilation,level_3_ventilation_62_1_2013,69
plenum_ventilation,level_3_ventilation_62_1_2013,79
post_office_ventilation,level_3_ventilation_62_1_2013,41
recreation_common_living_ventilation,level_3_ventilation_62_1_2013,33
retail_sales_ventilation,level_3_ventilation_62_1_2013,62
shaft_ventilation,level_3_ventilation_62_1_2013,79
sleeping_quarters_ventilation,level_3_ventilation_62_1_2013,29
sports_arena_ventilation,level_3_ventilation_62_1_2013,69
stairwell_ventilation,level_3_ventilation_62_1_2013,79
storage_ventilation,level_3_ventilation_62_1_2013,48
transportation_ventilation,level_3_ventilation_62_1_2013,44
worship_ventilation,level_3_ventilation_62_1_2013,53
correctional_facilities_booking_waiting_ventilation,level_3_ventilation_62_1_2013,4
correctional_facilities_day_room_ventilation,level_3_ventilation_62_1_2013,2
correctional_facilities_guard_stations_ventilation,level_3_ventilation_62_1_2013,3
educational_facilities_art_classroom_ventilation,level_3_ventilation_62_1_2013,11
educational_facilities_classrooms_ages_5-8_ventilation,level_3_ventilation_62_1_2013,7
educational_facilities_daycare_through_age_4_ventilation,level_3_ventilation_62_1_2013,5
educational_facilities_lecture_classroom_ventilation,level_3_ventilation_62_1_2013,9
educational_facilities_lecture_hall_fixed_seats_ventilation,level_3_ventilation_62_1_2013,10
educational_facilities_media_center_ventilation,level_3_ventilation_62_1_2013,16
educational_facilities_multi-use_assembly_ventilation,level_3_ventilation_62_1_2013,18
educational_facilities_music_theater_dance_ventilation,level_3_ventilation_62_1_2013,17
educational_facilities_science_laboratories_ventilation,level_3_ventilation_62_1_2013,12
educational_facilities_wood_metal_shop_ventilation,level_3_ventilation_62_1_2013,14
food_and_beverage_service_bars_cocktail_lounges_ventilation,level_3_ventilation_62_1_2013,21
food_and_beverage_service_cafeteria_fast_food_dining_ventilation,level_3_ventilation_62_1_2013,20
hotels_motels_resorts_dormitories_lobbies_prefunction_ventilation,level_3_ventilation_62_1_2013,32
miscellaneous_spaces_bank_vaults_safe_deposit_ventilation,level_3_ventilation_62_1_2013,34
miscellaneous_spaces_computer_not_printing_ventilation,level_3_ventilation_62_1_2013,36
miscellaneous_spaces_photo_studios_ventilation,level_3_ventilation_62_1_2013,40
miscellaneous_spaces_warehouses_ventilation,level_3_ventilation_62_1_2013,45
public_assembly_spaces_lobbies_ventilation,level_3_ventilation_62_1_2013,57
public_assembly_spaces_museums_childrens_ventilation,level_3_ventilation_62_1_2013,58
retail_barber_shop_ventilation,level_3_ventilation_62_1_2013,64
retail_beauty_and_nail_salons_ventilation,level_3_ventilation_62_1_2013,65
retail_coin-operated_laundries_ventilation,level_3_ventilation_62_1_2013,68
retail_pet_shops_animal_areas_ventilation,level_3_ventilation_62_1_2013,66
retail_supermarket_ventilation,level_3_ventilation_62_1_2013,67
sports_and_entertainment_bowling_alley_seating_ventilation,level_3_ventilation_62_1_2013,75
sports_and_entertainment_disco_dance_floors_ventilation,level_3_ventilation_62_1_2013,72
sports_and_entertainment_gambling_casinos_ventilation,level_3_ventilation_62_1_2013,76
sports_and_entertainment_game_arcades_ventilation,level_3_ventilation_62_1_2013,77
sports_and_entertainment_health_club_weight_rooms_ventilation,level_3_ventilation_62_1_2013,74
sports_and_entertainment_spectator_areas_ventilation,level_3_ventilation_62_1_2013,70
sports_and_entertainment_stages_studios_ventilation,level_3_ventilation_62_1_2013,78
sports_and_entertainment_swimming_pool_deck_ventilation,level_3_ventilation_62_1_2013,71
airport_concourse_ventilation,level_3_ventilation_62_1_2010,38
atrium_ventilation,level_3_ventilation_62_1_2010,35
attic_ventilation,level_3_ventilation_62_1_2010,79
audience_seating_ventilation,level_3_ventilation_62_1_2010,51
baggage_carousel_ventilation,level_3_ventilation_62_1_2010,38
banking_ventilation,level_3_ventilation_62_1_2010,41
classroom_lecture_training_ventilation,level_3_ventilation_62_1_2010,8
computer_room_ventilation,level_3_ventilation_62_1_2010,15
conference_meeting_multipurpose_ventilation,level_3_ventilation_62_1_2010,25
confinement_cells_ventilation,level_3_ventilation_62_1_2010,1
copy_print_ventilation,level_3_ventilation_62_1_2010,39
corridor_ventilation,level_3_ventilation_62_1_2010,26
courtroom_ventilation,level_3_ventilation_62_1_2010,53
datacenterhighite_ventilation,level_3_ventilation_62_1_2010,79
datacenterlowite_ventilation,level_3_ventilation_62_1_2010,79
dining_ventilation,level_3_ventilation_62_1_2010,19
dressing_room_ventilation,level_3_ventilation_62_1_2010,62
electrical_mechanical_ventilation,level_3_ventilation_62_1_2010,79
exercise_area_ventilation,level_3_ventilation_62_1_2010,73
exhibit_ventilation,level_3_ventilation_62_1_2010,58
guest_room_ventilation,level_3_ventilation_62_1_2010,28
judges_chambers_ventilation,level_3_ventilation_62_1_2010,54
food_preparation_ventilation,level_3_ventilation_62_1_2010,22
laboratory_ventilation,level_3_ventilation_62_1_2010,12
laundry_washing_ventilation,level_3_ventilation_62_1_2010,30
library_ventilation,level_3_ventilation_62_1_2010,55
living_quarters_ventilation,level_3_ventilation_62_1_2010,29
loading_dock_ventilation,level_3_ventilation_62_1_2010,46
lobby_ventilation,level_3_ventilation_62_1_2010,35
locker_room_ventilation,level_3_ventilation_62_1_2010,23
lounge_breakroom_ventilation,level_3_ventilation_62_1_2010,23
medical_supply_ventilation,level_3_ventilation_62_1_2010,44
multifamily_ventilation,level_3_ventilation_62_1_2010,28
nurses_station_ventilation,level_3_ventilation_62_1_2010,38
office_ventilation,level_3_ventilation_62_1_2010,37
office_enclosed_ventilation,level_3_ventilation_62_1_2010,37
pharmacy_ventilation,level_3_ventilation_62_1_2010,44
playing_area_ventilation,level_3_ventilation_62_1_2010,69
plenum_ventilation,level_3_ventilation_62_1_2010,79
post_office_ventilation,level_3_ventilation_62_1_2010,46
recreation_common_living_ventilation,level_3_ventilation_62_1_2010,33
retail_sales_ventilation,level_3_ventilation_62_1_2010,61
shaft_ventilation,level_3_ventilation_62_1_2010,79
sleeping_quarters_ventilation,level_3_ventilation_62_1_2010,29
sports_arena_ventilation,level_3_ventilation_62_1_2010,68
stairwell_ventilation,level_3_ventilation_62_1_2010,79
storage_ventilation,level_3_ventilation_62_1_2010,36
transportation_ventilation,level_3_ventilation_62_1_2010,49
worship_ventilation,level_3_ventilation_62_1_2010,52
correctional_facilities_booking_waiting_ventilation,level_3_ventilation_62_1_2010,4
correctional_facilities_day_room_ventilation,level_3_ventilation_62_1_2010,2
correctional_facilities_guard_stations_ventilation,level_3_ventilation_62_1_2010,3
educational_facilities_art_classroom_ventilation,level_3_ventilation_62_1_2010,11
educational_facilities_classrooms_ages_5-8_ventilation,level_3_ventilation_62_1_2010,7
educational_facilities_daycare_through_age_4_ventilation,level_3_ventilation_62_1_2010,5
educational_facilities_lecture_classroom_ventilation,level_3_ventilation_62_1_2010,9
educational_facilities_lecture_hall_fixed_seats_ventilation,level_3_ventilation_62_1_2010,10
educational_facilities_media_center_ventilation,level_3_ventilation_62_1_2010,16
educational_facilities_multi-use_assembly_ventilation,level_3_ventilation_62_1_2010,18
educational_facilities_music_theater_dance_ventilation,level_3_ventilation_62_1_2010,17
educational_facilities_science_laboratories_ventilation,level_3_ventilation_62_1_2010,12
educational_facilities_wood_metal_shop_ventilation,level_3_ventilation_62_1_2010,14
food_and_beverage_service_bars_cocktail_lounges_ventilation,level_3_ventilation_62_1_2010,21
food_and_beverage_service_cafeteria_fast_food_dining_ventilation,level_3_ventilation_62_1_2010,20
hotels_motels_resorts_dormitories_lobbies_prefunction_ventilation,level_3_ventilation_62_1_2010,32
miscellaneous_spaces_bank_vaults_safe_deposit_ventilation,level_3_ventilation_62_1_2010,40
miscellaneous_spaces_computer_not_printing_ventilation,level_3_ventilation_62_1_2010,42
miscellaneous_spaces_photo_studios_ventilation,level_3_ventilation_62_1_2010,45
miscellaneous_spaces_warehouses_ventilation,level_3_ventilation_62_1_2010,50
public_assembly_spaces_lobbies_ventilation,level_3_ventilation_62_1_2010,56
public_assembly_spaces_museums_childrens_ventilation,level_3_ventilation_62_1_2010,57
retail_barber_shop_ventilation,level_3_ventilation_62_1_2010,63
retail_beauty_and_nail_salons_ventilation,level_3_ventilation_62_1_2010,64
retail_coin-operated_laundries_ventilation,level_3_ventilation_62_1_2010,67
retail_pet_shops_animal_areas_ventilation,level_3_ventilation_62_1_2010,65
retail_supermarket_ventilation,level_3_ventilation_62_1_2010,66
sports_and_entertainment_bowling_alley_seating_ventilation,level_3_ventilation_62_1_2010,75
sports_and_entertainment_disco_dance_floors_ventilation,level_3_ventilation_62_1_2010,72
sports_and_entertainment_gambling_casinos_ventilation,level_3_ventilation_62_1_2010,76
sports_and_entertainment_game_arcades_ventilation,level_3_ventilation_62_1_2010,77
sports_and_entertainment_health_club_weight_rooms_ventilation,level_3_ventilation_62_1_2010,74
sports_and_entertainment_spectator_areas_ventilation,level_3_ventilation_62_1_2010,70
sports_and_entertainment_stages_studios_ventilation,level_3_ventilation_62_1_2010,78
sports_and_entertainment_swimming_pool_deck_ventilation,level_3_ventilation_62_1_2010,71
airport_concourse_ventilation,level_3_ventilation_62_1_2007,34
atrium_ventilation,level_3_ventilation_62_1_2007,36
attic_ventilation,level_3_ventilation_62_1_2007,75
audience_seating_ventilation,level_3_ventilation_62_1_2007,47
baggage_carousel_ventilation,level_3_ventilation_62_1_2007,34
banking_ventilation,level_3_ventilation_62_1_2007,34
classroom_lecture_training_ventilation,level_3_ventilation_62_1_2007,8
computer_room_ventilation,level_3_ventilation_62_1_2007,15
conference_meeting_multipurpose_ventilation,level_3_ventilation_62_1_2007,24
confinement_cells_ventilation,level_3_ventilation_62_1_2007,1
copy_print_ventilation,level_3_ventilation_62_1_2007,35
corridor_ventilation,level_3_ventilation_62_1_2007,25
courtroom_ventilation,level_3_ventilation_62_1_2007,49
datacenterhighite_ventilation,level_3_ventilation_62_1_2007,75
datacenterlowite_ventilation,level_3_ventilation_62_1_2007,75
dining_ventilation,level_3_ventilation_62_1_2007,19
dressing_room_ventilation,level_3_ventilation_62_1_2007,58
electrical_mechanical_ventilation,level_3_ventilation_62_1_2007,75
exercise_area_ventilation,level_3_ventilation_62_1_2007,69
exhibit_ventilation,level_3_ventilation_62_1_2007,54
guest_room_ventilation,level_3_ventilation_62_1_2007,27
judges_chambers_ventilation,level_3_ventilation_62_1_2007,50
laboratory_ventilation,level_3_ventilation_62_1_2007,12
laundry_washing_ventilation,level_3_ventilation_62_1_2007,29
library_ventilation,level_3_ventilation_62_1_2007,51
living_quarters_ventilation,level_3_ventilation_62_1_2007,28
loading_dock_ventilation,level_3_ventilation_62_1_2007,43
lobby_ventilation,level_3_ventilation_62_1_2007,36
locker_room_ventilation,level_3_ventilation_62_1_2007,22
lounge_breakroom_ventilation,level_3_ventilation_62_1_2007,22
medical_supply_ventilation,level_3_ventilation_62_1_2007,41
multifamily_ventilation,level_3_ventilation_62_1_2007,27
nurses_station_ventilation,level_3_ventilation_62_1_2007,34
office_ventilation,level_3_ventilation_62_1_2007,33
office_enclosed_ventilation,level_3_ventilation_62_1_2007,33
pharmacy_ventilation,level_3_ventilation_62_1_2007,41
playing_area_ventilation,level_3_ventilation_62_1_2007,65
plenum_ventilation,level_3_ventilation_62_1_2007,75
post_office_ventilation,level_3_ventilation_62_1_2007,43
