name,category,form,dependent_variable,independent_variable_1,independent_variable_2,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,minimum_independent_variable_1,maximum_independent_variable_1,minimum_independent_variable_2,maximum_independent_variable_2,minimum_dependent_variable_output,maximum_dependent_variable_output,annotation
HeatSys1 Boiler Non-Condensing Boiler Curve,Boiler,Cubic,FIRRatio,QRatio,,0.626428326,0.645643582,-0.77720685,0.313806701,,,,,,,0.1,1,,,,,From Prototype Buildings
HeatWheel-EIR-fSpeed,ERVUnit,Linear,EIRRatio,Speed,,25.8,7.639437277,,,,,,,,,,,,,,,From .dat files included with MASControl2
Herm-Cent-Cap-fCHWT&ECT,HermCentrifugal,BiQuadratic,QRatio,CHWT,ECT,0.257896,0.0389016,-0.000217,0.0468684,-0.000943,-0.000343,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Herm-Cent-EIR-fCHWT&ECT,HermCentrifugal,BiQuadratic,EIRRatio,CHWT,ECT,0.933884,-0.058212,0.00450036,0.00243,0.000486,-0.001215,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Herm-Cent-EIR-fPLR,HermCentrifugal,Quadratic,EIRRatio,PLR,,0.222903,0.313387,0.46371,,,,,,,,0,0.105,,,,,From .dat files included with MASControl2
Herm-Rec-Cap-fCHWT&ECT,HermReciprocatg,BiQuadratic,QRatio,CHWT,ECT,0.507883,0.1452276,-0.00625644,-0.0011178,-0.00013,-0.000282,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Herm-Rec-EIR-fCHWT&ECT,HermReciprocatg,BiQuadratic,EIRRatio,CHWT,ECT,1.030757,-0.103536,0.00710208,0.0093186,0.000318,-0.00104,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Herm-Rec-EIR-fPLR,HermReciprocatg,Quadratic,EIRRatio,PLR,,0.088065,1.137742,-0.225806,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Hospital Kitchen_Flr_5_Case:1_WALKINFREEZERSingleShelfHorizontal_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.0236,0.0006,0,0,,,,,,,-35,20,,,,,From Prototype Buildings
Hospital Kitchen_Flr_5_Case:2_SELFCONTAINEDDISPLAYCASEMultiShelfVertical_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.026526281,0.001078032,6.02558e-05,1.23732e-06,,,,,,,-35,20,,,,,From Prototype Buildings
HotelLarge Kitchen_Flr_6_Case:1_WALKINFREEZERSingleShelfHorizontal_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.0236,0.0006,0,0,,,,,,,-35,20,,,,,From Prototype Buildings
HotelLarge Kitchen_Flr_6_Case:2_SELFCONTAINEDDISPLAYCASEMultiShelfVertical_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.026526281,0.001078032,6.02558e-05,1.23732e-06,,,,,,,-35,20,,,,,From Prototype Buildings
HP-Bypass-Factor-fAirflow,Water-LoopHP,Cubic,QRatio,Airflow,,-0.828,14.3,-21.9,9.4,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
HP-Bypass-Factor-fEWB&EWT,Water-LoopHP,BiQuadratic,QRatio,EWB,EWT,-5.522656,0.735768,-0.0185004,0.1418832,0.000943,-0.010206,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
HP-Cool-Cap-fEWB&EWT,Water-LoopHP,BiQuadratic,QRatio,EWB,EWT,0.38053696,0.041974272,-3.09e-05,-0.006642864,2.28e-05,-8.81e-05,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
HP-Cool-EIR-fEWB&EWT,Water-LoopHP,BiQuadratic,EIRRatio,EWB,EWT,1.3257696,-0.0504504,0.000988,0.02036448,7.91e-05,-0.000531,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
HP-Cool-EIR-fPLR,Water-LoopHP,Linear,EIRRatio,PLR,,0.125,0.875,,,,,,,,,,,,,,,From .dat files included with MASControl2
HP-Heat-Cap-fEDB&EWT,Water-LoopHP,BiLinear,QRatio,EDB,EWT,0.72324,-0.012204,0.02538,,,,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
HP-Heat-EIR-fEDB&EWT,Water-LoopHP,BiLinear,EIRRatio,EDB,EWT,1.2124,0.01089,-0.02088,,,,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
HP-Heat-EIR-fPLR,Water-LoopHP,Cubic,EIRRatio,PLR,,0.0857,0.939,-0.183,0.15897022,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
HP-Sens-Cap-fAirflow,Water-LoopHP,Cubic,QRatio,Airflow,,-0.13,2.16,-1.6,0.573,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
HP-Sens-Cap-fEWB&EWT,Water-LoopHP,BiQuadratic,QRatio,EWB,EWT,1.68318464,0.012410496,-0.00215784,-0.009251064,6.32e-05,0.000174,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
HPACCoolCapFFF,DX Cooling Coil,Quadratic,QRatio,FlowRatio,,0.8,0.2,0,,,,,,,,0.5,1.5,,,,,
HPACCoolCapFT,DX Cooling Coil,BiQuadratic,QRatio,Twb,Toadb,0.766956,0.0107756,-4.14703e-05,0.00134961,-0.000261144,0.000457488,,,,,12.77778,23.88889,21.11111,46.11111,,,
HPACCOOLEIRFFF,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1.156,-0.1816,0.0256,,,,,,,,0.5,1.5,,,,,
HPACCOOLEIRFT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,,,,,12.77778,23.88889,21.11111,46.11111,,,
HPACCOOLPLFFPLR,DX Cooling Coil,Quadratic,EIRRatio,QRatio,,0.85,0.15,0,,,,,,,,0,1,,,,,
HPACHeatCapFFF,DX Heating Coil,Cubic,QRatio,FlowRatio,,0.84,0.16,0,0,,,,,,,0.5,1.5,,,,,From Prototype Buildings
HPACHeatCapFT,DX Heating Coil,Cubic,QRatio,Toadb,,0.758746,0.027626,0.000148716,3.4992e-06,,,,,,,-20,20,,,,,From Prototype Buildings
HPACHeatEIRFFF,DX Heating Coil,Quadratic,EIRRatio,FlowRatio,,1.3824,-0.4336,0.0512,,,,,,,,0,1,,,,,From Prototype Buildings
HPACHeatEIRFT,DX Heating Coil,Cubic,EIRRatio,Toadb,,1.19248,-0.0300438,0.00103745,-2.3328e-05,,,,,,,-20,20,,,,,From Prototype Buildings
Htrec-Chlr-Cap-fCHWT&ECT,ElecHeatRecover,BiQuadratic,QRatio,CHWT,ECT,0.257896,0.0389016,-0.000217,0.0468684,-0.000943,-0.000343,,,,,4.44444,18.33333,12.77778,51.66667,,,From .dat files included with MASControl2
Htrec-Chlr-EIR-fCHWT&ECT,ElecHeatRecover,BiQuadratic,EIRRatio,CHWT,ECT,0.933884,-0.058212,0.00450036,0.00243,0.000486,-0.001215,,,,,4.44444,18.33333,12.77778,51.66667,,,From .dat files included with MASControl2
Htrec-Chlr-EIR-fPLR,ElecHeatRecover,Quadratic,EIRRatio,PLR,,0.349032,0.263871,0.387097,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Htrej-Fan-Pwr-fDamper,FluidCooler,Cubic,,Damper,,0.37607971,-0.21440694,1.00540793,-0.16712119,,,,,,,,,,,0.36,1,From .dat files included with MASControl2
HW-Coil-Cap-fAirflow,HWCoils,Quadratic,QRatio,Airflow,,0.289,1.03,-0.317,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
HW-Coil-Cap-fdT,HWCoils,Quadratic,QRatio,dT,,-0.00467,1.8,0.010960272,,,,,,,,0,150,,,0.01,,From .dat files included with MASControl2
HW-Coil-Cap-fFluidFlow,HWCoils,Quadratic,QRatio,FluidFlow,,0.18,2945.2432,-2540000,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Indirect-Effectiveness-fFlow,EvapCooler,Quadratic,,Flow,,1.1,-350,306000,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Inverter_EIR-fPLR,PV-Inverter,Quadratic,EIRRatio,PLR,,0.01677774,1.03766656,-0.05444431,,,,,,,,,,,,,,From .dat files included with MASControl2
Large-CHW-Bypass-fAirflow,CHWCoils,Quadratic,QRatio,Airflow,,0.397,0.15,0.45374713,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Large-CHW-Coil-Bypass-fEWB&EDB,CHWCoils,BiQuadratic,QRatio,EWB,EDB,0.435936,0.23652,-0.0047628,-0.1330272,0.00119556,0.000859,,,,,15.55556,29.44444,12.77778,29.44444,,,From .dat files included with MASControl2
Large-CHW-Coil-Cap-fEWB&EDB,CHWCoils,BiQuadratic,QRatio,EWB,EDB,0.09793216,-0.13886496,0.0124416,0.088907328,0.001938946,-0.009305604,,,,,15.55556,29.44444,12.77778,29.44444,,,From .dat files included with MASControl2
Large-CHW-Sens-Cap-fAirflow,CHWCoils,Quadratic,QRatio,Airflow,,0.202,0.855,-0.057,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Large-CHW-Sens-Cap-fEWB&EDB,CHWCoils,BiQuadratic,QRatio,EWB,EDB,0.12076864,-0.124558848,0.0063828,0.11146032,0.001847902,-0.006508285,,,,,15.55556,13.33333,12.77778,29.44444,,,From .dat files included with MASControl2
Lp2Lp_Cap_fCHW&HWR,Loop2Loop,BiQuadratic,QRatio,CHWT,HWR,0.95122179,0.035393436,0.00027,-0.002654118,-8.69e-05,-0.000274,,,,,,,,,,,From .dat files included with MASControl2
Lp2Lp_EIR_fCHW&HWR,Loop2Loop,BiQuadratic,EIRRatio,CHWT,HWR,0.59918703,-0.00950724,0.000335,0.00863883,0.000312,-0.000386,,,,,,,,,,,From .dat files included with MASControl2
Lp2Lp-EIR-fPLR-1Comp/Ckt,Loop2Loop,Quadratic,EIRRatio,PLR,,0.03481113,0.95945376,0.00573495,,,,,,,,,,,,,,From .dat files included with MASControl2
Lp2Lp-EIR-fPLR-2Comp/Ckt,Loop2Loop,Quadratic,EIRRatio,PLR,,0.02297712,0.90150452,0.07551826,,,,,,,,,,,,,,From .dat files included with MASControl2
LT_compressor_capacity,Refrigeration,BiCubic,Capacity,Suction T,Discharge T,170751.834,6102.9037,78.2619862,-2959.4326,19.7876589,-90.958101,0.43596477,-0.0411577,-0.608846,0.459133262,-40,17.8,4.4,54.4,,,From AEDG
LT_compressor_power,Refrigeration,BiCubic,Power,Suction T,Discharge T,29669.2711,1027.63205,18.1066262,-442.19971,11.1335288,-20.380452,0.13998065,-0.0588669,-0.2184515,0.203858467,-40,-17.8,4.4,54.4,,,From AEDG
mc-Si_Spectral-fAirMass,PV-Module,Cubic,,AirMass,,0.96113414,0.02820018,-0.00134585,-0.00012036,,,,,,,,,,,,,From .dat files included with MASControl2
Measured_CoolCStandard10Ton_EIRFFF,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1.192,-0.1917,0,,,,,,,,0.776,1.197,,,,,From PNNL Prototype FullServiceRestaurant
MNECB-CAP-FAPP&WB,CAP-FAPP&WB,BiQuadratic,QRatio,App,WB,-0.05425558,-0.063981648,0.026052289,0.260016714,0.000809093,0.015903767,,,,,,,,,,,From .dat files included with MASControl2
MNECB-CAP-FRNG&WB,CAP-FRNG&WB,BiQuadratic,QRatio,Rng,WB,188.8588489,0.300231774,-0.045692003,35.40844622,0.601350934,0.78576062,,,,,,,,,,,From .dat files included with MASControl2
MNECB-Centrif-CAP-FT,Centrif-CAP-FT,BiQuadratic,QRatio,T,T,0.70790824,-0.002006568,-0.00259605,0.030058776,-0.001056434,0.002045704,,,,,,,,,,,From .dat files included with MASControl2
MNECB-Centrif-EIR-FPLR,Centrif-EIR-FPLR,Quadratic,EIRRatio,PLR,,0.17149273,0.58820208,0.23737257,,,,,,,,,,,,,,From .dat files included with MASControl2
MNECB-Centrif-EIR-FT,Centrif-EIR-FT,BiQuadratic,EIRRatio,T,T,0.5605438,-0.01377927,6.57e-05,0.013219362,0.000268596,-0.000501131,,,,,,,,,,,From .dat files included with MASControl2
MNECB-DW-HIR-fPLR,DHW-HIR,Quadratic,,PLR,,0.021826,0.97763,0.000543,,,,,,,,,,,,,,From .dat files included with MASControl2
MNECB-HW-HIR-fPLR,HW-HIR,Quadratic,,PLR,,0.082597,0.996764,-0.079361,,,,,,,,,,,,,,From .dat files included with MASControl2
MNECB-Recip-CAP-FT,Recip-CAP-FT,BiQuadratic,QRatio,T,T,1.0303123,0.033469794,0.00023639,-0.007295868,-2.32e-05,-0.000148943,,,,,,,,,,,From .dat files included with MASControl2
MNECB-Recip-EIR-FPLR,Recip-EIR-FPLR,Quadratic,EIRRatio,PLR,,0.08144133,0.41927141,0.49939604,,,,,,,,,,,,,,From .dat files included with MASControl2
MNECB-Recip-EIR-FT,Recip-EIR-FT,BiQuadratic,EIRRatio,T,T,0.49969897,-0.013084056,0.000266425,0.016592526,0.000185393,-0.000375646,,,,,,,,,,,From .dat files included with MASControl2
Multi Shelf Vertical Latent Energy Multiplier,Refrigerated Case,Cubic,,,,0.026526281,0.001078032,-6.02558e-05,1.23732e-06,,,,,,,-35,20,,,,,From Reference Buildings
Multi Zone VAV with Airfoil or Backward Incline riding the curve,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.1631,1.5901,-0.8817,0.1281,,,,,,,0,1,,,0.7,,From ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method
Multi Zone VAV with Airfoil or Backward Incline with inlet vanes,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.9977,-0.659,0.9547,-0.2936,,,,,,,0,1,,,0.5,,From ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method
Multi Zone VAV with Forward Curved fans riding the curve,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.1224,0.612,0.5983,-0.3334,,,,,,,0,1,,,0.3,,From ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method
Multi Zone VAV with Forward Curved with inlet vanes,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.3038,-0.7608,2.2729,-0.8169,,,,,,,0,1,,,0.3,,From ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method
Multi zone VAV with static pressure reset,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.040759894,0.08804497,-0.07292612,0.943739823,,,,,,,0,1,,,0.1,,"OpenStudio default, baseline for System Types 5-8 from ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method"
Multi Zone VAV with vane-axial with variable pitch blades,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.1639,-0.4016,1.9909,-0.7541,,,,,,,0,1,,,0.2,,From ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method
Multi Zone VAV with VSD and fixed SP setpoint,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.0013,0.147,0.9506,-0.0998,,,,,,,0,1,,,0.2,,Appendix G baseline from ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method
New_Low_Temp_Comp_Cap_Curve,,BiCubic,,,,58336.861,1561.7435,6.6068129,-283.65007,-0.12023494,-12.495749,-0.11627856,0.002277001,-0.11814833,0.032839613,-40,-17.8,4.4,54.4,,,
New_Low_Temp_Comp_Pwr_Curve,,BiCubic,,,,6274.9904,61.390661,1.6208537,129.11279,0.87411617,1.9581173,0.030293311,0.005754678,0.004653957,-0.000749905,-40,-17.8,4.4,54.4,,,
New_Med_Temp_Comp_Cap_Curve,,BiCubic,,,,61412.175,1570.8519,13.533449,-500.19524,8.1639124,-3.6895385,0.054485574,-0.088096805,0.006381584,-0.037503058,-23.3,7.2,10,60,,,
New_Med_Temp_Comp_Pwr_Curve,,BiCubic,,,,4994.0336,170.24972,2.8463891,356.79403,-6.3074704,-1.409856,0.012160476,0.076231729,-0.057527471,0.009054446,-23.3,7.2,10,60,,,
No SP Reset VSD Fan,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.070428852,0.385330201,-0.460864118,1.00920344,,,,,,,0,1,,,0.1,,"From California Energy Commision, ""Advanced Variable Air Volume System Design Guide,"" October 2004"
Old_Low_Temp_Comp_Cap_Curve,,BiCubic,,,,170751.834,6102.9037,78.2619862,-2959.43265,19.7876589,-90.9581015,0.435964768,-0.041157653,-0.60884596,0.459133262,-40,-17.8,4.4,54.4,,,
Old_Low_Temp_Comp_Pwr_Curve,,BiCubic,,,,29669.2711,1027.63205,18.1066262,-442.199714,11.1335288,-20.3804519,0.139980653,-0.058866918,-0.218451538,0.203858467,-40,-17.8,4.4,54.4,,,
Old_Med_Temp_Comp_Cap_Curve,,BiCubic,,,,151166.436,5266.34789,60.6727151,-1851.55938,5.73132755,-46.9277173,0.136401203,-0.035697884,-0.403053994,-0.039290478,-23.3,7.2,10,60,,,
Old_Med_Temp_Comp_Pwr_Curve,,BiCubic,,,,7438.92229,-269.597565,-9.85610446,553.57326,-3.38588961,14.8657878,-0.100796292,0.009822793,0.097362356,-0.039675217,-23.3,7.2,10,60,,,
Open Latent Curve,Refrigerated Case,Cubic,,,,-0.0187,0.0458,0.0011,5e-05,,,,,,,-55,55,,,,,For SuperMarket Prototype Buildings
Open-Cent-Cap-fCHWT&ECT,OpenCentrifugal,BiQuadratic,QRatio,CHWT,ECT,0.257896,0.0389016,-0.000217,0.0468684,-0.000943,-0.000343,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Open-Cent-EIR-fCHWT&ECT,OpenCentrifugal,BiQuadratic,EIRRatio,CHWT,ECT,0.933884,-0.058212,0.00450036,0.00243,0.000486,-0.001215,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Open-Cent-EIR-fPLR,OpenCentrifugal,Quadratic,EIRRatio,PLR,,0.222903,0.313387,0.46371,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Open-Rec-Cap-fCHWT&ECT,OpenReciprocatg,BiQuadratic,QRatio,CHWT,ECT,0.507883,0.1452276,-0.00625644,-0.0011178,-0.00013,-0.000282,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Open-Rec-EIR-fCHWT&ECT,OpenReciprocatg,BiQuadratic,EIRRatio,CHWT,ECT,1.030757,-0.103536,0.00710208,0.0093186,0.000318,-0.00104,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Open-Rec-EIR-fPLR,OpenReciprocatg,Quadratic,EIRRatio,PLR,,0.088065,1.137742,-0.225806,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
OpenTwr-FluidCap-fApp&WB,OpenTower,BiQuadratic,QRatio,App,WB,0.11735985,0.010588518,0.000701,0.052439526,0.000724,0.003437899,,,,,,,,,,,From .dat files included with MASControl2
OpenTwr-FluidCap-fRng&WB,OpenTower,BiQuadratic,QRatio,Rng,WB,0.11661702,0.202450932,-0.004401443,-0.01592307,0.000101,-0.001101632,,,,,,,,,,,From .dat files included with MASControl2
PoorCyclingAC-EIR-fPLR,CyclingAC,Cubic,EIRRatio,PLR,,0.000362523,1.32573,-0.407603,0.0818194,,,,,,,,,,,,,From .dat files included with MASControl2
PSZ-AC DX Coil EIR-FT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,0.342414409,0.034885008,-0.0006237,0.004977216,0.000437951,-0.000728028,,,,,12.77778,23.88889,23.88889,46.11111,,,"From PNNL Prototype Buildings HotelSmall, Warehouse"
PSZ-AC DX Unitary Package EIRFT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,,,,,12.77778,23.88889,21.11111,46.11111,,,"From PNNL Prototype Buildings RetailStandAlone, RetailStripMall,SchoolPrimary"
PSZ-AC_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,DX Cooling Coil,BiQuadratic,QRatio,Twb,Toadb,0.42415,0.04426,-0.00042,0.00333,-8e-05,-0.00021,,,,,17,22,29,46,,,"From PNNL Prototype Buildings OutPatientHealtCare, RestaurantFastFood, RestaurantSitDown, SchoolPrimary, SchoolSecondary"
PSZ-AC_CoolCLennoxStandard10Ton_TGA120S2B_PLR,DX Cooling Coil,Quadratic,EIRRatio,QRatio,,0.771,0.229,0,,,,,,,,0,1,,,,,"From PNNL Prototype Buildings OutPatientHealtCare, RestaurantFastFood, RestaurantSitDown, SchoolPrimary, SchoolSecondary"
PSZ-AC_CoolCStandard10Ton_EIRFT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,,,,,17,22,29,46,,,"From PNNL Prototype Buildings OutPatientHealtCare, RestaurantFastFood, RestaurantSitDown, SchoolPrimary, SchoolSecondary"
PSZ-AC_Unitary_PackagecoolCapFT,DX Cooling Coil,BiQuadratic,QRatio,Twb,Toadb,0.766956,0.0107756,-4.14703e-05,0.00134961,-0.000261144,0.000457488,,,,,12.77778,23.88889,21.11111,46.11111,,,"From PNNL Prototype Buildings RetailStandalone, RetailStripMall, SchoolPrimary"
PSZ-AC_Unitary_PackagecoolEIRFFF,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1.156,-0.1816,0.0256,,,,,,,,0.5,1.5,,,,,
PSZ-AC_Unitary_PackagecoolFFF,DX Cooling Coil,Quadratic,QRatio,FlowRatio,,0.8,0.2,0,,,,,,,,0.5,1.5,,,,,
PSZ-AC_Unitary_PackagecoolPLR,DX Cooling Coil,Quadratic,EIRRatio,QRatio,,0.75,0.25,0,,,,,,,,0,1,,,,,"From PNNL Prototype Buildings RetailStandAlone, RetailStripMall, SchoolPrimary"
PSZ-AC:1_Unitary_PackagecoolEIRFFF,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1.156,-0.1816,0.0256,,,,,,,,0.5,1.5,,,,,"From PNNL Prototype Buildings RetailStandAlone, RetailStripMall, SchoolPrimary"
PSZ-Fine Storage DX Coil Cap-FT,DX Cooling Coil,BiQuadratic,QRatio,Twb,Toadb,0.942587793,0.009543347,0.00068377,-0.011042676,5.249e-06,-9.72e-06,,,,,12.77778,23.88889,23.88889,46.11111,,,"From PNNL Prototype Buildings HotelSmall, Warehouse"
PSZ-Fine Storage Heating Coil PLF-FPLR,DX Heating Coil,Cubic,EIRRatio,QRatio,,0.8,0.2,0,0,,,,,,,0,1,,,,,From Prototype Buildings
PSZ-Office Heating Coil PLF-FPLR,DX Heating Coil,Cubic,EIRRatio,QRatio,,0.8,0.2,0,0,,,,,,,0,1,,,,,From Prototype Buildings
PSZ135to240_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
PSZ135to240_BF_fT,BF_fT,BiQuadratic,,T,T,43.269632,-4.898304,0.148392,0.0947376,0.00213192,-0.0134136,,,,,,,,,0,4.04,From .dat files included with MASControl2
PSZ135to240_CEIR_fPLR,CEIR_fPLR,Cubic,EIRRatio,PLR,,0.0184,1.15,-0.208,0.0423,,,,,,,,,,,,,From .dat files included with MASControl2
PSZ135to240_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.62774528,-0.060192,0.00260172,-0.005653656,2.66e-05,-0.00040824,,,,,,,,,,,From .dat files included with MASControl2
PSZ135to240_CLoss_fPLR,CLoss_fPLR,Cubic,,PLR,,0.852,0.203,-0.0423,0.00938,,,,,,,,,,,0.8024,1.0728,From .dat files included with MASControl2
PSZ135to240_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,0.4018688,0.1920384,-0.0077436,-0.01956816,-4.15e-05,0.00077436,,,,,,,,,,,From .dat files included with MASControl2
PSZ135to240_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,-0.0449056,0.07059456,-0.00216432,0.00440856,0.00041148,-0.000245916,,,,,,,,,,,From .dat files included with MASControl2
PSZ135to240_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
PSZ135to240_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
PSZ240to760_BF_fFlow,BF_fFlow,Linear,QRatio,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
PSZ240to760_BF_fT,BF_fT,BiQuadratic,,T,T,15.8724544,-1.6604928,0.041148,0.03013992,0.000278964,0.00047628,,,,,,,,,0,3.252,From .dat files included with MASControl2
PSZ240to760_CEIR_fPLR,CEIR_fPLR,Cubic,EIRRatio,PLR,,2.63,-9.5,14.3,-6.4,,,,,,,,,,,,,From .dat files included with MASControl2
PSZ240to760_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.27910208,-0.0291096,0.00167184,-0.002266416,-3.1e-05,-0.00033372,,,,,,,,,,,From .dat files included with MASControl2
PSZ240to760_CLoss_fPLR,CLoss_fPLR,Cubic,,PLR,,0.964,0.289,0.183,-0.131,,,,,,,,,,,0.96,1.3,From .dat files included with MASControl2
PSZ240to760_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,2.64083712,-0.06152112,-0.0004698,-0.010834704,-2.89e-05,0.000222912,,,,,,,,,,,From .dat files included with MASControl2
PSZ240to760_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.336608,0.0487944,-0.00116316,-0.005994,0.00067716,-0.00069012,,,,,,,,,,,From .dat files included with MASControl2
PSZ240to760_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
PSZ240to760_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
PSZ65to135_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
PSZ65to135_BF_fT,BF_fT,BiQuadratic,,T,T,14.931264,-1.5724512,0.04698,0.0015984,0.00096552,-0.00319788,,,,,,,,,0,3.509,From .dat files included with MASControl2
PSZ65to135_CEIR_fPLR,CEIR_fPLR,Cubic,EIRRatio,PLR,,0.0184,1.15,-0.208,0.0423,,,,,,,,,,,,,From .dat files included with MASControl2
PSZ65to135_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.2518496,-0.02766672,0.00115344,0.0035388,-0.000134136,-0.000167508,,,,,,,,,,,From .dat files included with MASControl2
PSZ65to135_CLoss_fPLR,CLoss_fPLR,Cubic,,PLR,,0.882,0.211,-0.0439,0.0098,,,,,,,,,,,0.8323,1.1087,From .dat files included with MASControl2
PSZ65to135_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,1.7733472,0.0383688,-0.0038556,-0.01090224,-0.000138348,0.00070632,,,,,,,,,,,From .dat files included with MASControl2
PSZ65to135_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.5431072,0.03102048,-0.00090072,-0.01496592,0.0006966,-0.000199908,,,,,,,,,,,From .dat files included with MASControl2
PSZ65to135_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
PSZ65to135_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
