name,material_type,roughness,thickness,conductivity,resistance,density,specific_heat,thermal_absorptance,solar_absorptance,visible_absorptance,gas_type,u_factor,solar_heat_gain_coefficient,visible_transmittance,optical_data_type,solar_transmittance_at_normal_incidence,front_side_solar_reflectance_at_normal_incidence,back_side_solar_reflectance_at_normal_incidence,visible_transmittance_at_normal_incidence,front_side_visible_reflectance_at_normal_incidence,back_side_visible_reflectance_at_normal_incidence,infrared_transmittance_at_normal_incidence,front_side_infrared_hemispherical_emissivity,back_side_infrared_hemispherical_emissivity,dirt_correction_factor_for_solar_and_visible_transmittance,solar_diffusing,frame_width,annotation
Slate - 1/2 in.,StandardOpaqueMaterial,VeryRough,0.5,11.0304,0.045329272,119.81,0.3,,,,,,,,,,,,,,,,,,,,,
Slate or tile - 1/2 in.,StandardOpaqueMaterial,VeryRough,0.5,11.0304,0.045329272,119.81,0.3,,,,,,,,,,,,,,,,,,,,,
Spray applied - Cellulosic fiber - 4.6 lb/ft3 - 3 1/2 in.,StandardOpaqueMaterial,Rough,3.5,0.3204,10.92384519,4.6,0.34,,,,,,,,,,,,,,,,,,,,,
Spray applied - Cellulosic fiber - 4.6 lb/ft3 - 4 1/2 in.,StandardOpaqueMaterial,Rough,4.5,0.3204,14.04494382,4.6,0.34,,,,,,,,,,,,,,,,,,,,,
Spray applied - Cellulosic fiber - 4.6 lb/ft3 - 4 in.,StandardOpaqueMaterial,Rough,4,0.3204,12.48439451,4.6,0.34,,,,,,,,,,,,,,,,,,,,,
Spray applied - Cellulosic fiber - 4.6 lb/ft3 - 5 1/2 in.,StandardOpaqueMaterial,Rough,5.5,0.3204,17.16604245,4.6,0.34,,,,,,,,,,,,,,,,,,,,,
Spray applied - Cellulosic fiber - 4.6 lb/ft3 - 5 in.,StandardOpaqueMaterial,Rough,5,0.3204,15.60549313,4.6,0.34,,,,,,,,,,,,,,,,,,,,,
Spray applied - Cellulosic fiber - 4.6 lb/ft3 - 6 1/2 in.,StandardOpaqueMaterial,Rough,6.5,0.3204,20.28714107,4.6,0.34,,,,,,,,,,,,,,,,,,,,,
Spray applied - Cellulosic fiber - 4.6 lb/ft3 - 6 in.,StandardOpaqueMaterial,Rough,6,0.3204,18.72659176,4.6,0.34,,,,,,,,,,,,,,,,,,,,,
Spray applied - Glass fiber - 3.9 lb/ft3 - 3 1/2 in.,StandardOpaqueMaterial,MediumRough,3.5,0.27,12.96296296,3.9,0.23,,,,,,,,,,,,,,,,,,,,,
Spray applied - Glass fiber - 3.9 lb/ft3 - 4 1/2 in.,StandardOpaqueMaterial,MediumRough,4.5,0.27,16.66666667,3.9,0.23,,,,,,,,,,,,,,,,,,,,,
Spray applied - Glass fiber - 3.9 lb/ft3 - 4 in.,StandardOpaqueMaterial,MediumRough,4,0.27,14.81481481,3.9,0.23,,,,,,,,,,,,,,,,,,,,,
Spray applied - Glass fiber - 3.9 lb/ft3 - 5 1/2 in.,StandardOpaqueMaterial,MediumRough,5.5,0.27,20.37037037,3.9,0.23,,,,,,,,,,,,,,,,,,,,,
Spray applied - Glass fiber - 3.9 lb/ft3 - 5 in.,StandardOpaqueMaterial,MediumRough,5,0.27,18.51851852,3.9,0.23,,,,,,,,,,,,,,,,,,,,,
Spray applied - Glass fiber - 3.9 lb/ft3 - 6 1/2 in.,StandardOpaqueMaterial,MediumRough,6.5,0.27,24.07407407,3.9,0.23,,,,,,,,,,,,,,,,,,,,,
Spray applied - Glass fiber - 3.9 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,0.27,22.22222222,3.9,0.23,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 0.5 lb/ft3 - 3 1/2 in.,StandardOpaqueMaterial,Rough,3.5,0.3,11.66666667,0.5,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 0.5 lb/ft3 - 4 1/2 in.,StandardOpaqueMaterial,Rough,4.5,0.3,15,0.5,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 0.5 lb/ft3 - 4 in.,StandardOpaqueMaterial,Rough,4,0.3,13.33333333,0.5,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 0.5 lb/ft3 - 5 1/2 in.,StandardOpaqueMaterial,Rough,5.5,0.3,18.33333333,0.5,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 0.5 lb/ft3 - 5 in.,StandardOpaqueMaterial,Rough,5,0.3,16.66666667,0.5,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 0.5 lb/ft3 - 6 1/2 in.,StandardOpaqueMaterial,Rough,6.5,0.3,21.66666667,0.5,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 0.5 lb/ft3 - 6 in.,StandardOpaqueMaterial,Rough,6,0.3,20,0.5,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 3.0 lb/ft3 - 3 1/2 in.,StandardOpaqueMaterial,Rough,3.5,0.20004,17.4965007,3,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 3.0 lb/ft3 - 4 1/2 in.,StandardOpaqueMaterial,Rough,4.5,0.20004,22.4955009,3,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 3.0 lb/ft3 - 4 in.,StandardOpaqueMaterial,Rough,4,0.20004,19.9960008,3,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 3.0 lb/ft3 - 5 1/2 in.,StandardOpaqueMaterial,Rough,5.5,0.20004,27.4945011,3,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 3.0 lb/ft3 - 5 in.,StandardOpaqueMaterial,Rough,5,0.20004,24.995001,3,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 3.0 lb/ft3 - 6 1/2 in.,StandardOpaqueMaterial,Rough,6.5,0.20004,32.4935013,3,0.35,,,,,,,,,,,,,,,,,,,,,
Spray applied - Polyurethane foam - 3.0 lb/ft3 - 6 in.,StandardOpaqueMaterial,Rough,6,0.20004,29.9940012,3,0.35,,,,,,,,,,,,,,,,,,,,,
Std Wood 6 in.,StandardOpaqueMaterial,MediumSmooth,5.905511811,0.832016616,7.097829176,33.71109871,0.289003535,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Std Wood 6inch Furnishings,StandardOpaqueMaterial,MediumSmooth,5.91,0.83257,,33.71,0.29,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Steel Frame NonRes Wall Insulation-0.73,StandardOpaqueMaterial,MediumRough,0.79835618,0.339740118,2.34990258,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Steel Frame Wall Insulation R-1.02 IP,StandardOpaqueMaterial,MediumRough,0.347890885,0.339740118,1.023991182,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Steel Frame/Cavity,StandardOpaqueMaterial,MediumRough,3.500007095,0.583217221,6.001206697,40.03997387,0.119919749,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Stone - 1 in.,StandardOpaqueMaterial,MediumRough,1,12.504,0.079974408,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
Straw Bale - Int and Ext Stucco - 18 in.,StandardOpaqueMaterial,Smooth,19.5,0.6504,29.98154982,12.95,0.11,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - No Ins.,StandardOpaqueMaterial,Smooth,2.27,0.81,2.802469136,29.09,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - R10 Ins.,StandardOpaqueMaterial,Smooth,3.27,0.5304,6.165158371,20.44,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - R15 Ins.,StandardOpaqueMaterial,Smooth,4.47,0.64764,6.901982583,15.23,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - R20 Ins.,StandardOpaqueMaterial,Smooth,5.67,0.7704,7.359813084,12.22,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - R25 Ins.,StandardOpaqueMaterial,Smooth,6.87,0.8904,7.715633423,10.26,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - R30 Ins.,StandardOpaqueMaterial,Smooth,8.07,1.02,7.911764706,8.88,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - R4 Ins.,StandardOpaqueMaterial,Smooth,1.83,0.39,4.692307692,35.69,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Double glass with no low e coatings - R7 Ins.,StandardOpaqueMaterial,Smooth,2.55,0.4596,5.548302872,25.92,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - No Ins.,StandardOpaqueMaterial,Smooth,2.52,1.2804,1.968134958,41.9,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - R10 Ins.,StandardOpaqueMaterial,Smooth,3.52,0.5904,5.962059621,30.2,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - R15 Ins.,StandardOpaqueMaterial,Smooth,4.72,0.6996,6.746712407,22.79,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - R20 Ins.,StandardOpaqueMaterial,Smooth,5.92,0.81324,7.27952388,18.37,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - R25 Ins.,StandardOpaqueMaterial,Smooth,7.12,0.93372,7.625412329,15.45,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - R30 Ins.,StandardOpaqueMaterial,Smooth,8.32,1.05,7.923809524,13.37,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - R4 Ins.,StandardOpaqueMaterial,Smooth,2.08,0.48624,4.277722935,50.36,0.25,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Single glass pane. stone. or metal pane - R7 Ins.,StandardOpaqueMaterial,Smooth,2.8,0.5304,5.279034691,37.69,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - No Ins.,StandardOpaqueMaterial,Smooth,2.27,0.6504,3.490159902,29.09,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - R10 Ins.,StandardOpaqueMaterial,Smooth,3.27,0.51,6.411764706,20.44,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - R15 Ins.,StandardOpaqueMaterial,Smooth,4.47,0.63636,7.024325853,15.23,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - R20 Ins.,StandardOpaqueMaterial,Smooth,5.67,0.76476,7.414090695,12.22,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - R25 Ins.,StandardOpaqueMaterial,Smooth,6.87,0.88404,7.771141577,10.26,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - R30 Ins.,StandardOpaqueMaterial,Smooth,8.07,1.0104,7.986935867,8.88,0.27,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - R4 Ins.,StandardOpaqueMaterial,Smooth,1.83,0.36,5.083333333,35.69,0.26,,,,,,,,,,,,,,,,,,,,,
Structural Glazing - Triple or low e glass - R7 Ins.,StandardOpaqueMaterial,Smooth,2.55,0.43836,5.8171366,25.92,0.26,,,,,,,,,,,,,,,,,,,,,
Stucco - 3/8 in.,StandardOpaqueMaterial,Smooth,0.38,5.0004,0.07599392,115.81,0.2,,,,,,,,,,,,,,,,,,,,,
Stucco - 7/8 in.,StandardOpaqueMaterial,Smooth,0.88,4.86,0.181069959,115.81,0.2,,,,,,,,,,,,,,,,,,,,,
Stucco - 7/8 in. CBES,StandardOpaqueMaterial,MediumRough,0.88,4.85668,,115.81,0.2,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Synthetic Stucco - EIFS finish - 1 in.,StandardOpaqueMaterial,Smooth,1,0.2496,4.006410256,1.5,0.35,,,,,,,,,,,,,,,,,,,,,
Terrazzo - 1 in.,StandardOpaqueMaterial,Rough,1,12.5004,0.07999744,160,0.19,,,,,,,,,,,,,,,,,,,,,
Test,Test,Test,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,
Theoretical Glass [167],StandardGlazing,,0.118110236,14.61090512,0.06844203,,,,,,,,,,SpectralAverage,0.2374,0.7126,0.7126,0.2512,0.6988,0.6988,0,0.985,0.985,1,FALSE,,
Theoretical Glass [197],StandardGlazing,,0.118110236,0.28773908,3.475370816,,,,,,,,,,SpectralAverage,0.2349,0.7151,0.7151,0.2512,0.6988,0.6988,0,0.9,0.9,1,FALSE,,
Theoretical Glass [202],StandardGlazing,,0.118110236,0.133122659,7.511869212,,,,,,,,,,SpectralAverage,0.2325,0.7175,0.7175,0.3192,0.6308,0.6308,0,0.9,0.9,1,FALSE,,
Theoretical Glass [207],StandardGlazing,,0.118110236,0.092215175,10.84420217,,,,,,,,,,SpectralAverage,0.3311,0.6189,0.6189,0.44,0.51,0.51,0,0.9,0.9,1,FALSE,,
Theoretical Glass [216],StandardGlazing,,0.118110236,0.092215175,10.84420217,,,,,,,,,,SpectralAverage,0.3801,0.5699,0.5699,0.5079,0.4421,0.4421,0,0.9,0.9,1,FALSE,,
Theoretical Glass [221],StandardGlazing,,0.118110236,0.061707899,16.20538077,,,,,,,,,,SpectralAverage,0.4296,0.5204,0.5204,0.4503,0.4997,0.4997,0,0.9,0.9,1,FALSE,,
Theoretical Glass 297,StandardGlazing,,0.118110236,0.071803727,13.92685363,,,,,,,,,,SpectralAverage,0.375039,0.574961,0.574961,0.529698,0.420302,0.420302,0,0.9,0.9,1,FALSE,,
Theoretical Glass 347,StandardGlazing,,0.118110236,0.071816901,13.92429898,,,,,,,,,,SpectralAverage,0.315861,0.634139,0.634139,0.479911,0.470089,0.470089,0,0.9,0.9,1,FALSE,,
Tile Gap - 3/4 in.,StandardOpaqueMaterial,VeryRough,0.75,0.6612,1.13430127,70,0.24,,,,,,,,,,,,,,,,,,,,,
Typical Air Wall,MasslessOpaqueMaterial,,,6.240124619,0.16025321,0.043699572,0.000167192,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Typical Carpet Pad,MasslessOpaqueMaterial,VeryRough,,,1.229230374,,,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Typical Insulation,MasslessOpaqueMaterial,MediumSmooth,,6.240124619,0.16025321,0.043699572,0.000167192,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
U 0.11 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.11,0.34,0.374,,,,,,,,,,,,,,
U 0.11 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.11,0.38,0.418,,,,,,,,,,,,,,
U 0.12 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.12,0.34,0.374,,,,,,,,,,,,,,
U 0.12 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.12,0.38,0.418,,,,,,,,,,,,,,
U 0.13 SHGC 0.32 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.13,0.32,0.352,,,,,,,,,,,,,,
U 0.13 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.13,0.38,0.418,,,,,,,,,,,,,,
U 0.14 SHGC 0.31 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.14,0.31,0.341,,,,,,,,,,,,,,
U 0.14 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.14,0.34,0.374,,,,,,,,,,,,,,
U 0.14 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.14,0.36,0.396,,,,,,,,,,,,,,
U 0.14 SHGC 0.38 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.14,0.38,0.418,,,,,,,,,,,,,,
U 0.15 SHGC 0.31 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.15,0.31,0.341,,,,,,,,,,,,,,
U 0.15 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.15,0.34,0.374,,,,,,,,,,,,,,
U 0.17 SHGC 0.31 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.17,0.31,0.341,,,,,,,,,,,,,,
U 0.17 SHGC 0.32 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.17,0.32,0.352,,,,,,,,,,,,,,
U 0.17 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.17,0.36,0.396,,,,,,,,,,,,,,
U 0.18 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.18,0.22,0.242,,,,,,,,,,,,,,
U 0.18 SHGC 0.24 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.18,0.24,0.264,,,,,,,,,,,,,,
U 0.20 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.2,0.19,0.209,,,,,,,,,,,,,,
U 0.20 SHGC 0.20 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.2,0.2,0.22,,,,,,,,,,,,,,
U 0.20 SHGC 0.21 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.2,0.21,0.231,,,,,,,,,,,,,,
U 0.20 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.2,0.22,0.242,,,,,,,,,,,,,,
U 0.23 SHGC 0.31 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.23,0.31,0.341,,,,,,,,,,,,,,
U 0.23 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.23,0.34,0.374,,,,,,,,,,,,,,
U 0.25 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.25,0.22,0.242,,,,,,,,,,,,,,
U 0.25 SHGC 0.24 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.25,0.24,0.264,,,,,,,,,,,,,,
U 0.26 SHGC 0.40 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.26,0.4,0.44,,,,,,,,,,,,,,
U 0.29 SHGC 0.40 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.29,0.4,0.44,,,,,,,,,,,,,,
U 0.32 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.32,0.36,0.396,,,,,,,,,,,,,,
U 0.35 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.35,0.22,0.242,,,,,,,,,,,,,,
U 0.35 SHGC 0.24 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.35,0.24,0.264,,,,,,,,,,,,,,
U 0.42 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.42,0.34,0.374,,,,,,,,,,,,,,
U 0.45 SHGC 0.33 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.45,0.33,0.363,,,,,,,,,,,,,,
U 0.47 SHGC 0.33 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.47,0.33,0.363,,,,,,,,,,,,,,
U 0.48 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.48,0.19,0.209,,,,,,,,,,,,,,
U 0.48 SHGC 0.21 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.48,0.21,0.231,,,,,,,,,,,,,,
U 0.48 SHGC 0.20 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.48,0.2,0.22,,,,,,,,,,,,,,
U 0.48 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.48,0.22,0.242,,,,,,,,,,,,,,
U 0.50 SHGC 0.22 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.22,0.242,,,,,,,,,,,,,,
U 0.50 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.5,0.23,0.253,,,,,,,,,,,,,,
U 0.52 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.52,0.39,0.31,,,,,,,,,,,,,,
U 0.52 SHGC 0.49 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.52,0.49,0.41,,,,,,,,,,,,,,
U 0.52 SHGC 0.615 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.52,0.615,0.41,,,,,,,,,,,,,,
U 0.54 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.54,0.23,0.253,,,,,,,,,,,,,,
U 0.58 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.58,0.19,0.15,,,,,,,,,,,,,,
U 0.58 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.58,0.36,0.25,,,,,,,,,,,,,,
U 0.59 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.59,0.36,0.27,,,,,,,,,,,,,,
U 0.59 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.59,0.39,0.31,,,,,,,,,,,,,,
U 0.60 SHGC 0.23 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.6,0.23,0.253,,,,,,,,,,,,,,
U 0.61 SHGC 0.77 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.61,0.77,0.6,,,,,,,,,,,,,,
U 0.62 SHGC 0.20 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.62,0.2,0.22,,,,,,,,,,,,,,
U 0.62 SHGC 0.21 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.62,0.21,0.231,,,,,,,,,,,,,,
U 0.62 SHGC 0.41 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.62,0.41,0.32,,,,,,,,,,,,,,
U 0.65 SHGC 0.35 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.65,0.35,0.25,,,,,,,,,,,,,,
U 0.69 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.69,0.19,0.15,,,,,,,,,,,,,,
U 0.69 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.69,0.36,0.23,,,,,,,,,,,,,,
U 0.69 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.69,0.39,0.23,,,,,,,,,,,,,,
U 0.69 SHGC 0.49 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.69,0.49,0.38,,,,,,,,,,,,,,
U 0.69 SHGC 0.64 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.69,0.64,0.55,,,,,,,,,,,,,,
U 0.69 SHGC 0.68 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.69,0.68,0.55,,,,,,,,,,,,,,
U 0.72 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.72,0.25,0.13,,,,,,,,,,,,,,
U 0.72 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.72,0.36,0.23,,,,,,,,,,,,,,
U 0.72 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.72,0.39,0.23,,,,,,,,,,,,,,
U 0.74 SHGC 0.55 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.74,0.55,0.4,,,,,,,,,,,,,,
U 0.74 SHGC 0.65 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.74,0.65,0.55,,,,,,,,,,,,,,
U 0.75 SHGC 0.35 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.75,0.35,0.23,,,,,,,,,,,,,,
U 0.81 SHGC 0.65 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.81,0.65,0.55,,,,,,,,,,,,,,
U 0.85 SHGC 0.65 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.85,0.65,0.55,,,,,,,,,,,,,,
U 0.87 SHGC 0.58 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.87,0.58,0.55,,,,,,,,,,,,,,
U 0.87 SHGC 0.71 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.87,0.71,0.6,,,,,,,,,,,,,,
U 0.87 SHGC 0.77 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.87,0.77,0.6,,,,,,,,,,,,,,
U 0.98 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.98,0.19,0.15,,,,,,,,,,,,,,
U 0.98 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,0.98,0.36,0.25,,,,,,,,,,,,,,
U 1.10 SHGC 0.62 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.1,0.62,0.55,,,,,,,,,,,,,,
U 1.10 SHGC 0.77 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.1,0.77,0.6,,,,,,,,,,,,,,
U 1.15 SHGC 0.77 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.15,0.77,0.6,,,,,,,,,,,,,,
U 1.17 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.17,0.19,0.15,,,,,,,,,,,,,,
U 1.17 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.17,0.36,0.23,,,,,,,,,,,,,,
U 1.17 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.17,0.39,0.23,,,,,,,,,,,,,,
U 1.17 SHGC 0.49 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.17,0.49,0.38,,,,,,,,,,,,,,
U 1.17 SHGC 0.64 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.17,0.64,0.55,,,,,,,,,,,,,,
U 1.17 SHGC 0.68 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.17,0.68,0.55,,,,,,,,,,,,,,
U 1.22 SHGC 0.25 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.25,0.11,,,,,,,,,,,,,,
U 1.22 SHGC 0.54 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.22,0.54,0.38,,,,,,,,,,,,,,
U 1.30 SHGC 0.27 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.3,0.27,0.25,,,,,,,,,,,,,,
U 1.30 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.3,0.34,0.25,,,,,,,,,,,,,,
U 1.30 SHGC 0.62 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.3,0.62,0.55,,,,,,,,,,,,,,
U 1.30 SHGC 0.65 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.3,0.65,0.55,,,,,,,,,,,,,,
U 1.36 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.36,0.19,0.15,,,,,,,,,,,,,,
U 1.36 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.36,0.36,0.23,,,,,,,,,,,,,,
U 1.36 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.36,0.39,0.23,,,,,,,,,,,,,,
U 1.36 SHGC 0.61 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.36,0.61,0.23,,,,,,,,,,,,,,
U 1.70 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.7,0.36,0.23,,,,,,,,,,,,,,
U 1.80 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.8,0.36,0.23,,,,,,,,,,,,,,
U 1.90 SHGC 0.27 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.9,0.27,0.25,,,,,,,,,,,,,,
U 1.90 SHGC 0.34 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.9,0.34,0.25,,,,,,,,,,,,,,
