template,cooling_type,condenser_type,compressor_type,absorption_type,variable_speed_drive,minimum_capacity,maximum_capacity,start_date,end_date,minimum_full_load_efficiency,minimum_integrated_part_load_value,capft,eirft,eirfplr,annotation
90.1-2004,WaterCooled,,Centrifugal,,,0,149.99,9/9/1919,9/9/2999,0.703,0.67,WaterCooled_Centrifugal_Chiller_LT150_2004_CAPFT,WaterCooled_Centrifugal_Chiller_LT150_2004_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,
90.1-2004,WaterCooled,,Centrifugal,,,300,9999,9/9/1919,9/9/2999,0.577,0.55,WaterCooled_Centrifugal_Chiller_GT150_2004_CAPFT,WaterCooled_Centrifugal_Chiller_GT150_2004_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,
90.1-2004,WaterCooled,,,Single Effect,,0,9999,9/9/1919,9/9/2999,5.024,,,,,
90.1-2007,WaterCooled,,Reciprocating,,,0,74.99,9/9/1919,9/9/2999,0.78,0.63,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Reciprocating,,,75,149.99,9/9/1919,9/9/2999,0.775,0.615,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Reciprocating,,,150,299.99,9/9/1919,9/9/2999,0.68,0.58,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Reciprocating,,,300,9999,9/9/1919,9/9/2999,0.62,0.54,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Scroll,,,0,74.99,9/9/1919,9/9/2999,0.78,0.63,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Scroll,,,75,149.99,9/9/1919,9/9/2999,0.775,0.615,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Scroll,,,150,299.99,9/9/1919,9/9/2999,0.68,0.58,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Scroll,,,300,9999,9/9/1919,9/9/2999,0.62,0.54,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Rotary Screw,,,0,74.99,9/9/1919,9/9/2999,0.78,0.63,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Rotary Screw,,,75,149.99,9/9/1919,9/9/2999,0.775,0.615,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Rotary Screw,,,150,299.99,9/9/1919,9/9/2999,0.68,0.58,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Rotary Screw,,,300,9999,9/9/1919,9/9/2999,0.62,0.54,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Centrifugal,,,0,149.99,9/9/1919,9/9/2999,0.634,0.596,WaterCooled_Centrifugal_Chiller_LT150_2004_CAPFT,WaterCooled_Centrifugal_Chiller_LT150_2004_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Centrifugal,,,150,299.99,9/9/1919,9/9/2999,0.634,0.596,WaterCooled_Centrifugal_Chiller_LT150_2004_CAPFT,WaterCooled_Centrifugal_Chiller_LT150_2004_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Centrifugal,,,300,599.99,9/9/1919,9/9/2999,0.576,0.549,WaterCooled_Centrifugal_Chiller_GT150_2004_CAPFT,WaterCooled_Centrifugal_Chiller_GT150_2004_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2007,WaterCooled,,Centrifugal,,,600,9999,9/9/1919,9/9/2999,0.57,0.539,WaterCooled_Centrifugal_Chiller_GT150_2004_CAPFT,WaterCooled_Centrifugal_Chiller_GT150_2004_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Reciprocating,,,0,74.99,9/9/1919,9/9/2999,0.78,0.63,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Reciprocating,,,75,149.99,9/9/1919,9/9/2999,0.775,0.615,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Reciprocating,,,150,299.99,9/9/1919,9/9/2999,0.68,0.58,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Reciprocating,,,300,9999,9/9/1919,9/9/2999,0.62,0.54,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Scroll,,,0,74.99,9/9/1919,9/9/2999,0.78,0.63,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Scroll,,,75,149.99,9/9/1919,9/9/2999,0.775,0.615,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Scroll,,,150,299.99,9/9/1919,9/9/2999,0.68,0.58,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Scroll,,,300,9999,9/9/1919,9/9/2999,0.62,0.54,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Rotary Screw,,,0,74.99,9/9/1919,9/9/2999,0.78,0.63,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Rotary Screw,,,75,149.99,9/9/1919,9/9/2999,0.775,0.615,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Rotary Screw,,,150,299.99,9/9/1919,9/9/2999,0.68,0.58,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Rotary Screw,,,300,9999,9/9/1919,9/9/2999,0.62,0.54,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Centrifugal,,,0,149.99,9/9/1919,9/9/2999,0.634,0.596,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Centrifugal,,,150,299.99,9/9/1919,9/9/2999,0.634,0.596,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_LT150_2010_PathA_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Centrifugal,,,300,599.99,9/9/1919,9/9/2999,0.576,0.549,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,Centrifugal,,,600,9999,9/9/1919,9/9/2999,0.57,0.539,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_CAPFT,WaterCooled_PositiveDisplacement_Chiller_GT150_2010_PathA_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Minimum Efficiencies
90.1-2010,WaterCooled,,,Single Effect,,0,9999,9/9/1919,9/9/2999,5.024,,,,,
90.1-2013,WaterCooled,,Reciprocating,,,0,74.99,9/9/1919,12/31/2014,0.78,0.63,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,75,149.99,9/9/1919,12/31/2014,0.775,0.615,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,150,299.99,9/9/1919,12/31/2014,0.68,0.58,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,300,599.99,9/9/1919,12/31/2014,0.62,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,600,9999,9/9/1919,12/31/2014,0.62,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,0,74.99,9/9/1919,12/31/2014,0.78,0.63,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,75,149.99,9/9/1919,12/31/2014,0.775,0.615,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,150,299.99,9/9/1919,12/31/2014,0.68,0.58,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,300,599.99,9/9/1919,12/31/2014,0.62,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,600,9999,9/9/1919,12/31/2014,0.62,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Rotary Screw,,,0,74.99,9/9/1919,12/31/2014,0.78,0.63,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Rotary Screw,,,75,149.99,9/9/1919,12/31/2014,0.775,0.615,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Rotary Screw,,,150,299.99,9/9/1919,12/31/2014,0.68,0.58,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Rotary Screw,,,300,599.99,9/9/1919,12/31/2014,0.62,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Rotary Screw,,,600,9999,9/9/1919,12/31/2014,0.62,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Centrifugal,,,0,149.99,9/9/1919,12/31/2014,0.634,0.596,WaterCooled_Centrifugal_Chiller_2010_PathA_CAPFT,WaterCooled_Centrifugal_Chiller_2010_PathA_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Centrifugal,,,150,399.99,9/9/1919,12/31/2014,0.634,0.596,WaterCooled_Centrifugal_Chiller_2010_PathA_CAPFT,WaterCooled_Centrifugal_Chiller_2010_PathA_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Centrifugal,,,400,599.99,9/9/1919,12/31/2014,0.576,0.549,WaterCooled_Centrifugal_Chiller_2010_PathB_CAPFT,WaterCooled_Centrifugal_Chiller_2010_PathB_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Centrifugal,,,600,9999,9/9/1919,12/31/2014,0.57,0.539,WaterCooled_Centrifugal_Chiller_2010_PathB_CAPFT,WaterCooled_Centrifugal_Chiller_2010_PathB_EIRFT,ChlrWtrCentPathAAllEIRRatio_fQRatio,Add but unsure what to put for Minimum full load efficiency and min IPLV
90.1-2013,WaterCooled,,,Single Effect,,0,9999,9/9/1919,9/9/2999,5.024,,,,,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,0,74.99,1/1/2015,9/9/2999,0.75,0.6,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,75,149.99,1/1/2015,9/9/2999,0.72,0.56,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,150,299.99,1/1/2015,9/9/2999,0.66,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,300,599.99,1/1/2015,9/9/2999,0.61,0.52,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Reciprocating,,,600,9999,1/1/2015,9/9/2999,0.56,0.5,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,0,74.99,1/1/2015,9/9/2999,0.75,0.6,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,75,149.99,1/1/2015,9/9/2999,0.72,0.56,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,150,299.99,1/1/2015,9/9/2999,0.66,0.54,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
90.1-2013,WaterCooled,,Scroll,,,300,599.99,1/1/2015,9/9/2999,0.61,0.52,ChlrWtrPosDispPathAAllQRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fTchwsTcwsSI,ChlrWtrPosDispPathAAllEIRRatio_fQRatio,Path A Efficiencies
