Utility,City,Province,Monthly_Charge_($),Energy_Charges_Block_1_Limit_(MJ),Energy_Charges_Block_1_Rate_($),Energy_Charges_Block_2_Limit_(MJ),Energy_Charges_Block_2_Rate_($),Energy_Charges_Block_3_Limit_(MJ),Energy_Charges_Block_3_Rate_($),Energy_Charges_Block_4_Limit_(MJ),Energy_Charges_Block_4_Rate_($),Energy_Charges_Block_5_Rate_($),Demand_Charges_Block_1_Limit_(MJ_per_hr),Demand_Charges_Block_1_Rate_($),Demand_Charges_Block_2_Limit_(MJ_per_hr),Demand_Charges_Block_2_Rate_($),Demand_Charges_Block_3_Limit_(MJ_per_hr),Demand_Charges_Block_3_Rate_($),Demand_Charges_Block_4_Limit_(MJ_per_hr),Demand_Charges_Block_4_Rate_($),Demand_Charges_Block_5_Rate_($)
FortisBC,  Prince George_BC_CAN,British Columbia,130.61,1.0,0.0108,2.0,0.0108,3.0,0.0108,4.0,0.0108,0.0108,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
FortisBC,  Prince Rupert_BC_CAN,British Columbia,130.61,1.0,0.0108,2.0,0.0108,3.0,0.0108,4.0,0.0108,0.0108,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
FortisBC,  Sandspit_BC_CAN,British Columbia,134.97,1.0,0.0059,2.0,0.0059,3.0,0.0059,4.0,0.0059,0.0059,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
FortisBC,  Smithers_BC_CAN,British Columbia,134.97,1.0,0.0061,2.0,0.0061,3.0,0.0061,4.0,0.0061,0.0061,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
FortisBC,  Summerland_BC_CAN,British Columbia,134.97,1.0,0.0061,2.0,0.0061,3.0,0.0061,4.0,0.0061,0.0061,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
FortisBC,  Vancouver Int'l_BC_CAN,British Columbia,134.97,1.0,0.0061,2.0,0.0061,3.0,0.0061,4.0,0.0061,0.0061,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
FortisBC,  Victoria Int'l_BC_CAN,British Columbia,134.97,1.0,0.0059,2.0,0.0059,3.0,0.0059,4.0,0.0059,0.0059,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Bagotville_PQ_CAN,Quebec,31.58,1.0,0.0096,2.0,0.0096,3.0,0.0096,4.0,0.0096,0.0096,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Baie Comeau_PQ_CAN,Quebec,31.58,1.0,0.0096,2.0,0.0096,3.0,0.0096,4.0,0.0096,0.0096,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Montreal Int'l_PQ_CAN,Quebec,31.58,1.0,0.0095,2.0,0.0095,3.0,0.0095,4.0,0.0095,0.0095,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Montreal Jean Brebeuf_PQ_CAN,Quebec,31.58,1.0,0.0095,2.0,0.0095,3.0,0.0095,4.0,0.0095,0.0095,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Montreal Mirabel_PQ_CAN,Quebec,31.58,1.0,0.0095,2.0,0.0095,3.0,0.0095,4.0,0.0095,0.0095,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Quebec City_PQ_CAN,Quebec,31.58,1.0,0.0096,2.0,0.0096,3.0,0.0096,4.0,0.0096,0.0096,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Riviere Du Loup_PQ_CAN,Quebec,31.58,1.0,0.0096,2.0,0.0096,3.0,0.0096,4.0,0.0096,0.0096,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Roberval_PQ_CAN,Quebec,31.58,1.0,0.0095,2.0,0.0095,3.0,0.0095,4.0,0.0095,0.0095,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Sherbrooke_PQ_CAN,Quebec,31.58,1.0,0.0095,2.0,0.0095,3.0,0.0095,4.0,0.0095,0.0095,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  St Hubert_PQ_CAN,Quebec,31.58,1.0,0.0095,2.0,0.0095,3.0,0.0095,4.0,0.0095,0.0095,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
GasMetro,  Ste Agathe Des Monts_PQ_CAN,Quebec,31.58,1.0,0.0095,2.0,0.0095,3.0,0.0095,4.0,0.0095,0.0095,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
HeritageGas,  Greenwood_NS_CAN,Nova Scotia,21.87,1.0,0.0164,2.0,0.0164,3.0,0.0164,4.0,0.0164,0.0164,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
HeritageGas,  Shearwater_NS_CAN,Nova Scotia,21.87,1.0,0.0164,2.0,0.0164,3.0,0.0164,4.0,0.0164,0.0164,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Centra,  Brandon_MB_CAN,Manitoba,14.0,1.0,0.0073,2.0,0.0073,3.0,0.0073,4.0,0.0073,0.0073,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Centra,  Winnipeg Int'l_MB_CAN,Manitoba,14.0,1.0,0.0073,2.0,0.0073,3.0,0.0073,4.0,0.0073,0.0073,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Battle Harbour_NF_CAN,Newfoundland,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Charlottetown CDA_PE_CAN,Prince Edward Island,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Churchill_MB_CAN,Manitoba,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Gander Int'l_NF_CAN,Newfoundland,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Goose_NF_CAN,Newfoundland,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Grindstone Island_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Inuvik Ua_NT_CAN,Northwest Territories,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Kuujjuarapik_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Kuujuaq_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  La Grande Riviere_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Lake Eon_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Mont Joli_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Nitchequon_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Resolute_NU_CAN,Nunavut,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Sable Island_NS_CAN,Nova Scotia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Schefferville_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Sept-Iles_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  St John's_NF_CAN,Newfoundland,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Stephenville_NF_CAN,Newfoundland,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Sydney_NS_CAN,Nova Scotia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  The Pas_MB_CAN,Manitoba,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Truro_NS_CAN,Nova Scotia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Val d'Or_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneGas,  Whitehorse_YT_CAN,Yukon,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
SaskEnergy,  Estevan_SK_CAN,Saskatchewan,31.95,1.0,0.0068,2.0,0.0068,3.0,0.0068,4.0,0.0068,0.0068,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
SaskEnergy,  North Battleford_SK_CAN,Saskatchewan,31.95,1.0,0.0068,2.0,0.0068,3.0,0.0068,4.0,0.0068,0.0068,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
SaskEnergy,  Regina_SK_CAN,Saskatchewan,31.95,1.0,0.0068,2.0,0.0068,3.0,0.0068,4.0,0.0068,0.0068,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
SaskEnergy,  Saskatoon_SK_CAN,Saskatchewan,31.95,1.0,0.0068,2.0,0.0068,3.0,0.0068,4.0,0.0068,0.0068,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
SaskEnergy,  Swift Current_SK_CAN,Saskatchewan,31.95,1.0,0.0068,2.0,0.0068,3.0,0.0068,4.0,0.0068,0.0068,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  London_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  Mount Forest_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  Muskoka_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  Sault Ste Marie_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  Simcoe_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  Thunder Bay_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  Timmins_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Union,  Windsor_ON_CAN,Ontario,70.0,1.0,0.0071,2.0,0.0071,3.0,0.0071,4.0,0.0071,0.0071,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
