template,building_type,space_type,min_stories,max_stories,spandrel,ExteriorWall,ExteriorFloor,ExteriorRoof,Interior Walls,Interior Floors,Interior Ceilings,GroundContactWall,GroundContactFloor,GroundContactRoof,ExteriorFixedWindow,ExteriorOperableWindow,ExteriorDoor,ExteriorGlassDoor,ExteriorOverheadDoor,ExteriorSkylight,ExteriorTubularDaylightDome,ExteriorTubularDaylightDiffuser,Interior Fixed Windows,Interior Operable Windows,Interior Doors,Interior Partitions,ext_operable_window_type,ext_glass_door,ext_skylight,ext_tubular_domes,ext_tubular_diffusers,Fixture_type_less_than_2.4m_ht,Fixture_type_2.41_to_4.8m_ht,Fixture_type_greater_than_>4.81m_ht
NECB 2015,Space Function,Atrium (height < 6m)-sch-E,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,7,17
NECB 2015,Space Function,Atrium (height < 6m)-sch-F,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,7,17
NECB 2015,Space Function,Atrium (height < 6m)-sch-G,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,7,17
NECB 2015,Space Function,Atrium (height < 6m)-sch-H,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,7,17
NECB 2015,Space Function,Atrium (height < 6m)-sch-I,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,7,17
NECB 2015,Space Function,Atrium (height < 6m)-sch-J,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,7,17
NECB 2015,Space Function,Atrium (height < 6m)-sch-K,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,7,17
NECB 2015,Space Function,Atrium (height > 12m)-sch-A,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-B,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-C,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-D,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-E,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-F,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-G,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-H,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-I,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-J,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Atrium (height > 12m)-sch-K,1,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,4,17,13
NECB 2015,Space Function,Audience seating area permanent - auditorium,1,1,Nil,BTAP-ExteriorWall-Mass-2,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-4,BTAP-ExteriorWindow-OperableWindow-4,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,6,3,2,2,2,1,7,9
NECB 2015,Space Function,Audience seating area permanent - auditorium,2,999,BTAP-ExteriorWall-Metal-2,BTAP-ExteriorWall-Mass-4,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-1,BTAP-ExteriorWindow-OperableWindow-1,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,1,3,2,2,2,1,7,9
NECB 2015,Space Function,Audience seating area permanent - convention centre,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - gymnasium,1,999,Nil,BTAP-ExteriorWall-Mass-2,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-2,BTAP-ExteriorWindow-OperableWindow-2,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-1,BTAP-Skylight-1,BTAP-Skylight-1,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,4,3,1,1,1,1,6,17
NECB 2015,Space Function,Audience seating area permanent - motion picture theatre,1,999,Nil,BTAP-ExteriorWall-Mass-2,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-4,BTAP-ExteriorWindow-OperableWindow-4,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,6,3,2,2,2,2,7,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-A,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-B,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-C,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-D,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-E,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-F,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-G,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-H,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-I,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
NECB 2015,Space Function,Audience seating area permanent - other-sch-J,1,999,Nil,BTAP-ExteriorWall-WoodFramed-5,BTAP-ExteriorFloor-SteelFramed-1,BTAP-ExteriorRoof-IEAD-4,Typical Interior Wall,Typical Interior Floor,Typical Interior Ceiling,BTAP-GroundContactWall-Mass-2,BTAP-GroundContactFloor-Unheated-1,BTAP-GroundContactRoof-Mass-2,BTAP-ExteriorWindow-FixedWindow-6,BTAP-ExteriorWindow-OperableWindow-5,BTAP-ExteriorDoor-Metal-1,BTAP-GlassDoor-GlazedDoor-2,BTAP-ExteriorOverheadDoor-Metal-1,BTAP-Skylight-2,BTAP-Skylight-2,BTAP-Skylight-2,Typical Interior Window,Typical Interior Window,Typical Interior Door,Typical Interior Partition,7,3,2,2,2,3,8,18
