Time,THERMAL ZONE 1:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.099183E+04,0.000000E+00,5.669653E-01,0.000000E+00,5.221396E+03,0.000000E+00,2.693318E-01,0.000000E+00,1.102920E+04,0.000000E+00,5.688931E-01,0.000000E+00,5.202732E+03,0.000000E+00,2.683691E-01,0.000000E+00,1.236785E+04,0.000000E+00,6.378847E-01,0.000000E+00
00:30:00,1.099187E+04,0.000000E+00,5.669676E-01,0.000000E+00,5.221418E+03,0.000000E+00,2.693330E-01,0.000000E+00,1.102925E+04,0.000000E+00,5.688954E-01,0.000000E+00,5.202754E+03,0.000000E+00,2.683702E-01,0.000000E+00,1.236793E+04,0.000000E+00,6.378889E-01,0.000000E+00
00:45:00,1.099191E+04,0.000000E+00,5.669696E-01,0.000000E+00,5.221437E+03,0.000000E+00,2.693339E-01,0.000000E+00,1.102929E+04,0.000000E+00,5.688974E-01,0.000000E+00,5.202773E+03,0.000000E+00,2.683712E-01,0.000000E+00,1.236800E+04,0.000000E+00,6.378926E-01,0.000000E+00
01:00:00,1.099194E+04,0.000000E+00,5.669713E-01,0.000000E+00,5.221454E+03,0.000000E+00,2.693348E-01,0.000000E+00,1.102932E+04,0.000000E+00,5.688992E-01,0.000000E+00,5.202789E+03,0.000000E+00,2.683720E-01,0.000000E+00,1.236807E+04,0.000000E+00,6.378959E-01,0.000000E+00
01:15:00,1.099198E+04,0.000000E+00,5.669729E-01,0.000000E+00,5.221469E+03,0.000000E+00,2.693356E-01,0.000000E+00,1.102935E+04,0.000000E+00,5.689008E-01,0.000000E+00,5.202805E+03,0.000000E+00,2.683728E-01,0.000000E+00,1.236812E+04,0.000000E+00,6.378987E-01,0.000000E+00
01:30:00,1.099200E+04,0.000000E+00,5.669744E-01,0.000000E+00,5.221482E+03,0.000000E+00,2.693363E-01,0.000000E+00,1.102938E+04,0.000000E+00,5.689022E-01,0.000000E+00,5.202818E+03,0.000000E+00,2.683735E-01,0.000000E+00,1.236817E+04,0.000000E+00,6.379013E-01,0.000000E+00
01:45:00,1.099203E+04,0.000000E+00,5.669756E-01,0.000000E+00,5.221494E+03,0.000000E+00,2.693369E-01,0.000000E+00,1.102940E+04,0.000000E+00,5.689035E-01,0.000000E+00,5.202830E+03,0.000000E+00,2.683741E-01,0.000000E+00,1.236821E+04,0.000000E+00,6.379036E-01,0.000000E+00
02:00:00,1.099205E+04,0.000000E+00,5.669767E-01,0.000000E+00,5.221504E+03,0.000000E+00,2.693374E-01,0.000000E+00,1.102942E+04,0.000000E+00,5.689046E-01,0.000000E+00,5.202840E+03,0.000000E+00,2.683746E-01,0.000000E+00,1.236825E+04,0.000000E+00,6.379056E-01,0.000000E+00
02:15:00,1.099207E+04,0.000000E+00,5.669777E-01,0.000000E+00,5.221513E+03,0.000000E+00,2.693379E-01,0.000000E+00,1.102944E+04,0.000000E+00,5.689056E-01,0.000000E+00,5.202849E+03,0.000000E+00,2.683751E-01,0.000000E+00,1.236829E+04,0.000000E+00,6.379074E-01,0.000000E+00
02:30:00,1.099209E+04,0.000000E+00,5.669786E-01,0.000000E+00,5.221521E+03,0.000000E+00,2.693383E-01,0.000000E+00,1.102946E+04,0.000000E+00,5.689064E-01,0.000000E+00,5.202857E+03,0.000000E+00,2.683755E-01,0.000000E+00,1.236832E+04,0.000000E+00,6.379090E-01,0.000000E+00
